,Training Score,Testing Score,Variable,Coefficent,Other Variable,Coefficent2,Other Variable2,Coefficent3,Other Variable3,Coefficent4,y intercept
Income Composition Of Resources & Status Developed & Total Expenditure & Water,0.7222189183356148,0.703123356483929,Total Expenditure,25.768192535873442,Water,1.6525974465419409,Status Developed,0.18367000143384726,Income Composition Of Resources,0.19323633836154253,35.32100380901044
Birth Per Woman & Income Composition Of Resources & Population & Status Developed,0.7254993704705834,0.7026787098463539,Birth Per Woman,-2.4163463288454103,Income Composition Of Resources,26.592102985419544,Status Developed,-5.772129441083962e-10,Population,0.8868272085452505,59.10818755116656
Alcohol & Income Composition Of Resources & Schooling & Status Developed,0.6629481300701161,0.7026755364149193,Alcohol,-0.3247481394644805,Schooling,34.11179478311755,Status Developed,0.8675396037423582,Income Composition Of Resources,2.3478389263974897,37.89215837855051
Birth Per Woman & Population & Status Developed & Water,0.6890316229220272,0.7010832798538023,Birth Per Woman,-2.09972034459724,Water,-3.5250293503854484e-09,Status Developed,3.081493067987067,Population,0.21966723433223875,56.85693714962224
Birth Per Woman & Fdi & Status Developed & Water,0.6875566002285862,0.7008067496636534,Birth Per Woman,-2.185950979295487,Water,0.004093058201324162,Status Developed,2.934449486990212,Fdi,0.2222699368955657,56.873928528476625
Birth Per Woman & Schooling & Status Developed & Water,0.707868843816639,0.7003695962330658,Birth Per Woman,-1.6927976587462767,Water,0.6836379988832642,Status Developed,2.16115010488989,Schooling,0.19050501579688117,49.65745590178004
Income Composition Of Resources & Schooling & Status Developed & Water,0.7226868315685718,0.6993947100737976,Schooling,17.05511446789348,Water,0.41817478723642515,Status Developed,1.770059069136101,Income Composition Of Resources,0.2105249173171565,35.48223932950021
Birth Per Woman & Fdi & Percentage Expenditure & Status Developed,0.6548861218630266,0.6988235761032282,Percentage Expenditure,-4.4509814561023635,Birth Per Woman,0.006059448071293034,Status Developed,0.0008110565374855657,Fdi,1.3994337355353308,81.54287306054654
Gdp & Schooling & Status Developed & Water,0.695202635184651,0.6967614389170091,Schooling,8.543572057751652e-05,Water,0.7231549433519621,Status Developed,1.7812069615942783,Gdp,0.27899952631400304,36.54897669267608
Birth Per Woman & Percentage Expenditure & Status Developed & Water,0.714972546982449,0.6956458837172836,Percentage Expenditure,-2.3686475092219994,Water,0.0007792759187688729,Status Developed,1.6271694385812765,Birth Per Woman,0.19040150032618972,59.70081561207567
Income Composition Of Resources & Population & Schooling & Status Developed,0.6507197436139758,0.6952451009212905,Schooling,32.2805559494898,Income Composition Of Resources,8.605925361541201e-10,Status Developed,0.790517790026171,Population,0.4227931545540719,38.907772420383054
Birth Per Woman & Fdi & Income Composition Of Resources & Status Developed,0.7284936379118886,0.6950841537352334,Birth Per Woman,-2.7159469259122235,Fdi,0.007679800392084157,Status Developed,24.587210851910164,Income Composition Of Resources,0.7756730468381607,61.36514053108839
Fdi & Military & Status Developed & Water,0.6453726139059435,0.6947287105262955,Fdi,0.004116017115907224,Military,-0.21265945045757384,Status Developed,4.521648788944909,Water,0.35647248962615197,39.27670601857693
Alcohol & Income Composition Of Resources & Population & Status Developed,0.645043613451303,0.6935295655305811,Alcohol,-0.23821591915967102,Income Composition Of Resources,43.95110488925205,Status Developed,3.0900793035470997e-10,Population,2.707556877995707,41.71505628347964
Fdi & Income Composition Of Resources & Status Developed & Water,0.7233719727519758,0.6918393284924278,Fdi,0.0061450761570121335,Water,23.39276974038087,Status Developed,1.801125456420532,Income Composition Of Resources,0.21248920089299972,36.41671259341226
Fdi & Gdp & Status Developed & Water,0.6703797084474066,0.6910916799399665,Fdi,0.007999796648820497,Water,0.00010428750079264249,Status Developed,2.9181317316587783,Gdp,0.3394985201503477,40.146239846033666
Alcohol & Birth Per Woman & Status Developed & Water,0.6955372944239226,0.6896253169943629,Alcohol,-0.1407713816562761,Water,-2.1973741529330506,Status Developed,3.9780314974817936,Birth Per Woman,0.22668979018994762,57.089075262027244
Birth Per Woman & Population & Status Developed & Total Expenditure,0.6295721658945015,0.6876832137481667,Total Expenditure,-4.421964882177277,Birth Per Woman,-2.6714779069357205e-09,Status Developed,2.973026370083864,Population,0.24374454173932533,80.57217715722312
Fdi & Gdp & Income Composition Of Resources & Status Developed,0.6438290624748033,0.6873580416981132,Fdi,0.007426853063074086,Income Composition Of Resources,5.419738534520125e-05,Status Developed,41.53106206047623,Gdp,0.7561840069207216,42.19069694234321
Alcohol & Population & Status Developed & Water,0.6524747545788501,0.6832085112458841,Alcohol,-0.07267211647644833,Water,-3.0521427886329426e-09,Status Developed,4.911257127382193,Population,0.3633348637678664,38.74631159622075
Income Composition Of Resources & Percentage Expenditure & Schooling & Status Developed,0.6593068192144991,0.6820064079004388,Percentage Expenditure,33.06094806939206,Schooling,0.00023117281746076745,Status Developed,0.6962490568597395,Income Composition Of Resources,0.4023114167829756,39.24122303773017
Birth Per Woman & Gdp & Schooling & Status Developed,0.6915393851234045,0.6815503425098465,Birth Per Woman,-3.284694701037572,Schooling,0.00010504746373344188,Status Developed,0.8381988169599902,Gdp,0.34793358601664104,68.18566959138478
Military & Percentage Expenditure & Status Developed & Water,0.6733294490476733,0.6802285864268995,Percentage Expenditure,-0.042882082074577964,Military,0.0006799078489178123,Status Developed,2.7705824634733363,Water,0.34775601016461305,39.77420853373831
Alcohol & Birth Per Woman & Gdp & Status Developed,0.6659776901104195,0.680068315639867,Alcohol,-0.1951009114781795,Birth Per Woman,-4.398688574745864,Status Developed,0.0001387455668382387,Gdp,2.6060529728264985,82.05610155812644
Fdi & Schooling & Status Developed & Water,0.6900263187403541,0.6774056085242911,Fdi,0.011764617317587328,Water,0.9016501720075314,Status Developed,1.9182243298936297,Schooling,0.27535372026267046,35.06630444060137
Fdi & Income Composition Of Resources & Military & Status Developed,0.6498192024856154,0.6748513570442785,Fdi,0.009020909753224908,Military,43.34279204560897,Status Developed,0.26405819745484393,Income Composition Of Resources,1.2725649955553493,40.59766116238447
Birth Per Woman & Income Composition Of Resources & Status Developed & Total Expenditure,0.7377519509934665,0.6731031655985591,Total Expenditure,-2.229547417953891,Birth Per Woman,29.26194842543944,Status Developed,0.686630129181296,Income Composition Of Resources,0.22358142365774825,55.536763578681004
Gdp & Status Developed & Total Expenditure & Water,0.6795452336298144,0.6730458882410191,Total Expenditure,0.00010730150779045767,Water,2.5264903388042326,Status Developed,0.19971193758171493,Gdp,0.344739614206361,38.54917706719192
Income Composition Of Resources & Military & Status Developed & Total Expenditure,0.6509999361839598,0.6725211880024046,Total Expenditure,42.88208025849849,Military,0.4048103457087381,Status Developed,1.2808955536644104,Income Composition Of Resources,0.09720332539075435,40.205070346563275
Alcohol & Military & Status Developed & Water,0.6551216127361461,0.6725107180596899,Alcohol,-0.07533581680237185,Military,-0.09899244425855869,Status Developed,4.604522406034005,Water,0.358478459933645,39.36432871544007
Schooling & Status Developed & Total Expenditure & Water,0.6913176881621135,0.6725105977098563,Total Expenditure,0.8645694821617024,Water,2.267508004640589,Status Developed,0.1220701451709253,Schooling,0.2814574170541051,34.389833163859265
Percentage Expenditure & Schooling & Status Developed & Water,0.7039225562240438,0.6711767009624916,Percentage Expenditure,0.00048522156395947334,Water,0.7953916753265697,Status Developed,1.3062359631968286,Schooling,0.2761860100002098,36.19275919655039
Birth Per Woman & Military & Status Developed & Water,0.700185052185039,0.6704892740834587,Birth Per Woman,-2.2182254978345877,Military,0.08217346384842095,Status Developed,3.09769752975002,Water,0.2148230682126169,57.51333046094893
Gdp & Military & Status Developed & Water,0.6767520607913602,0.6699340549878423,Gdp,0.00011620020236176114,Military,-0.014107805550841568,Status Developed,2.5233236356407143,Water,0.35035845176285524,39.15627052023757
Percentage Expenditure & Population & Status Developed & Water,0.6774235701501952,0.6696842285974794,Percentage Expenditure,0.0007636915159033816,Water,-2.8887452444794852e-09,Status Developed,2.8909274168346313,Population,0.3584281864551941,38.66824683521515
Fdi & Income Composition Of Resources & Status Developed & Total Expenditure,0.6492231719071483,0.6669200885854534,Total Expenditure,0.007265524380237379,Fdi,41.987309589474435,Status Developed,1.4044611539262135,Income Composition Of Resources,0.17551755430034177,41.00280424888065
Alcohol & Birth Per Woman & Schooling & Status Developed,0.6899450252331987,0.6664150480869518,Alcohol,-0.3242427758429585,Birth Per Woman,-3.3870226654394604,Status Developed,1.107143768909416,Schooling,3.118857619459635,66.80649170992699
Alcohol & Fdi & Income Composition Of Resources & Status Developed,0.6562972305061603,0.6652910022729719,Alcohol,-0.18340457122477097,Fdi,0.006028638933117669,Status Developed,44.315544653942595,Income Composition Of Resources,2.386944352842732,41.21961228935677
Alcohol & Birth Per Woman & Military & Status Developed,0.6339403947882559,0.6645426232994666,Alcohol,-0.041091631932377276,Military,-4.543841952451282,Status Developed,0.21941164860512874,Birth Per Woman,3.703889138218359,81.94840433015581
Fdi & Income Composition Of Resources & Schooling & Status Developed,0.663172363870427,0.6643072912105588,Fdi,0.009872626782615326,Schooling,35.1548244200573,Status Developed,0.6137267555393606,Income Composition Of Resources,0.5497550059724787,39.019146746726015
Birth Per Woman & Gdp & Military & Status Developed,0.6695397850277693,0.6634882363901817,Birth Per Woman,-4.336923897303571,Military,0.00013675268739742004,Status Developed,0.27843237582646124,Gdp,1.5937693655825134,80.66939064900167
Gdp & Income Composition Of Resources & Percentage Expenditure & Status Developed,0.6533668957980986,0.6598597271381624,Percentage Expenditure,-2.7618137080354377e-05,Income Composition Of Resources,42.52118251378984,Status Developed,0.000406704183340878,Gdp,0.9989576671103174,41.66815619060503
Gdp & Income Composition Of Resources & Military & Status Developed,0.6578141016269567,0.6596910842682193,Income Composition Of Resources,3.917107669976553e-05,Military,42.302197508614185,Status Developed,0.38852135930089915,Gdp,1.2876994371339876,40.90982305488926
Gdp & Population & Status Developed & Water,0.6812493545355399,0.6595715074713944,Population,0.00012517741004659512,Water,-2.262490399368042e-09,Status Developed,2.698071170443445,Gdp,0.34187463334618856,40.009581328436425
Alcohol & Gdp & Status Developed & Water,0.6837940479424671,0.6587007025748803,Alcohol,-0.13379272024210045,Water,0.00011036748538660894,Status Developed,3.553844028350715,Gdp,0.3573994040506775,39.166776254433515
Birth Per Woman & Gdp & Population & Status Developed,0.6704545343972179,0.6582558258564793,Birth Per Woman,-4.371154167782184,Population,0.00012998180386831655,Status Developed,-2.9276915492620903e-09,Gdp,1.428567006447708,81.28761568836305
Fdi & Population & Status Developed & Water,0.6605999196292446,0.6556716838252961,Fdi,0.0036736377284371123,Water,-3.4015465652401078e-09,Status Developed,4.198928427764866,Population,0.36061579579012465,38.73974248966634
Military & Population & Status Developed & Water,0.6614665545607721,0.6552596945051901,Population,-0.0770821088208761,Military,-3.0663419993630897e-09,Status Developed,4.230867903828546,Water,0.3579820853833256,39.152962822817074
Fdi & Percentage Expenditure & Status Developed & Water,0.6844042105389774,0.6546102078217292,Percentage Expenditure,0.008765826946374318,Water,0.0006566236168136352,Status Developed,2.9712120382694143,Fdi,0.3454059290247477,39.643725292720816
Gdp & Percentage Expenditure & Status Developed & Water,0.6834362747998,0.6516762379926495,Percentage Expenditure,6.598381869516667e-05,Water,0.0003505964434580152,Status Developed,2.640799357232088,Gdp,0.3471492089998096,39.5823100273924
Birth Per Woman & Military & Percentage Expenditure & Status Developed,0.6715316736944792,0.6505810213778032,Percentage Expenditure,-4.396509126987432,Military,0.1971435977071929,Status Developed,0.0007776048137430325,Birth Per Woman,1.7886022464189673,81.11771947471011
Fdi & Status Developed & Total Expenditure & Water,0.6658516274092463,0.6484824677469477,Total Expenditure,0.004780388839440737,Water,3.8241408355071096,Status Developed,0.19082253639821534,Fdi,0.3633394840360391,37.29052645087316
Birth Per Woman & Population & Schooling & Status Developed,0.6840503831724642,0.6453062665427025,Birth Per Woman,-3.2500550374988415,Schooling,-1.996619096769129e-10,Status Developed,0.9719357100449555,Population,1.6409837032615744,67.06244341453495
Fdi & Income Composition Of Resources & Population & Status Developed,0.6555887017096262,0.6442834666345625,Fdi,0.009954122491130495,Income Composition Of Resources,42.62253938547356,Status Developed,7.184581818364677e-10,Population,1.278412467646595,41.606426986651954
Birth Per Woman & Fdi & Military & Status Developed,0.639432838133138,0.6435777944791964,Birth Per Woman,-4.5169510328084845,Military,0.008199575625338018,Status Developed,0.2692869595114368,Fdi,3.7226999851462326,81.48422396930063
Income Composition Of Resources & Schooling & Status Developed & Total Expenditure,0.6705954942826522,0.6416401783478264,Total Expenditure,35.807787104081555,Schooling,0.5489476971896703,Status Developed,0.9534594868399046,Income Composition Of Resources,0.11017156647931949,38.687697013609025
Military & Schooling & Status Developed & Water,0.700398373385938,0.6409162218046294,Schooling,-0.020832094054338997,Military,0.8818491993993289,Status Developed,2.479309124853663,Water,0.2821967754484799,34.81540685521062
Population & Status Developed & Total Expenditure & Water,0.6695489051705887,0.6405548617329256,Total Expenditure,-3.3527520172015842e-09,Water,3.9945040543479706,Status Developed,0.20583298010772788,Population,0.35551932771125955,38.02728292188745
Income Composition Of Resources & Percentage Expenditure & Population & Status Developed,0.6608189876509174,0.6389760399891662,Percentage Expenditure,42.374401926163536,Income Composition Of Resources,0.0003233886326858325,Status Developed,4.052989265273914e-10,Population,0.6902328322644862,41.649358328184434
Birth Per Woman & Military & Schooling & Status Developed,0.6889361525689933,0.6388928967990144,Birth Per Woman,-3.3442898777835306,Military,0.1907312174110648,Status Developed,0.929534787747943,Schooling,1.785567052034569,67.31242315824713
Military & Status Developed & Total Expenditure & Water,0.6684021655858187,0.6384285065637115,Total Expenditure,0.006485982330026851,Military,3.9572341014899752,Status Developed,0.1727580373666705,Water,0.3684695000583105,37.056729574872804
Alcohol & Fdi & Status Developed & Water,0.6666891804036488,0.6381088629855306,Alcohol,-0.07922618741650875,Water,0.005436456870412998,Status Developed,4.664910037784729,Fdi,0.3678078924534414,38.404523727554064
Birth Per Woman & Fdi & Schooling & Status Developed,0.6891626779363267,0.6367119132896899,Birth Per Woman,-3.3083887351319383,Fdi,0.010253072337904179,Status Developed,0.9341807359550088,Schooling,1.2007851493184987,67.5286324102162
Alcohol & Birth Per Woman & Population & Status Developed,0.6432425395626741,0.6327204992805573,Alcohol,-0.11527281000246753,Birth Per Woman,-4.588067167918316,Status Developed,-2.889171568654092e-09,Population,4.258850848493219,82.85382738180931
Birth Per Woman & Gdp & Status Developed & Total Expenditure,0.6828513970217625,0.6280683706940069,Total Expenditure,-4.36625081682521,Birth Per Woman,0.0001418479252543824,Status Developed,0.8615106776343191,Gdp,0.25743000766755586,79.77630668039548
Birth Per Woman & Military & Population & Status Developed,0.6460770445094076,0.6259160251629977,Birth Per Woman,-4.426082597292946,Military,0.18310150082717822,Status Developed,-2.9964725978270934e-09,Population,3.6227356348772584,81.56792483253425
Birth Per Woman & Fdi & Population & Status Developed,0.6454640743450799,0.6241091031762687,Birth Per Woman,-4.41771887774773,Fdi,0.00655223337662882,Status Developed,-2.445724947217065e-09,Population,3.4033258558343307,81.82286467261807
Birth Per Woman & Gdp & Percentage Expenditure & Status Developed,0.6808629222445468,0.6221404668647132,Percentage Expenditure,-4.315833141816301,Birth Per Woman,0.00013227397435702293,Status Developed,0.00017647564550344732,Gdp,1.3319679949807832,81.03447476536532
Birth Per Woman & Fdi & Status Developed & Total Expenditure,0.6572275536793906,0.6072694197305588,Total Expenditure,-4.466165831631568,Birth Per Woman,0.0013510958184578536,Status Developed,3.161782961622212,Fdi,0.26253205075877206,80.4933231503103
Income Composition Of Resources & Military & Percentage Expenditure & Status Developed,0.6768078664711665,0.6033857090829416,Percentage Expenditure,44.357608275237865,Military,0.3575556522451442,Status Developed,0.0002525146498802422,Income Composition Of Resources,0.7566019927281015,39.65674258705458
Birth Per Woman & Fdi & Gdp & Status Developed,0.687304222266288,0.6011037195552319,Birth Per Woman,-4.413666054793437,Fdi,0.00451796311318849,Status Developed,0.00017150880392498204,Gdp,0.9501658446148992,81.05705899558382
Birth Per Woman & Military & Status Developed & Total Expenditure,0.6626519185259578,0.6009066940723232,Total Expenditure,-4.389871665237571,Military,0.13181121725901312,Status Developed,3.135595322087079,Birth Per Woman,0.3672091873554,79.36039953587576
Fdi & Gdp & Schooling & Status Developed,0.5511881198046187,0.5986330997169305,Fdi,0.021042326438548586,Schooling,8.332667770446817e-05,Status Developed,2.119919968899935,Gdp,1.1308133049459614,42.78577850820194
Gdp & Percentage Expenditure & Schooling & Status Developed,0.5474970387155851,0.5983737976767924,Percentage Expenditure,8.079140862767154e-05,Schooling,5.593953602699565e-05,Status Developed,2.08329000102003,Gdp,1.1823891933386455,43.391326202043444
Fdi & Income Composition Of Resources & Percentage Expenditure & Status Developed,0.6708590387982452,0.5968173419217875,Percentage Expenditure,0.014077127633437507,Fdi,43.93928802994926,Status Developed,0.0003072877291501186,Income Composition Of Resources,0.5269624595601511,40.52382941961011
Alcohol & Gdp & Schooling & Status Developed,0.5632531333577633,0.5903644707753273,Alcohol,-0.23279831490888,Schooling,7.99615045241123e-05,Status Developed,2.2404718175264615,Gdp,2.6535611510865342,42.33315663985755
Alcohol & Military & Schooling & Status Developed,0.5512615655787414,0.5875008521143115,Alcohol,-0.2613481637946931,Military,-0.012108024723779032,Status Developed,2.4213093299555375,Schooling,3.29258680129705,40.633752117782926
Fdi & Schooling & Status Developed & Total Expenditure,0.5434208739430936,0.5846260426852057,Total Expenditure,0.018072415266644708,Fdi,2.227619788754765,Status Developed,1.9555097134259007,Schooling,-0.0831077781409697,42.173071058537815
Military & Percentage Expenditure & Schooling & Status Developed,0.5538583847215464,0.5811603461062982,Percentage Expenditure,0.2619824657834356,Military,0.00046873222767812583,Status Developed,2.080479433615671,Schooling,1.6193959380807288,43.103184517732494
Alcohol & Gdp & Income Composition Of Resources & Status Developed,0.6848877485908589,0.5800355383094116,Alcohol,-0.2885774783004864,Income Composition Of Resources,4.588632206419159e-05,Status Developed,46.45857469605436,Gdp,1.9544423072426558,40.084121148232555
Gdp & Military & Schooling & Status Developed,0.5555171055228578,0.5794779789616714,Schooling,6.956253088653357e-05,Military,0.19444373914998403,Status Developed,2.1178147084518173,Gdp,1.366862619285349,42.55140988204799
Gdp & Population & Schooling & Status Developed,0.5557969407566474,0.5776452375083331,Schooling,6.442007644461152e-05,Population,1.3037204611114351e-09,Status Developed,2.128492859416167,Gdp,1.180906013091839,42.94267619244738
Fdi & Military & Schooling & Status Developed,0.5483220373824531,0.5760185031478584,Fdi,0.018726052457091007,Military,0.05546806667359894,Status Developed,2.225797910081273,Schooling,1.914948017942689,41.870253604321974
Alcohol & Population & Schooling & Status Developed,0.5573066458138909,0.5695512732482912,Alcohol,-0.2408004690452107,Schooling,1.8592012966803356e-09,Status Developed,2.42638112953177,Population,2.8855649785645325,40.47433297092915
Gdp & Schooling & Status Developed & Total Expenditure,0.5596634437546756,0.5655894941651567,Total Expenditure,8.495259014123908e-05,Schooling,2.0631160772882033,Status Developed,1.3330968267940155,Gdp,-0.012274269719013464,43.693062725143875
Gdp & Income Composition Of Resources & Status Developed & Total Expenditure,0.686905222481212,0.5631170509344565,Total Expenditure,2.2466439302350456e-05,Income Composition Of Resources,44.53521626010818,Status Developed,0.4227017370531314,Gdp,0.23858938451126477,38.8445197607745
Fdi & Population & Schooling & Status Developed,0.5530772729504967,0.5581742941603296,Fdi,0.016349838579015973,Schooling,2.333391264366223e-09,Status Developed,2.214574515680219,Population,1.8503778954888226,42.19639523727072
Alcohol & Birth Per Woman & Fdi & Status Developed,0.6626724160537074,0.5563235225851001,Alcohol,-0.03562766160608002,Birth Per Woman,-4.671443306245828,Status Developed,0.003290842948894479,Fdi,3.4147593228172286,82.9376674821697
Percentage Expenditure & Population & Schooling & Status Developed,0.5623724379505901,0.5546145488643357,Percentage Expenditure,0.0004943309765091666,Schooling,1.7548586315914597e-09,Status Developed,2.1569684632501667,Population,0.8635228133416178,42.51884698423312
Population & Schooling & Status Developed & Total Expenditure,0.5525379385799806,0.5545831684916565,Total Expenditure,2.1418106087842704e-09,Schooling,2.234542585540078,Status Developed,1.9274882704066332,Population,-0.02863694960343488,41.8709666856807
Military & Schooling & Status Developed & Total Expenditure,0.553001393544081,0.5533471727289346,Total Expenditure,0.10931452455862088,Military,2.1969071266114177,Status Developed,1.9816510241449476,Schooling,0.035383019460789186,41.91225219641173
Fdi & Percentage Expenditure & Schooling & Status Developed,0.5712395378076826,0.5332208842459154,Percentage Expenditure,0.016078110154368868,Fdi,0.0004914276837714717,Status Developed,2.182890953896095,Schooling,0.6305127187864723,42.385397209428895
Alcohol & Fdi & Schooling & Status Developed,0.5711222479554389,0.528778388594811,Alcohol,-0.26387696204063155,Fdi,0.01582164104015038,Status Developed,2.367763283294545,Schooling,3.093330414479048,41.1415209686661
Military & Population & Schooling & Status Developed,0.5650467329072962,0.5113865620069138,Schooling,0.08970527218624919,Military,1.646061203022465e-09,Status Developed,2.24222947559133,Population,2.2180830913789515,41.491435407242335
Income Composition Of Resources & Population & Status Developed & Total Expenditure,0.713252139921623,0.4373043400650257,Total Expenditure,47.9455392884415,Income Composition Of Resources,1.901748384367774e-09,Status Developed,0.5117358576531945,Population,0.12120211186267513,37.35601078220989
Alcohol & Fdi & Gdp & Status Developed,0.28749936467303217,0.30150432423264817,Alcohol,0.43471108569814587,Fdi,0.014762242120595223,Status Developed,0.00018934218130864204,Gdp,4.647602078941679,65.6691204713962
Gdp & Military & Population & Status Developed,0.26390908156543724,0.2978474198159564,Population,0.00020341981555558532,Military,0.16087164376847166,Status Developed,-6.61217081088239e-10,Gdp,7.53378702005062,66.88700676163941
Fdi & Military & Percentage Expenditure & Status Developed,0.24719858829979632,0.2974778240531747,Percentage Expenditure,0.014629042735750027,Military,0.2593444040501596,Status Developed,0.0012860404624738808,Fdi,7.500656456280879,67.01247859578234
Alcohol & Gdp & Military & Status Developed,0.28983806264206313,0.29507231141591306,Alcohol,0.4472962468894989,Military,0.00018105127613701733,Status Developed,0.371145725024584,Gdp,4.911256135768258,64.98269859011147
Alcohol & Gdp & Population & Status Developed,0.28837648933526716,0.289357046496568,Alcohol,0.34841285222342866,Population,0.00019820014173968931,Status Developed,-1.1094382605257493e-09,Gdp,5.310847071249066,66.18311287164639
Gdp & Population & Status Developed & Total Expenditure,0.2733343608583194,0.28735309082407123,Total Expenditure,0.00020847926313778128,Population,-4.756214995499216e-10,Status Developed,7.362544560523733,Gdp,0.26826991213671036,65.68276011855194
