,Training Score,Testing Score,Variable,Coefficent,Other Variable,Coefficent2,Other Variable2,Coefficent3,y intercept
Hiv/Aids & Status Developed & Water,0.7865295979208964,0.7775373321933718,Water,-0.6446977354894556,Status Developed,3.883867902407813,Hiv/Aids,0.29458970729368783,45.50510331651931
Adult Mortality & Birth Per Woman & Thinness 5-9 Years,0.7848350427898205,0.8121574770771636,Adult Mortality,-0.028700216856227118,Birth Per Woman,-3.2236863674448553,Thinness 5-9 Years,-0.3382211690963878,85.37784914545558
Adult Mortality & Percentage Expenditure & Water,0.7841696141842998,0.7919350997585622,Adult Mortality,-0.02797478895906564,Water,0.0008178150819777,Percentage Expenditure,0.26839209897343275,51.22692692114046
Adult Mortality & Birth Per Woman & Percentage Expenditure,0.7838055150640331,0.8095787518635773,Adult Mortality,-0.028958214274487797,Birth Per Woman,-3.3977189077155527,Percentage Expenditure,0.000748645409902112,83.61999333026654
Adult Mortality & Birth Per Woman & Polio,0.7820076834976255,0.7315722849441497,Adult Mortality,-0.03335796471317472,Birth Per Woman,-3.1629226919564517,Polio,0.01336120674937274,83.32857809154723
Alcohol & Hiv/Aids & Water,0.778019034010397,0.7460121874900527,Water,0.26503166496501585,Hiv/Aids,-0.6942905057381654,Alcohol,0.2974968412036607,44.87743756552558
Birth Per Woman & Hiv/Aids & Total Expenditure,0.7771743922930264,0.7792740920973846,Birth Per Woman,-3.914926320061426,Hiv/Aids,-0.7016067520031797,Total Expenditure,0.43942035707769134,79.66304466680319
Adult Mortality & Birth Per Woman & Total Expenditure,0.7767451720171592,0.7685722003998049,Adult Mortality,-0.030162845320437004,Birth Per Woman,-3.522872649941748,Total Expenditure,0.3490234292676955,82.91396811238211
Adult Mortality & Birth Per Woman & Population,0.7765720549655598,0.7465900419520295,Adult Mortality,-0.031938625270943696,Birth Per Woman,-3.520817541177545,Population,-5.443058761309187e-09,85.18638743902288
Hiv/Aids & Infant Deaths & Water,0.7763943246395875,0.7487548265047335,Infant Deaths,-0.6672799495557615,Water,-0.006707870737545816,Hiv/Aids,0.32305959156195047,44.14162608392225
Birth Per Woman & Hiv/Aids & Measles,0.7757093960615957,0.7371134950232863,Birth Per Woman,-4.0483424533943815,Hiv/Aids,-0.6690742024108294,Measles,-5.17430821481021e-05,82.82276239588909
Adult Mortality & Birth Per Woman & Fdi,0.7754820747276041,0.7509232889202461,Adult Mortality,-0.03161261471017522,Birth Per Woman,-3.4114278452335483,Fdi,0.008517587232445872,84.79966477486141
Adult Mortality & Alcohol & Birth Per Woman,0.7752919571870562,0.7670764881349955,Adult Mortality,-0.03231718857387075,Birth Per Woman,0.18799592420959677,Alcohol,-3.1774716063504846,83.404855203995
Adult Mortality & Bmi & Water,0.7748052910281626,0.7961350915299074,Adult Mortality,-0.02962007084820986,Water,0.0676439490849599,Bmi,0.2430062540454618,51.680985181707186
Adult Mortality & Birth Per Woman & Measles,0.7743146740423147,0.770652630668943,Adult Mortality,-0.032058046969612335,Birth Per Woman,-3.453034889685935,Measles,-5.892404797634961e-05,85.08701391174051
Alcohol & Birth Per Woman & Hiv/Aids,0.7738299305027735,0.7531462500777327,Birth Per Woman,0.2288181713263366,Hiv/Aids,-3.6739145126439015,Alcohol,-0.7134129375262597,80.54093059107298
Adult Mortality & Measles & Water,0.7728894186657332,0.7478130980481499,Adult Mortality,-0.03111298851330015,Water,-3.404636280068521e-05,Measles,0.26577051379952343,52.80620950009411
Bmi & Hiv/Aids & Water,0.7725606324489954,0.7983783186999581,Water,0.07210904912197233,Hiv/Aids,-0.6453272069485417,Bmi,0.28441844543777645,44.303385945181766
Adult Mortality & Birth Per Woman & Diphtheria,0.7721488878771257,0.7703031104029523,Adult Mortality,-0.03017401107164509,Birth Per Woman,-3.446123149014669,Diphtheria,0.0264296236683369,82.24586646765576
Adult Mortality & Military & Water,0.7719082457345736,0.748380521924584,Adult Mortality,-0.031326139948025314,Military,-0.21906414022982593,Water,0.2831115456115841,51.67164346951656
Birth Per Woman & Hiv/Aids & Status Developed,0.7718130323865193,0.79246161795493,Birth Per Woman,-3.6274035069652713,Status Developed,-0.6974454033861982,Hiv/Aids,3.104231743162371,81.05953029029811
Adult Mortality & Under-Five Deaths & Water,0.7713775785827939,0.7850664726114838,Adult Mortality,-0.03167322573066457,Water,-0.005435451680021786,Under-Five Deaths,0.2631193939485494,53.32691390683283
Hiv/Aids & Population & Water,0.7707855242652407,0.7336423758107063,Water,-0.6457403175406823,Population,-5.6659106294273495e-09,Hiv/Aids,0.3252494361773303,43.771109695965606
Hiv/Aids & Total Expenditure & Water,0.7704646589520472,0.778807722930521,Water,-0.686921765951175,Hiv/Aids,0.38857353486130314,Total Expenditure,0.32025714115750903,41.916410863288476
Birth Per Woman & Hiv/Aids & Under-Five Deaths,0.7704459377536867,0.7647585094987401,Birth Per Woman,-3.932069705079646,Hiv/Aids,-0.6645045945032862,Under-Five Deaths,-0.004338668093919264,82.57132777546505
Hiv/Aids & Schooling & Thinness 5-9 Years,0.7703578452598966,0.7384182111773967,Schooling,-0.8351117132187978,Thinness 5-9 Years,1.8578875741871195,Hiv/Aids,-0.23145303737337267,49.50812218449546
Adult Mortality & Total Expenditure & Water,0.7697433815439307,0.7754199475337976,Adult Mortality,-0.030395228822461175,Water,0.2656651022087742,Total Expenditure,0.2806535945474339,49.63229306640284
Hiv/Aids & Percentage Expenditure & Schooling,0.7688780985868977,0.7436791944760721,Schooling,-0.7952591645580592,Hiv/Aids,0.0005436512918405579,Percentage Expenditure,1.8878522617485087,47.475633433745244
Adult Mortality & Birth Per Woman & Under-Five Deaths,0.7684870366060341,0.7951710469096184,Adult Mortality,-0.03131442897474908,Birth Per Woman,-3.3862009615275506,Under-Five Deaths,-0.0044241144169258236,84.84392039231766
Hiv/Aids & Measles & Water,0.767396789548182,0.7350513839379127,Water,-0.6558914109263688,Hiv/Aids,-2.0545893365670635e-05,Measles,0.33529483931238374,42.960944139708644
Fdi & Hiv/Aids & Water,0.7671273206722503,0.7433650380151128,Water,0.012798593673219711,Fdi,-0.6628898847073416,Hiv/Aids,0.32649046580788,43.440769017409195
Hiv/Aids & Schooling & Thinness 1-19 Years,0.766359646771258,0.747648746403515,Schooling,-0.7747004681540501,Thinness 1-19 Years,1.8336348177679054,Hiv/Aids,-0.2190331731945836,49.64862628618347
Adult Mortality & Schooling & Thinness 5-9 Years,0.7655221299579059,0.7424499915502396,Adult Mortality,-0.035631370010675394,Schooling,1.479551722792557,Thinness 5-9 Years,-0.23002782276189945,58.628134691361254
Hiv/Aids & Under-Five Deaths & Water,0.7652213599802759,0.7830607775860744,Water,-0.661264524652793,Hiv/Aids,-0.00462794598630794,Under-Five Deaths,0.321718128391344,44.2075588095568
Adult Mortality & Population & Water,0.7648488850594459,0.7734842317967036,Adult Mortality,-0.03134250952401233,Water,-5.437846110240198e-09,Population,0.26677000755277736,52.75864502686236
Adult Mortality & Hepatitis B & Water,0.7645788748988163,0.7703318286949794,Adult Mortality,-0.03022832916810171,Water,0.012212702498869752,Hepatitis B,0.27213174586406086,50.94072029677798
Diphtheria & Hiv/Aids & Water,0.7643968483218794,0.760746121413309,Water,0.02894913462263141,Hiv/Aids,-0.6454126933868767,Diphtheria,0.30553524852939884,42.84320694032091
Bmi & Hiv/Aids & Schooling,0.7642274874290574,0.7766855257756642,Schooling,0.07331420638696401,Hiv/Aids,-0.7580200293427044,Bmi,1.754684726064931,46.6133686698026
Adult Mortality & Bmi & Schooling,0.7641916590194446,0.7579206570633638,Adult Mortality,-0.03421256457639471,Schooling,0.05809217451048994,Bmi,1.4364520063756798,55.44378162940245
Birth Per Woman & Hiv/Aids & Infant Deaths,0.7630132827210424,0.7858703594907435,Infant Deaths,-3.977377678531339,Birth Per Woman,-0.6829710601722471,Hiv/Aids,-0.0059407056569721044,82.66890886248515
Adult Mortality & Birth Per Woman & Hepatitis B,0.762649467795504,0.7914777737567273,Adult Mortality,-0.0298244964180873,Birth Per Woman,-3.547698851006678,Hepatitis B,0.013549595012778085,83.89084850245901
Adult Mortality & Fdi & Water,0.7623978674796092,0.7790810020723747,Adult Mortality,-0.030163719999102143,Water,0.010676089916674998,Fdi,0.27572554103785013,51.642382010308026
Adult Mortality & Birth Per Woman & Military,0.7622750405074099,0.7858444679290909,Adult Mortality,-0.029803371249958226,Military,-3.6032534590977585,Birth Per Woman,0.014829472933697055,84.94417948960479
Birth Per Woman & Fdi & Hiv/Aids,0.7613465182302332,0.7643595471661859,Birth Per Woman,-4.0454902333930844,Fdi,0.013903480106828214,Hiv/Aids,-0.7297488152505266,82.64408821855896
Hiv/Aids & Schooling & Status Developed,0.7604036668610363,0.7413975959807555,Schooling,-0.8064372964561669,Status Developed,1.8458783776337535,Hiv/Aids,1.834194885053865,48.26095827921196
Alcohol & Hiv/Aids & Schooling,0.7596917592976928,0.7309544895409326,Schooling,0.0037597894303756825,Hiv/Aids,-0.8026207422576671,Alcohol,1.9840349277236333,46.94893766049273
Adult Mortality & Alcohol & Water,0.7594952549772781,0.8116576763203656,Adult Mortality,-0.030732068931244742,Water,0.22915449825141876,Alcohol,0.24887089680226665,52.956078413517325
Adult Mortality & Alcohol & Schooling,0.759378408061598,0.723069552706844,Adult Mortality,-0.035678800002697374,Schooling,0.006416893490653688,Alcohol,1.6578901415814689,55.187116103166915
Gdp & Hiv/Aids & Schooling,0.7592935353563219,0.7740924170730404,Schooling,8.467600689551443e-05,Gdp,-0.7975931245364314,Hiv/Aids,1.7945399312955768,48.655809786636226
Hiv/Aids & Military & Schooling,0.7589902316450676,0.7286577720441708,Schooling,-0.7722297384077289,Military,0.17798278921200886,Hiv/Aids,2.070063790286441,45.25824850626693
Birth Per Woman & Hiv/Aids & Population,0.7588942221038735,0.7811431349179978,Birth Per Woman,-4.034727709993848,Population,-0.6846614093745557,Hiv/Aids,-4.7938061158516285e-09,82.72373876112341
Hepatitis B & Hiv/Aids & Schooling,0.7584844092754247,0.7365625321217459,Schooling,0.006878429488523504,Hiv/Aids,-0.778166918214596,Hepatitis B,2.001192608288288,46.03792123220329
Hiv/Aids & Military & Water,0.7583720476949833,0.7647754290353506,Water,-0.6537465008905946,Military,-0.04253855802465879,Hiv/Aids,0.3283993684057463,43.37020123198914
Birth Per Woman & Diphtheria & Hiv/Aids,0.7579358986296112,0.7847713364583486,Birth Per Woman,-3.8706678853888232,Hiv/Aids,0.030500045369272668,Diphtheria,-0.6770809131875917,79.58633574296766
Hiv/Aids & Population & Schooling,0.7568156651611195,0.7382037461699089,Schooling,-0.7973344167626908,Population,-6.515286026501959e-10,Hiv/Aids,2.0212532483819974,46.40361196897035
Adult Mortality & Measles & Schooling,0.7564381701842482,0.7324787996929434,Adult Mortality,-0.036232662664606625,Schooling,-8.008078401910994e-06,Measles,1.6296930487623458,55.705203864364
Adult Mortality & Population & Schooling,0.7560877090668812,0.7350685853448626,Adult Mortality,-0.03671779068521413,Schooling,-8.116714202158379e-10,Population,1.603770132792734,56.1192864686859
Adult Mortality & Military & Schooling,0.7558817928300102,0.7317957266639887,Adult Mortality,-0.03542756278856209,Military,0.16194589444539845,Schooling,1.639665728406192,55.12180196909998
Hiv/Aids & Schooling & Total Expenditure,0.7557559875110733,0.7486871994548956,Schooling,-0.8185976848134892,Hiv/Aids,1.8982318930529543,Total Expenditure,0.21878837499708642,46.58059160097099
Birth Per Woman & Hiv/Aids & Military,0.7555374550971936,0.7844825125103091,Birth Per Woman,-4.074085903513698,Military,-0.6704392714169191,Hiv/Aids,0.13713009962811526,82.4892364918559
Adult Mortality & Gdp & Schooling,0.7555271228220939,0.7586459681673856,Adult Mortality,-0.03460267870957929,Schooling,6.214442304747172e-05,Gdp,1.5417005053761128,56.12329251784173
Hiv/Aids & Polio & Water,0.7552998615249358,0.7817916155443756,Water,-0.6584788229371848,Hiv/Aids,0.015717389779174768,Polio,0.32052334683127476,42.79238508588785
Adult Mortality & Hepatitis B & Schooling,0.7550679231565034,0.7420314086477997,Adult Mortality,-0.034583316756844174,Schooling,0.011661276881256562,Hepatitis B,1.64716229775422,54.22621054914049
Hiv/Aids & Infant Deaths & Schooling,0.7548565164281331,0.7490238981271138,Infant Deaths,-0.7959503704009202,Schooling,-0.0011176705362552436,Hiv/Aids,1.976987247386028,47.0172653914298
Hepatitis B & Hiv/Aids & Water,0.7539732633774782,0.7775146150054459,Water,0.006851264618431795,Hiv/Aids,-0.6597704516063474,Hepatitis B,0.3212943185616233,43.51722218307438
Diphtheria & Hiv/Aids & Schooling,0.7534142746107815,0.7692817755864085,Schooling,0.03428547992422373,Hiv/Aids,-0.7624802337319454,Diphtheria,1.8941346911041665,44.88117154069721
Fdi & Hiv/Aids & Schooling,0.7523282481240782,0.7607939889908351,Fdi,0.013898140404098784,Schooling,-0.7817068934036285,Hiv/Aids,2.0393524469610287,45.98127040713872
Adult Mortality & Schooling & Under-Five Deaths,0.7519738444403141,0.754901174095358,Adult Mortality,-0.035032488206574994,Schooling,1.632911540923831,Under-Five Deaths,-0.0025923326716370135,55.60451562375429
Adult Mortality & Polio & Water,0.7507236374194621,0.8118220822355336,Adult Mortality,-0.02911487218754429,Water,0.015460152373744625,Polio,0.28101418733253425,49.57776747819787
Birth Per Woman & Hepatitis B & Hiv/Aids,0.7501893147030202,0.8013729202584047,Birth Per Woman,-3.9310358068339055,Hiv/Aids,0.012435278019316263,Hepatitis B,-0.6798733106511975,81.34330053614039
Hiv/Aids & Schooling & Under-Five Deaths,0.7500137651372638,0.7578487405469446,Schooling,-0.8748099196081489,Hiv/Aids,1.9426135376231584,Under-Five Deaths,-0.0024153827599667035,47.47255022948205
Adult Mortality & Fdi & Schooling,0.7499600284539971,0.7553251764553794,Adult Mortality,-0.03565543193970774,Fdi,0.010548405743652175,Schooling,1.631311413390178,55.47230434676776
Adult Mortality & Schooling & Thinness 1-19 Years,0.7494658785037078,0.7878699018699465,Adult Mortality,-0.033324048112963335,Schooling,1.5614303964924316,Thinness 1-19 Years,-0.25451724187256947,57.22520430148249
Adult Mortality & Schooling & Status Developed,0.7493889600321124,0.7601519527945187,Adult Mortality,-0.03530991949452941,Status Developed,1.6063609531913046,Schooling,0.9966443426864597,55.69414411500789
Adult Mortality & Percentage Expenditure & Schooling,0.7476852979616936,0.778849341732561,Adult Mortality,-0.03336083008836463,Schooling,0.000399778594735502,Percentage Expenditure,1.6250527131602583,54.79463690296818
Adult Mortality & Diphtheria & Schooling,0.7472755251204912,0.7823865800532991,Adult Mortality,-0.033678444711217746,Schooling,0.038184915722782715,Diphtheria,1.6050968587098253,52.29458030116771
Hiv/Aids & Polio & Schooling,0.7468184387582555,0.7777752812130119,Schooling,-0.7689407761092919,Hiv/Aids,0.019584020541829006,Polio,1.9697792521456208,45.25045860090289
Adult Mortality & Schooling & Total Expenditure,0.7458581639613713,0.7660004941757483,Adult Mortality,-0.03502984805589544,Schooling,1.684375879288235,Total Expenditure,-0.029014482604515498,54.936271677028685
Hiv/Aids & Measles & Schooling,0.7452191198664612,0.7725653731709077,Schooling,-0.799925923916716,Hiv/Aids,1.8947468352533953e-07,Measles,1.9819362955737476,46.871503897312074
Birth Per Woman & Hiv/Aids & Polio,0.7436673910184164,0.8124717902884694,Birth Per Woman,-3.909086783913026,Hiv/Aids,-0.6631578363184211,Polio,0.013073813514282245,81.13704580120944
Adult Mortality & Polio & Schooling,0.7337663114156594,0.8074811280895714,Adult Mortality,-0.0339972953856178,Schooling,0.02229976701938868,Polio,1.6152037427002282,53.550758900473014
Birth Per Woman & Thinness 5-9 Years & Water,0.7160249789515545,0.7048077910965489,Water,-1.9485008879136494,Birth Per Woman,-0.4087520054227846,Thinness 5-9 Years,0.2236610301299844,58.46034651127574
Schooling & Thinness 5-9 Years & Water,0.7154295193256056,0.6741204949784768,Water,0.773938434166441,Schooling,-0.3721494035028614,Thinness 5-9 Years,0.2643584115597058,39.88538697926619
Birth Per Woman & Schooling & Water,0.7114524646312329,0.670262156496701,Water,-1.9262366372078787,Birth Per Woman,0.7911409786805771,Schooling,0.16929989392113928,51.417513880623495
Birth Per Woman & Thinness 1-19 Years & Water,0.7097749966437894,0.7015622167640579,Water,-2.075266036865865,Birth Per Woman,-0.3713428472579885,Thinness 1-19 Years,0.2134389156708252,59.64490280003274
Percentage Expenditure & Thinness 5-9 Years & Water,0.709092521147132,0.6843191247912217,Water,0.000684894681335395,Thinness 5-9 Years,-0.4063712203408395,Percentage Expenditure,0.3444771986271165,42.29000321397425
Birth Per Woman & Gdp & Schooling,0.7079828165207555,0.6344076903249062,Birth Per Woman,-3.458940124717416,Schooling,0.00010602229119979324,Gdp,0.7886492102877987,69.27147428671576
Schooling & Thinness 1-19 Years & Water,0.7068259056149424,0.6704533711415741,Water,0.7922499965093435,Schooling,-0.31643655782033747,Thinness 1-19 Years,0.27213444561952155,38.707336824733986
Status Developed & Thinness 1-19 Years & Water,0.705183792638051,0.6424597307775017,Water,3.266776732441162,Status Developed,-0.412822808257513,Thinness 1-19 Years,0.33459113925362405,43.08949498390503
Status Developed & Thinness 5-9 Years & Water,0.703790158123532,0.6759289177872191,Water,3.0844584811731055,Status Developed,-0.39655580434799476,Thinness 5-9 Years,0.34619590389967897,41.98050714684154
Gdp & Thinness 5-9 Years & Water,0.7035511756819592,0.7073138885830919,Water,0.000110094214572416,Thinness 5-9 Years,-0.4236543311621876,Gdp,0.33472356050713586,43.01838009003299
Population & Thinness 5-9 Years & Water,0.7025892456639784,0.6369418654792501,Water,6.321384934315495e-09,Thinness 5-9 Years,-0.5622303672943623,Population,0.3483477980740179,42.98402788362193
Birth Per Woman & Hepatitis B & Water,0.7006959621115094,0.5881396744284644,Water,-2.430133183026788,Birth Per Woman,0.01058495126318057,Hepatitis B,0.23407348615931528,56.108374848168836
Birth Per Woman & Total Expenditure & Water,0.7005394906379013,0.6339546205386124,Water,-2.349687766579424,Birth Per Woman,0.36769018836936024,Total Expenditure,0.234365338156429,54.64884836668157
Birth Per Woman & Percentage Expenditure & Water,0.6995381402527523,0.7258683733438362,Water,-2.3381798670680034,Birth Per Woman,0.0008761081530036707,Percentage Expenditure,0.20888284563360418,58.2580994238936
Schooling & Status Developed & Water,0.6979372896141363,0.6409614220118209,Water,0.8481700826729808,Status Developed,2.5732198613288637,Schooling,0.28212459104738763,34.942919463076876
Birth Per Woman & Bmi & Percentage Expenditure,0.6969966482525799,0.6327939983293587,Birth Per Woman,-4.009315586405803,Bmi,0.07958303165476714,Percentage Expenditure,0.0009435801199477808,77.56359317215545
Birth Per Woman & Percentage Expenditure & Thinness 5-9 Years,0.6967685731761243,0.6671997737136781,Birth Per Woman,-4.101838496496508,Thinness 5-9 Years,0.0008186428985783057,Percentage Expenditure,-0.34682352447216575,82.7047122294122
Percentage Expenditure & Thinness 1-19 Years & Water,0.6959212791377347,0.6960965471469105,Water,0.000839969597291747,Thinness 1-19 Years,-0.44983584469797244,Percentage Expenditure,0.3261926266639189,43.87013131551646
Gdp & Thinness 1-19 Years & Water,0.6955994991428369,0.7016185002751291,Water,0.00011383349346139869,Thinness 1-19 Years,-0.4067366341361139,Gdp,0.33258609258078786,42.9414280135217
Polio & Thinness 5-9 Years & Water,0.6939850485983592,0.65559385843288,Water,0.008506247713146368,Thinness 5-9 Years,-0.5064295828670399,Polio,0.3477136835698475,42.17841099388472
Bmi & Schooling & Water,0.6934179027625702,0.6736689717947432,Water,0.05135681771653739,Schooling,0.9345650517664396,Bmi,0.2567959446000541,34.76157140204437
Birth Per Woman & Bmi & Gdp,0.692486731083009,0.658079908033016,Birth Per Woman,-3.8630209037219605,Gdp,0.08456280549296365,Bmi,0.00013991495371309937,76.68402019037208
Percentage Expenditure & Schooling & Water,0.6920022199364133,0.6959222550065045,Water,0.0006538022706101872,Schooling,0.8205442182463794,Percentage Expenditure,0.27691844259112985,35.788498440062405
Polio & Schooling & Water,0.6918737792596306,0.638901762327214,Water,-0.001517728908737745,Schooling,1.075350019942604,Polio,0.2779993950282099,33.204297112526135
Hepatitis B & Thinness 5-9 Years & Water,0.6913183108363566,0.656121816198492,Water,0.004594108666063713,Thinness 5-9 Years,-0.4947630076914841,Hepatitis B,0.35730237829334394,41.64968111904152
Birth Per Woman & Gdp & Water,0.6909748936834719,0.749844892251966,Water,-2.351865052518484,Birth Per Woman,0.00013686646550054282,Gdp,0.19734551057256386,59.030833558548515
Birth Per Woman & Gdp & Thinness 5-9 Years,0.6906738985351998,0.6948021533439916,Birth Per Woman,-4.0429905251567035,Thinness 5-9 Years,0.00012550384923966363,Gdp,-0.3846867349955143,82.4321085057906
Birth Per Woman & Fdi & Schooling,0.6906605729550079,0.6188318491455647,Birth Per Woman,-3.2906403338679877,Fdi,0.013537390697808013,Schooling,1.0934136386260196,65.60943471953672
Gdp & Schooling & Water,0.6903325621075032,0.6987141082628375,Water,9.58360541169529e-05,Schooling,0.8360302159673105,Gdp,0.2777740461289919,35.559056022904
Diphtheria & Schooling & Water,0.6901292349013122,0.6493158020274247,Water,0.034177337024916085,Schooling,1.0147310190613337,Diphtheria,0.2630303210377386,32.232054927630585
Diphtheria & Thinness 5-9 Years & Water,0.6895383936884492,0.6743825626976517,Water,0.01813553496836555,Thinness 5-9 Years,-0.4565106492545751,Diphtheria,0.3515775265741346,40.875538327398715
Hepatitis B & Thinness 1-19 Years & Water,0.6891508741651944,0.6238934609362761,Water,0.0057519292116187904,Thinness 1-19 Years,-0.4761023228795717,Hepatitis B,0.3553587108957655,41.478268791184234
Military & Schooling & Water,0.6888956251369998,0.6500849053161186,Water,-0.022949315288039018,Military,1.083940792436127,Schooling,0.2631637118756919,34.40495613463313
Schooling & Total Expenditure & Water,0.6882674311875319,0.6528308369931746,Water,0.9707844423817978,Schooling,0.13026713169474205,Total Expenditure,0.2869377032947912,33.031647657543004
Thinness 1-19 Years & Thinness 5-9 Years & Water,0.6882251118505899,0.6718308481091613,Water,-0.08935657259217138,Thinness 5-9 Years,-0.4017968929483883,Thinness 1-19 Years,0.34156331753053437,43.554548434402086
Birth Per Woman & Thinness 5-9 Years & Total Expenditure,0.6881643291687192,0.5977426958182406,Birth Per Woman,-4.313451117227581,Thinness 5-9 Years,-0.4520612424844383,Total Expenditure,0.19346869589597354,83.16164706035217
