,Training Score,Testing Score,Variable,Coefficent,Other Variable,Coefficent2,Other Variable2,Coefficent3,Other Variable3,Coefficent4,y intercept
Birth Per Woman & Hiv/Aids & Percentage Expenditure & Schooling,0.8279242299284177,0.8336673721882369,Schooling,-2.5674054412449525,Birth Per Woman,-0.6828888628653272,Hiv/Aids,0.0006390004584141407,Percentage Expenditure,0.8875945140787673,66.90706801132583
Gdp & Hiv/Aids & Schooling & Water,0.8275213487972785,0.823488913577011,Schooling,9.203258831350306e-05,Water,-0.6721830501358435,Gdp,0.9496926079974334,Hiv/Aids,0.18828067011431215,43.002762936575536
Fdi & Hiv/Aids & Schooling & Water,0.8265367257505648,0.7763402482359815,Fdi,0.009330094103094197,Water,-0.652563860768002,Schooling,1.1280750497497034,Hiv/Aids,0.1996910125038741,40.2054668063023
Hiv/Aids & Percentage Expenditure & Schooling & Water,0.8262343686354056,0.8290714537845717,Schooling,-0.6952512916345014,Water,0.0006595651026474868,Hiv/Aids,0.9122080343559428,Percentage Expenditure,0.19575507978368176,42.9148623374886
Hiv/Aids & Schooling & Thinness 5-9 Years & Water,0.8261380007670793,0.8349765264870507,Schooling,-0.666522173691096,Water,0.9148666936551793,Thinness 5-9 Years,-0.26009792498452894,Hiv/Aids,0.19530157576076101,44.55061506201599
Birth Per Woman & Bmi & Hiv/Aids & Schooling,0.8260234379208619,0.8058118615148105,Schooling,-2.223821034326656,Birth Per Woman,0.05024525149348502,Hiv/Aids,-0.6571753729531494,Bmi,0.9810300533097563,63.38497893204463
Adult Mortality & Hiv/Aids & Thinness 5-9 Years & Water,0.8259908410022815,0.8338867200547903,Adult Mortality,-0.01915308913816253,Water,-0.3605810725654198,Thinness 5-9 Years,-0.3933433624048895,Hiv/Aids,0.24961143169202527,54.550088514075114
Adult Mortality & Birth Per Woman & Hiv/Aids & Thinness 1-19 Years,0.8254562860902357,0.8226074580203342,Adult Mortality,-0.018503314316680633,Birth Per Woman,-3.1124315947982395,Thinness 1-19 Years,-0.439099801037365,Hiv/Aids,-0.3288977827029034,84.17709285340555
Adult Mortality & Percentage Expenditure & Thinness 5-9 Years & Water,0.8247602362304937,0.7627608909135448,Adult Mortality,-0.02886453539944005,Water,0.0005282551591540164,Thinness 5-9 Years,-0.3254715240792745,Percentage Expenditure,0.24169263835505825,55.548310891160455
Birth Per Woman & Hiv/Aids & Schooling & Water,0.8245268152161372,0.8396243721498255,Schooling,-1.4054137061568874,Water,-0.6449931918939187,Birth Per Woman,0.8845321406981599,Hiv/Aids,0.12827539101096286,53.252498530093426
Hiv/Aids & Schooling & Thinness 1-19 Years & Water,0.8233847769991407,0.8312508679247808,Schooling,-0.6505830594703627,Water,0.8945318239730378,Thinness 1-19 Years,-0.2448060353692011,Hiv/Aids,0.19474335402092935,44.758798727742615
Gdp & Hiv/Aids & Thinness 5-9 Years & Water,0.8229992466760896,0.8114173971304389,Thinness 5-9 Years,0.00011382813040599843,Water,-0.6474332059185011,Gdp,-0.3571873152262102,Hiv/Aids,0.2656148050091748,49.66359919560365
Birth Per Woman & Hepatitis B & Hiv/Aids & Schooling,0.8227799744033937,0.7897741028574687,Schooling,-2.5161740568326225,Birth Per Woman,0.003544461393590548,Hiv/Aids,-0.6960345942747135,Hepatitis B,1.1060907572772851,64.29113558404562
Birth Per Woman & Hiv/Aids & Thinness 5-9 Years & Water,0.8223430817713638,0.8227540340860806,Thinness 5-9 Years,-1.8439645291042763,Water,-0.6168101600778548,Birth Per Woman,-0.3697429917949946,Hiv/Aids,0.17118515058911288,63.67511217096474
Adult Mortality & Birth Per Woman & Gdp & Schooling,0.8212415576335127,0.784021114209176,Adult Mortality,-0.029585665766690854,Birth Per Woman,-2.3124769758456587,Schooling,6.746834040205485e-05,Gdp,0.7477382492897753,71.70544140772151
Adult Mortality & Alcohol & Birth Per Woman & Schooling,0.8209772102809312,0.7429580268262928,Adult Mortality,-0.029839796041309145,Alcohol,-0.04578813492226019,Birth Per Woman,-2.449822194824602,Schooling,0.910212470204608,70.7274375485566
Adult Mortality & Birth Per Woman & Bmi & Hiv/Aids,0.8208393121477406,0.8097133183236915,Adult Mortality,-0.01900217323975412,Birth Per Woman,-3.0923287328059312,Hiv/Aids,0.06418993522913174,Bmi,-0.41411916352434996,79.99608672891765
Adult Mortality & Birth Per Woman & Thinness 5-9 Years & Water,0.8208026832913629,0.7984800860956772,Adult Mortality,-0.027884510541327047,Water,-1.6602752093339856,Birth Per Woman,-0.3159195381456389,Thinness 5-9 Years,0.1450241574683342,68.51413225595715
Birth Per Woman & Hiv/Aids & Total Expenditure & Water,0.8207379805420711,0.7703680282793699,Hiv/Aids,-2.4507018135573966,Water,-0.6475002802158699,Birth Per Woman,0.4206433895469949,Total Expenditure,0.15203650570581262,62.58619608510605
Birth Per Woman & Hiv/Aids & Schooling & Total Expenditure,0.8205525765021408,0.8153859880993601,Schooling,-2.404801133679454,Birth Per Woman,-0.7013933278794016,Hiv/Aids,1.0252797093818549,Total Expenditure,0.3235848632495866,63.43982077762455
Hiv/Aids & Infant Deaths & Schooling & Water,0.8201138632878467,0.8067066475406726,Infant Deaths,-0.6905079010264589,Water,-0.0029222822378370816,Schooling,1.117650733217414,Hiv/Aids,0.1953646758520532,40.99077668557078
Bmi & Hiv/Aids & Schooling & Water,0.8200752617975847,0.8192427057421676,Schooling,0.043569911512866,Water,-0.6642459757368929,Hiv/Aids,1.027370539565914,Bmi,0.1852568639797717,41.048464980883125
Hiv/Aids & Schooling & Under-Five Deaths & Water,0.8193353811688813,0.8091039337459307,Schooling,-0.6718903220258646,Water,1.066559648380537,Hiv/Aids,-0.0029325604841644592,Under-Five Deaths,0.2041823510102918,40.76654826611339
Birth Per Woman & Hiv/Aids & Military & Schooling,0.8191285636381127,0.8070133764422922,Schooling,-2.414084740893471,Birth Per Woman,-0.6875965989355757,Military,0.18146538569527104,Hiv/Aids,1.1384969433903604,63.621712384471934
Adult Mortality & Birth Per Woman & Hiv/Aids & Thinness 5-9 Years,0.8189093733025641,0.839147898955498,Adult Mortality,-0.019555598264708565,Birth Per Woman,-3.111150715265416,Thinness 5-9 Years,-0.3735383389356395,Hiv/Aids,-0.3055764559513978,84.02662403975295
Adult Mortality & Birth Per Woman & Thinness 1-19 Years & Water,0.8188427651821341,0.7928053765723042,Adult Mortality,-0.028039647781365026,Water,-1.7372427591531496,Birth Per Woman,-0.29458545877754383,Thinness 1-19 Years,0.14266306161263187,68.80299934900015
Birth Per Woman & Hiv/Aids & Infant Deaths & Schooling,0.8188315922633542,0.8079909184535017,Infant Deaths,-2.5203912230866585,Birth Per Woman,-0.7120219142375119,Schooling,-0.002793106816545654,Hiv/Aids,1.0508263922992689,65.51920790133443
Birth Per Woman & Gdp & Hiv/Aids & Thinness 1-19 Years,0.8188290785325556,0.813920150173387,Thinness 1-19 Years,-3.287399683701948,Birth Per Woman,0.00012985843274418267,Gdp,-0.6525665832327571,Hiv/Aids,-0.2975195952841404,81.07330399848465
Adult Mortality & Hiv/Aids & Under-Five Deaths & Water,0.8188138805732772,0.7727514672193212,Adult Mortality,-0.019131493848050282,Water,-0.424168150962299,Hiv/Aids,-0.004876358534228575,Under-Five Deaths,0.27136293078665685,51.26880498228837
Hiv/Aids & Military & Schooling & Water,0.818707819674434,0.8042641886267302,Schooling,-0.6999660457411627,Water,0.10093857706941312,Military,1.132846432801301,Hiv/Aids,0.18907381253563807,41.066459969765255
Hiv/Aids & Schooling & Total Expenditure & Water,0.8180927018876558,0.8180158247218203,Schooling,-0.6632118646436213,Water,1.0748867853699957,Hiv/Aids,0.17313809456421675,Total Expenditure,0.19756546495223604,40.122479179252
Adult Mortality & Measles & Schooling & Water,0.8176869245742273,0.7526401171523726,Adult Mortality,-0.029992860605407318,Water,3.2075709553314874e-06,Schooling,0.9156047081888273,Measles,0.17767630388236752,48.53297052329212
Birth Per Woman & Gdp & Hiv/Aids & Water,0.817492412883516,0.8447301809799842,Gdp,-2.0487677712948087,Water,0.00013575574255880762,Birth Per Woman,-0.631179485812514,Hiv/Aids,0.15594490553822404,62.88934404578154
Gdp & Hiv/Aids & Thinness 1-19 Years & Water,0.8172841846290496,0.8131461899467808,Thinness 1-19 Years,0.00012831208265410063,Water,-0.6206803940493273,Gdp,-0.33395945290780094,Hiv/Aids,0.27220842377892274,48.82572900059209
Birth Per Woman & Hiv/Aids & Percentage Expenditure & Water,0.8171601828641315,0.8465940651842366,Hiv/Aids,-2.02137283984294,Water,-0.6319241752328157,Birth Per Woman,0.0008509155834645066,Percentage Expenditure,0.1617882831996883,62.45278386970818
Diphtheria & Hiv/Aids & Schooling & Water,0.8169323128453635,0.8123543279337049,Schooling,0.013040429243353253,Water,-0.66826099692461,Hiv/Aids,1.0791275251632542,Diphtheria,0.19380475554311338,40.26573260495673
Birth Per Woman & Hiv/Aids & Polio & Schooling,0.8168309567214085,0.8089072061311855,Schooling,-2.390070826438941,Birth Per Woman,-0.7087998608018167,Hiv/Aids,0.0008233844157573555,Polio,1.1003354754643573,64.33034894720774
Birth Per Woman & Diphtheria & Gdp & Hiv/Aids,0.8168307546715716,0.7599015596566794,Gdp,-3.533787487591411,Birth Per Woman,0.02269800996034732,Hiv/Aids,0.00014563083248358283,Diphtheria,-0.6623382553296878,78.42679047828771
Birth Per Woman & Fdi & Hiv/Aids & Schooling,0.816818863204329,0.8123156212108867,Fdi,-2.49255983731718,Birth Per Woman,0.009946028587486944,Schooling,-0.6668786566295127,Hiv/Aids,1.1280438191969593,64.07887865401825
Birth Per Woman & Hiv/Aids & Schooling & Thinness 1-19 Years,0.8167872414454063,0.840515817392363,Schooling,-2.368527936556104,Birth Per Woman,-0.6610336940196262,Thinness 1-19 Years,0.9671341146041634,Hiv/Aids,-0.19517036014346556,66.7884308090599
Adult Mortality & Birth Per Woman & Diphtheria & Schooling,0.816490521071885,0.7628177813998904,Adult Mortality,-0.03121698518120303,Birth Per Woman,-2.1020880264732735,Schooling,0.019120242385815,Diphtheria,0.8526274951368914,68.90232529527715
Alcohol & Hiv/Aids & Schooling & Water,0.8158184013158423,0.8114355286295978,Schooling,-0.013205661768520316,Alcohol,-0.6688237073771371,Water,1.1609070514540853,Hiv/Aids,0.18645882703013972,41.16156203147643
Adult Mortality & Hiv/Aids & Population & Schooling,0.8155985909679023,0.7467930019713425,Adult Mortality,-0.02420867433175219,Schooling,-0.45194576921641344,Population,-1.3178720892348395e-09,Hiv/Aids,1.6954908819098105,53.84515009307823
Birth Per Woman & Hiv/Aids & Measles & Schooling,0.8155767955980291,0.814210959012312,Schooling,-2.27679552142179,Birth Per Woman,-0.6978812438407564,Hiv/Aids,-2.1986781957972212e-05,Measles,1.112234463517524,63.94290812118858
Adult Mortality & Birth Per Woman & Gdp & Thinness 1-19 Years,0.8155354855819957,0.7841629959844109,Adult Mortality,-0.028400159264355334,Birth Per Woman,-2.995672747590476,Thinness 1-19 Years,0.00010178860009224522,Gdp,-0.2885801294420653,83.90447684506685
Hiv/Aids & Polio & Schooling & Water,0.8154303469563889,0.813627887471081,Schooling,-0.6847544006655445,Water,0.0019097163656105476,Hiv/Aids,1.1395336353901788,Polio,0.18612712675973062,41.166317908320856
Birth Per Woman & Hiv/Aids & Infant Deaths & Percentage Expenditure,0.8154018525040351,0.7580019981050807,Infant Deaths,-3.6376986860359297,Birth Per Woman,-0.6967266353152397,Hiv/Aids,-0.0058882092645913785,Percentage Expenditure,0.0008865255566818941,81.23861012339835
Hiv/Aids & Percentage Expenditure & Thinness 5-9 Years & Water,0.8152920182046035,0.8334975016683966,Thinness 5-9 Years,-0.6289444119005843,Water,0.0007471753468342255,Hiv/Aids,-0.35699294001134263,Percentage Expenditure,0.2681592651616235,49.58418696478739
Adult Mortality & Gdp & Thinness 1-19 Years & Water,0.8152221510785924,0.7812040415115041,Adult Mortality,-0.029072718269759875,Water,9.050491425298705e-05,Thinness 1-19 Years,-0.30871765304998544,Gdp,0.23218411866024896,56.09563666098859
Adult Mortality & Hiv/Aids & Schooling & Thinness 5-9 Years,0.8148646914926454,0.779046324467449,Adult Mortality,-0.02412816802224466,Schooling,-0.42118328193322263,Thinness 5-9 Years,1.5040046303763095,Hiv/Aids,-0.1985198772893784,57.11682641941649
Adult Mortality & Gdp & Hiv/Aids & Water,0.8147859948717161,0.8490672251620468,Adult Mortality,-0.0178692888082463,Water,0.00011527367370255028,Gdp,-0.4344419146587747,Hiv/Aids,0.25405548021054547,51.473625724638595
Birth Per Woman & Hiv/Aids & Thinness 1-19 Years & Water,0.8145541633008893,0.833554282048108,Thinness 1-19 Years,-1.878179542697356,Water,-0.6216048703746422,Birth Per Woman,-0.34669800171542964,Hiv/Aids,0.16970347894052473,63.68475365264333
Birth Per Woman & Hiv/Aids & Schooling & Under-Five Deaths,0.8145229011537013,0.8209492008629193,Schooling,-2.435231686952052,Birth Per Woman,-0.7111549199628994,Hiv/Aids,1.1041652839911693,Under-Five Deaths,-0.001727012004083428,64.53598421578178
Adult Mortality & Birth Per Woman & Schooling & Under-Five Deaths,0.8142241973812029,0.7751080522656428,Adult Mortality,-0.029379703497269427,Birth Per Woman,-2.2934167052735046,Schooling,0.8768670318664148,Under-Five Deaths,-0.002308573032429706,70.55528904704877
Hiv/Aids & Population & Schooling & Water,0.8142212729891284,0.8179974349959305,Schooling,-0.6635409939759793,Water,-2.4582189588422802e-09,Population,1.0905872967758319,Hiv/Aids,0.2043065875973134,40.33005891332299
Adult Mortality & Birth Per Woman & Schooling & Thinness 1-19 Years,0.8139206125512549,0.8020016449006038,Adult Mortality,-0.02939147509424184,Birth Per Woman,-2.2493824124848727,Schooling,0.7108570893416004,Thinness 1-19 Years,-0.22075661544795766,73.41528813513808
Birth Per Woman & Bmi & Hiv/Aids & Water,0.813754823572924,0.7867250413156697,Hiv/Aids,-2.07191069968895,Water,0.058388256406730704,Birth Per Woman,-0.6237824195787478,Bmi,0.1609021158431872,61.08415338010669
Adult Mortality & Gdp & Thinness 5-9 Years & Water,0.8136161003891336,0.7978841153848587,Adult Mortality,-0.027202696553940333,Water,0.00010036362911430635,Thinness 5-9 Years,-0.33241565567438996,Gdp,0.23807205279995314,55.24213458108529
Birth Per Woman & Hiv/Aids & Percentage Expenditure & Thinness 5-9 Years,0.8136096374631465,0.8269672554464913,Thinness 5-9 Years,-3.4218356327561965,Birth Per Woman,-0.6509305334315645,Hiv/Aids,0.0008335822774969692,Percentage Expenditure,-0.2932374850488322,81.56356676045455
Adult Mortality & Bmi & Hiv/Aids & Schooling,0.813544302586325,0.7980243521917837,Adult Mortality,-0.02162503616580497,Schooling,0.05565731264272333,Hiv/Aids,-0.47129429692962266,Bmi,1.5142269216395643,53.56267851280164
Birth Per Woman & Diphtheria & Hiv/Aids & Schooling,0.8134568431173133,0.8232754043388907,Schooling,-2.3333143749908554,Birth Per Woman,0.015290870324367545,Hiv/Aids,-0.6772926283007441,Diphtheria,1.1010328719513256,62.79632296326422
Birth Per Woman & Hiv/Aids & Population & Schooling,0.8134527961640571,0.8199289710795296,Schooling,-2.4497634802753936,Birth Per Woman,-0.6998379709430982,Population,-2.9674697143988737e-09,Hiv/Aids,1.0753605120793563,64.8618832678313
Adult Mortality & Hiv/Aids & Total Expenditure & Water,0.8132273514797589,0.7868457403046364,Adult Mortality,-0.019397021863420596,Water,-0.4228969282429896,Hiv/Aids,0.4306056266962837,Total Expenditure,0.2630188169761634,49.136895376979645
Adult Mortality & Alcohol & Birth Per Woman & Hiv/Aids,0.8131176037277198,0.7955522958233644,Adult Mortality,-0.022917417682974766,Alcohol,0.18179143179879453,Birth Per Woman,-3.018160479236692,Hiv/Aids,-0.38247387548799006,82.22600398400144
Hepatitis B & Hiv/Aids & Schooling & Water,0.8128105401140228,0.8210637434869296,Schooling,-0.0009499804878068064,Water,-0.6874966455374749,Hiv/Aids,1.1638769797898125,Hepatitis B,0.18841333848287722,40.916664701009694
Adult Mortality & Birth Per Woman & Bmi & Water,0.8124844830861778,0.7728773797139548,Adult Mortality,-0.028988260305882012,Water,-1.794154077777094,Birth Per Woman,0.056012720634118995,Bmi,0.12576001948999194,67.01410383501708
Adult Mortality & Thinness 5-9 Years & Total Expenditure & Water,0.812432759684553,0.7553883688654052,Adult Mortality,-0.028614747257950476,Water,-0.3904021213226872,Thinness 5-9 Years,0.08075016820868323,Total Expenditure,0.24662111207232285,55.25119570041514
Adult Mortality & Alcohol & Hiv/Aids & Water,0.8124025062212853,0.7965431180527865,Adult Mortality,-0.01990985510815223,Alcohol,0.22670738017918185,Water,-0.4244797426845648,Hiv/Aids,0.25209323278102175,51.583906151217064
Bmi & Hiv/Aids & Percentage Expenditure & Water,0.8121398557934614,0.7892575176978842,Hiv/Aids,0.07074091973991793,Water,-0.6291034677464584,Bmi,0.0008753032773219926,Percentage Expenditure,0.25872263919021304,45.82413437700296
Birth Per Woman & Gdp & Hiv/Aids & Infant Deaths,0.8119282662789907,0.78324836526704,Infant Deaths,-3.6019652113806253,Birth Per Woman,0.00014163660374876474,Gdp,-0.6816278814288486,Hiv/Aids,-0.005180358231906582,80.67138813728391
Adult Mortality & Hiv/Aids & Polio & Schooling,0.8119255245170598,0.7662789188321967,Adult Mortality,-0.022839680525744473,Schooling,-0.4421230441692582,Hiv/Aids,0.018654551715637346,Polio,1.6484173525915797,52.520922699125705
Hiv/Aids & Measles & Schooling & Water,0.8118772195595325,0.8217813664002361,Schooling,-0.687928882191936,Water,4.988207449888038e-06,Hiv/Aids,1.0914005627449939,Measles,0.20054607264884236,40.74757491400148
Adult Mortality & Schooling & Thinness 1-19 Years & Water,0.8117700341374792,0.8135232316923426,Adult Mortality,-0.02836426487144432,Water,0.7294400461801085,Schooling,-0.25637331161440413,Thinness 1-19 Years,0.1866516131732069,50.918755996367494
Adult Mortality & Birth Per Woman & Hiv/Aids & Population,0.8117244080169858,0.7799930022702015,Adult Mortality,-0.0235848154266572,Birth Per Woman,-3.3057862692837574,Population,-0.35501056249047486,Hiv/Aids,-5.565687022368593e-09,83.89249569813735
Adult Mortality & Schooling & Total Expenditure & Water,0.8113693000704907,0.7736801704408987,Adult Mortality,-0.03003715675375829,Water,0.8928795470205235,Schooling,0.12399989625265774,Total Expenditure,0.1726495381777653,48.573938028777306
Adult Mortality & Birth Per Woman & Diphtheria & Hiv/Aids,0.8110846616024341,0.7895760132253803,Adult Mortality,-0.020660302551278705,Birth Per Woman,-3.3060968621261138,Hiv/Aids,0.021565485315655053,Diphtheria,-0.40834642231112195,81.69864416724413
Adult Mortality & Gdp & Hiv/Aids & Schooling,0.8110170966116431,0.7921952088961967,Adult Mortality,-0.022603087274601218,Schooling,6.944924037723729e-05,Gdp,-0.4836270760984621,Hiv/Aids,1.5861755107425588,54.52729642652557
Adult Mortality & Birth Per Woman & Hiv/Aids & Total Expenditure,0.8109181272511136,0.8182989141326023,Adult Mortality,-0.018909007937693054,Birth Per Woman,-3.339217645846036,Hiv/Aids,-0.4674577023664739,Total Expenditure,0.4401872407895814,80.76533397353552
Adult Mortality & Hepatitis B & Thinness 5-9 Years & Water,0.8108670735392346,0.7566358610209166,Adult Mortality,-0.028596158166608886,Water,-0.0018673188390522233,Thinness 5-9 Years,-0.37277481692191644,Hepatitis B,0.259151075385278,54.70353437571177
Adult Mortality & Fdi & Thinness 1-19 Years & Water,0.8107964390309356,0.7381354796046945,Adult Mortality,-0.030265302298465486,Water,0.005076225773992471,Fdi,-0.375301610786138,Thinness 1-19 Years,0.24386688232478332,56.11531392274504
Adult Mortality & Diphtheria & Schooling & Water,0.8107845259692754,0.7812087760490507,Adult Mortality,-0.029545643276944936,Water,0.02140341973047749,Schooling,0.8823955021690506,Diphtheria,0.1710774802678667,47.59759178422269
Adult Mortality & Birth Per Woman & Gdp & Measles,0.8106897495941945,0.7475764599022398,Adult Mortality,-0.030726450142456195,Birth Per Woman,-3.139589266728652,Gdp,0.00012140247477132604,Measles,-4.995058561768628e-05,83.33707369157125
Birth Per Woman & Hiv/Aids & Percentage Expenditure & Thinness 1-19 Years,0.810595666437928,0.8287562120532791,Thinness 1-19 Years,-3.2805553191681134,Birth Per Woman,-0.6489824669387031,Hiv/Aids,0.0008345446515447552,Percentage Expenditure,-0.3198747689353322,81.33316059678118
Adult Mortality & Birth Per Woman & Percentage Expenditure & Thinness 5-9 Years,0.8105628207288473,0.797271087483732,Adult Mortality,-0.029644867020271738,Birth Per Woman,-2.9393583304319604,Thinness 5-9 Years,0.0006306725174614058,Percentage Expenditure,-0.26619287006991654,83.95526081382582
Adult Mortality & Birth Per Woman & Military & Schooling,0.8104078985218018,0.7769705191686552,Adult Mortality,-0.03102529224584472,Birth Per Woman,-2.1540375824410347,Military,0.0796749333832599,Schooling,0.9143155302332047,69.72260139919807
Adult Mortality & Birth Per Woman & Bmi & Schooling,0.8103317346402288,0.7954934410949613,Adult Mortality,-0.03044594970295184,Birth Per Woman,-2.1940665680874103,Schooling,0.03942865688213448,Bmi,0.7226063758827299,70.63698079293691
Adult Mortality & Hiv/Aids & Schooling & Under-Five Deaths,0.80989025570786,0.7766088690116978,Adult Mortality,-0.022523355683525346,Schooling,-0.4813974971548615,Hiv/Aids,1.6939669634445815,Under-Five Deaths,-0.0020344355683943327,53.505696482087956
Adult Mortality & Birth Per Woman & Schooling & Water,0.8097312996787663,0.8239499847507903,Adult Mortality,-0.027922307113924686,Water,-1.2860093819004266,Birth Per Woman,0.7082954986581202,Schooling,0.11766083135854388,59.52274139239422
Birth Per Woman & Hiv/Aids & Polio & Water,0.8095899766935386,0.7454582529759709,Hiv/Aids,-2.404460945069168,Water,-0.6268859367763618,Birth Per Woman,0.0026448652348260993,Polio,0.1693037362471566,63.48352436943432
Adult Mortality & Birth Per Woman & Percentage Expenditure & Schooling,0.809460815757481,0.8167513826755806,Adult Mortality,-0.029095867032136652,Birth Per Woman,-2.2587734813129745,Schooling,0.0005828838823966898,Percentage Expenditure,0.7435200225155635,71.41178173375589
Adult Mortality & Birth Per Woman & Gdp & Thinness 5-9 Years,0.8093511959475589,0.8001382295287708,Adult Mortality,-0.0296309068212595,Birth Per Woman,-2.9449310230966295,Thinness 5-9 Years,8.82867785354513e-05,Gdp,-0.28148008214539527,83.93071271462304
Adult Mortality & Polio & Schooling & Water,0.8093427309312307,0.776168110587932,Adult Mortality,-0.029804588705425177,Water,-0.0015142443917569304,Schooling,0.9720339687491429,Polio,0.16641433771182937,48.84681601242776
Adult Mortality & Hepatitis B & Hiv/Aids & Water,0.8091247012115993,0.7689451788441393,Adult Mortality,-0.019025479392205117,Water,0.008795736519124964,Hiv/Aids,-0.4088296256522868,Hepatitis B,0.28791599362993686,48.81976192927649
Hiv/Aids & Percentage Expenditure & Total Expenditure & Water,0.80896007850893,0.7693780647470548,Hiv/Aids,-0.647944982317343,Water,0.0007924795109699751,Total Expenditure,0.33397826672117814,Percentage Expenditure,0.30379536581630395,42.84418614280839
Adult Mortality & Bmi & Hiv/Aids & Water,0.8087665207424171,0.8218775941152523,Adult Mortality,-0.01907085923683862,Water,0.05705591262809384,Hiv/Aids,-0.40663694273913153,Bmi,0.2543791555461943,50.181154474848995
Alcohol & Birth Per Woman & Hiv/Aids & Schooling,0.8084347049644984,0.8396820858315938,Schooling,-0.0715625850054846,Alcohol,-2.484647134668781,Birth Per Woman,-0.7000198539216218,Hiv/Aids,1.1553683115379572,64.32094688245661
Adult Mortality & Fdi & Schooling & Water,0.8082330990350332,0.7833924112609689,Adult Mortality,-0.028588730699517208,Water,0.009642782190790233,Fdi,0.8439581842950338,Schooling,0.18792214253083045,48.23599705275211
Birth Per Woman & Hepatitis B & Hiv/Aids & Percentage Expenditure,0.8082189880418957,0.775904061972162,Hiv/Aids,-3.6769140795690873,Birth Per Woman,0.015988555080162413,Hepatitis B,-0.6586887284671147,Percentage Expenditure,0.0009516972134159633,79.52514245963684
Adult Mortality & Birth Per Woman & Schooling & Thinness 5-9 Years,0.8081517559131794,0.8229002538986385,Adult Mortality,-0.02851952263381826,Birth Per Woman,-2.297192581045177,Schooling,0.7290462058311886,Thinness 5-9 Years,-0.2360439915974113,73.17495057459571
Bmi & Hiv/Aids & Thinness 5-9 Years & Water,0.8080801583176889,0.7840679538486758,Thinness 5-9 Years,0.03989962235747671,Water,-0.6303655021864163,Hiv/Aids,-0.3826332985561762,Bmi,0.2741437070552941,48.21269379618923
Adult Mortality & Birth Per Woman & Measles & Schooling,0.8078823981583695,0.7918391482425939,Adult Mortality,-0.02893592270158772,Birth Per Woman,-2.281737744993276,Schooling,-3.51063498476023e-05,Measles,0.870584296770571,70.52102212155799
Adult Mortality & Schooling & Under-Five Deaths & Water,0.8076231513587163,0.7952491528127779,Adult Mortality,-0.02913360795394302,Water,0.857175890852572,Schooling,-0.003154071165417549,Under-Five Deaths,0.18559949961605843,48.59880546038683
Hiv/Aids & Infant Deaths & Thinness 5-9 Years & Water,0.8075069028937407,0.7712565401430049,Infant Deaths,-0.6170691607593198,Water,0.0008112237137511413,Thinness 5-9 Years,-0.41529214058156977,Hiv/Aids,0.2944459529527623,48.12500887686801
