,Training Score,Testing Score,Variable,Coefficent,Other Variable,Coefficent2,Other Variable2,Coefficent3,Other Variable3,Coefficent4,y intercept
Adult Mortality & Income Composition Of Resources & Status Developed & Total Expenditure,0.7818793296747667,0.8188151224157326,Adult Mortality,-0.03183518648897287,Income Composition Of Resources,29.27793249961646,Status Developed,1.1424694189535707,Total Expenditure,0.14931666900672624,54.82913327856422
Hiv/Aids & Income Composition Of Resources & Status Developed & Thinness 1-19 Years,0.7750039243603114,0.8186456535790093,Income Composition Of Resources,-0.6435757354262278,Thinness 1-19 Years,30.559677354258962,Status Developed,1.8974466884877406,Hiv/Aids,-0.21413587825689362,51.78848175496313
Adult Mortality & Percentage Expenditure & Status Developed & Water,0.7830276097170344,0.8185728947400517,Adult Mortality,-0.02761743299488282,Water,0.0005230325191577338,Status Developed,2.09302081441601,Percentage Expenditure,0.26134672336595455,51.64305991692763
Adult Mortality & Birth Per Woman & Diphtheria & Status Developed,0.7678680110871301,0.8167986374111604,Adult Mortality,-0.030091306183734512,Birth Per Woman,-3.130197767765136,Status Developed,0.0249886688130716,Diphtheria,2.21657324649225,81.2258929325706
Fdi & Hiv/Aids & Status Developed & Water,0.7741718927946436,0.8161068575828516,Fdi,0.004826721542392531,Water,-0.6533905028726205,Status Developed,4.19066549881684,Hiv/Aids,0.2899538154639272,45.94442676054485
Adult Mortality & Fdi & Income Composition Of Resources & Status Developed,0.7802663905708416,0.8157684964608816,Adult Mortality,-0.03016461227404538,Fdi,0.002474593528127733,Status Developed,31.61017071342215,Income Composition Of Resources,0.7971725686200292,53.99233949975728
Adult Mortality & Hiv/Aids & Status Developed & Water,0.8160486467979708,0.8152220283454001,Adult Mortality,-0.018231142905563793,Water,-0.4122739505673168,Status Developed,3.278938554883592,Hiv/Aids,0.258215169659033,51.26826804805864
Adult Mortality & Status Developed & Thinness 1-19 Years & Water,0.7954916335425539,0.8147780792680128,Adult Mortality,-0.02794197771807578,Water,2.116677213965824,Status Developed,-0.3092157370784484,Thinness 1-19 Years,0.2433931749942011,55.18645920956366
Hiv/Aids & Income Composition Of Resources & Infant Deaths & Status Developed,0.7691643394444339,0.8144127015866739,Infant Deaths,-0.6773558158685913,Income Composition Of Resources,33.9943979978209,Status Developed,-0.003161818500942104,Hiv/Aids,1.7436290104590433,48.61052280655562
Hiv/Aids & Schooling & Status Developed & Water,0.8221849349212591,0.8122201361840228,Schooling,-0.6621757339716279,Water,0.933062926133637,Status Developed,1.9085082409668228,Hiv/Aids,0.2077407215795961,41.71645825490453
Adult Mortality & Income Composition Of Resources & Status Developed & Water,0.820390781577046,0.8115537239047478,Adult Mortality,-0.027544513586724894,Water,18.63605233983889,Status Developed,1.0169804600090024,Income Composition Of Resources,0.15624944311169742,48.80149102480577
Hiv/Aids & Income Composition Of Resources & Status Developed & Total Expenditure,0.7743382946656094,0.8111898303145687,Income Composition Of Resources,-0.702362716308753,Hiv/Aids,33.94718748227557,Status Developed,1.6189266948676284,Total Expenditure,0.32694833549262015,46.51946818501867
Alcohol & Hiv/Aids & Status Developed & Water,0.7779390205049544,0.8094962280855796,Alcohol,0.04905990768040867,Water,-0.6615914746857672,Status Developed,3.6312472021470623,Hiv/Aids,0.29053710265241706,45.78897327536181
Hiv/Aids & Income Composition Of Resources & Measles & Status Developed,0.7689262611083276,0.8094113876893239,Income Composition Of Resources,-0.6819318017666548,Hiv/Aids,34.10564841694932,Status Developed,9.036434391873627e-07,Measles,2.037241865369362,48.43176715600177
Adult Mortality & Income Composition Of Resources & Population & Status Developed,0.7835093279199018,0.8091928314177947,Adult Mortality,-0.029603700542994715,Income Composition Of Resources,32.90631516545738,Status Developed,-1.5096048855411937e-09,Population,0.7526865625190534,52.998965128814035
Adult Mortality & Birth Per Woman & Status Developed & Thinness 1-19 Years,0.790076983482442,0.8090835600778827,Adult Mortality,-0.030527722198899432,Birth Per Woman,-2.9474737731846803,Status Developed,1.898308731990024,Thinness 1-19 Years,-0.29930121914466934,84.46049872208418
Adult Mortality & Income Composition Of Resources & Polio & Status Developed,0.784938671666957,0.8080527066833895,Adult Mortality,-0.03017430120997504,Income Composition Of Resources,30.8863351332834,Status Developed,0.017493804510372968,Polio,0.8662780694222703,53.02582259608454
Birth Per Woman & Hiv/Aids & Status Developed & Water,0.811008477346505,0.8068042722394863,Birth Per Woman,-1.920861401872966,Water,-0.6330142864142849,Status Developed,3.1954777157666245,Hiv/Aids,0.17866601423535833,60.91035458721941
Adult Mortality & Birth Per Woman & Percentage Expenditure & Status Developed,0.7876801030410536,0.8056840237911759,Adult Mortality,-0.030446014327161323,Birth Per Woman,-3.096792596811961,Status Developed,0.0006067133959488658,Percentage Expenditure,1.3179981649462922,83.06600777783838
Adult Mortality & Schooling & Status Developed & Thinness 1-19 Years,0.7445764398487809,0.804768940701682,Adult Mortality,-0.034190015763876334,Schooling,1.4650871862975432,Status Developed,0.8918931355511353,Thinness 1-19 Years,-0.21636652649769939,58.29595245455434
Birth Per Woman & Bmi & Hiv/Aids & Status Developed,0.7905425897040564,0.8034959755864499,Birth Per Woman,-3.2113731936302568,Hiv/Aids,0.07002647850105306,Status Developed,-0.6510627778140209,Bmi,2.7066712106358435,77.07408626835017
Hiv/Aids & Income Composition Of Resources & Status Developed & Under-Five Deaths,0.7746445623485312,0.8020966309127125,Income Composition Of Resources,-0.6550838682727075,Hiv/Aids,35.062122102048136,Status Developed,1.5697798886741507,Under-Five Deaths,-0.0032943833530438837,47.88841679054344
Adult Mortality & Status Developed & Thinness 5-9 Years & Water,0.8046513213256156,0.8011427860982165,Adult Mortality,-0.02647502194992559,Water,2.414428193394861,Status Developed,-0.35575131446954544,Thinness 5-9 Years,0.24586492774998625,54.784156384544296
Adult Mortality & Status Developed & Total Expenditure & Water,0.7773910108417853,0.8008016320632345,Adult Mortality,-0.028533108770819403,Water,3.178286188589855,Status Developed,0.23523845313353892,Total Expenditure,0.25915018274562085,50.72585694488137
Birth Per Woman & Hiv/Aids & Percentage Expenditure & Status Developed,0.8012313195475537,0.8005246944789084,Birth Per Woman,-3.541054194402349,Hiv/Aids,-0.674104314197545,Status Developed,0.0007637756934468776,Percentage Expenditure,2.057722760463758,80.23428557024293
Birth Per Woman & Gdp & Hiv/Aids & Status Developed,0.803631295074268,0.8001248251465726,Birth Per Woman,-3.6212408528910847,Gdp,0.00013044671368472524,Status Developed,-0.6719395853297027,Hiv/Aids,1.2732714864445063,80.27722610084423
Adult Mortality & Birth Per Woman & Bmi & Status Developed,0.7858007479046758,0.7997794973250141,Adult Mortality,-0.029287667597397565,Birth Per Woman,-2.935336349700471,Status Developed,0.05960110148206876,Bmi,2.24955156690348,80.51180356308804
Adult Mortality & Birth Per Woman & Fdi & Status Developed,0.768770937087583,0.7989969936207418,Adult Mortality,-0.02992174810146073,Birth Per Woman,-3.3089112310159834,Status Developed,-0.0005162423154811968,Fdi,2.6291107322225677,83.79709832713347
Bmi & Hiv/Aids & Income Composition Of Resources & Status Developed,0.7858666296605366,0.7989274378351383,Income Composition Of Resources,0.06206382105016548,Hiv/Aids,-0.6645446084537339,Status Developed,29.749200453579466,Bmi,1.982070506894908,48.914080989843725
Adult Mortality & Hiv/Aids & Schooling & Status Developed,0.8023494081663247,0.7986900848551209,Adult Mortality,-0.021927063003670064,Schooling,-0.48945471970800947,Status Developed,1.5931867687936536,Hiv/Aids,1.6427906233613045,54.4778079496007
Adult Mortality & Income Composition Of Resources & Military & Status Developed,0.7891197213821792,0.7966016741733872,Adult Mortality,-0.030010376021193427,Military,31.824336585303776,Status Developed,0.2587867061752105,Income Composition Of Resources,0.8436068430124593,53.32249218545506
Adult Mortality & Bmi & Status Developed & Water,0.7898798694319471,0.7961068038568739,Adult Mortality,-0.028381278751173186,Water,0.06067126610646478,Status Developed,2.6087823322346337,Bmi,0.2362110921921689,51.87370441742249
Adult Mortality & Gdp & Status Developed & Water,0.790617934668127,0.7960224780889834,Adult Mortality,-0.028347850730150493,Water,8.233506209438281e-05,Status Developed,2.042906250573573,Gdp,0.2598367894293184,51.76733509006872
Adult Mortality & Income Composition Of Resources & Percentage Expenditure & Status Developed,0.7909561658920338,0.794399027260105,Adult Mortality,-0.03009582292348952,Income Composition Of Resources,31.00515017933335,Status Developed,0.0002754044705461922,Percentage Expenditure,0.5980040739945944,54.168942577121214
Hiv/Aids & Status Developed & Under-Five Deaths & Water,0.7912050676511139,0.794243845517984,Hiv/Aids,-0.6430318511250613,Water,3.6442809011211215,Status Developed,-0.0037497927082135174,Under-Five Deaths,0.28754518282495933,46.37515972608114
Birth Per Woman & Hiv/Aids & Infant Deaths & Status Developed,0.7792007404972838,0.7940739650363134,Infant Deaths,-3.5915701921628593,Birth Per Woman,-0.6899507158895044,Status Developed,-0.006088942806569686,Hiv/Aids,3.4304639349668826,80.97695378985681
Hiv/Aids & Percentage Expenditure & Status Developed & Water,0.8049778190559166,0.7926796018292186,Hiv/Aids,-0.6531461887842643,Water,0.0007306318395431683,Status Developed,2.727937353382797,Percentage Expenditure,0.2809038893028753,46.41812703190662
Birth Per Woman & Hiv/Aids & Military & Status Developed,0.7749803339492797,0.7923636656247692,Birth Per Woman,-3.6522849286856056,Military,-0.6774527948946721,Status Developed,0.30506349685239487,Hiv/Aids,3.5151565600743253,80.3770626650583
Adult Mortality & Hepatitis B & Schooling & Status Developed,0.7383233254996202,0.7918248755240327,Adult Mortality,-0.03402676859448368,Schooling,0.013765377683653046,Status Developed,1.554896923925985,Hepatitis B,1.2733762599783467,54.919629393252265
Adult Mortality & Status Developed & Under-Five Deaths & Water,0.786878282671746,0.790542765330581,Adult Mortality,-0.030302726608380407,Water,2.813831865514136,Status Developed,-0.004412242330299687,Under-Five Deaths,0.24501928408708507,54.019850923068645
Hiv/Aids & Population & Status Developed & Water,0.7850864485525525,0.7896345327372841,Population,-0.638844103500455,Water,-4.48142401037147e-09,Status Developed,3.8053890092535165,Hiv/Aids,0.3061308654749837,44.61302775558955
Fdi & Hiv/Aids & Income Composition Of Resources & Status Developed,0.7756789559660133,0.7893633433846194,Fdi,0.006271132950856388,Income Composition Of Resources,-0.6664435566783902,Status Developed,34.151668194536505,Hiv/Aids,1.861784297080237,48.298224141046745
Adult Mortality & Measles & Status Developed & Water,0.7782848565493141,0.7892898627646231,Adult Mortality,-0.029188748998623754,Water,-1.9759835611893317e-05,Status Developed,3.0673737807365855,Measles,0.25502488212236024,52.82458668751178
Adult Mortality & Schooling & Status Developed & Water,0.8093255198088869,0.7892779109836187,Adult Mortality,-0.029889489720377502,Water,0.7708426758894965,Status Developed,0.9528018057707035,Schooling,0.1875102411369609,49.362792622964115
Adult Mortality & Birth Per Woman & Measles & Status Developed,0.7769344182154408,0.7887505217490998,Adult Mortality,-0.03132244393387175,Birth Per Woman,-3.1784985607468705,Status Developed,-4.1138878469126894e-05,Measles,2.361743687944471,83.876655675168
Gdp & Hiv/Aids & Status Developed & Water,0.8060879386834535,0.7886568620227258,Gdp,0.0001190274000231362,Water,-0.65164676173402,Status Developed,2.1572369989452773,Hiv/Aids,0.2816576896019918,46.30860789664791
Hiv/Aids & Income Composition Of Resources & Status Developed & Thinness 5-9 Years,0.7887431457837687,0.7885759597965418,Income Composition Of Resources,-0.6434575931973285,Thinness 5-9 Years,32.073222031351236,Status Developed,1.3825105251006407,Hiv/Aids,-0.2444116066730615,50.9789150960995
Birth Per Woman & Fdi & Hiv/Aids & Status Developed,0.7742515610341616,0.7871744515217288,Birth Per Woman,-3.68730244834817,Fdi,0.0018354944080994917,Status Developed,-0.6856525024466132,Hiv/Aids,3.3525645746991963,81.10430218663564
Adult Mortality & Income Composition Of Resources & Status Developed & Under-Five Deaths,0.7946017302964923,0.7866422634714718,Adult Mortality,-0.03186204056520734,Income Composition Of Resources,29.468232736093043,Status Developed,1.0196457755426167,Under-Five Deaths,-0.0035047288431293566,55.88479609037586
Adult Mortality & Military & Status Developed & Water,0.7789321431085847,0.786630959478827,Adult Mortality,-0.029165098481035448,Military,-0.07301375311720981,Status Developed,3.451959832603124,Water,0.2632691124242348,52.024518165812246
Adult Mortality & Birth Per Woman & Polio & Status Developed,0.7741263053287877,0.7861735986853272,Adult Mortality,-0.029896546536718843,Birth Per Woman,-3.34549707520479,Status Developed,0.005237725805886662,Polio,2.3499389722070605,83.4825156018091
Birth Per Woman & Hiv/Aids & Status Developed & Thinness 1-19 Years,0.8015318419023733,0.7857904673772294,Birth Per Woman,-3.3959061817338125,Thinness 1-19 Years,-0.6609035596481484,Status Developed,2.8128740896750073,Hiv/Aids,-0.31694853884775487,81.82675773502164
Adult Mortality & Birth Per Woman & Status Developed & Total Expenditure,0.7796812881955065,0.7849857462108427,Adult Mortality,-0.030016531172685604,Birth Per Woman,-3.300148597569111,Status Developed,1.9697105408986,Total Expenditure,0.23808044427148256,82.42470403955421
Adult Mortality & Birth Per Woman & Schooling & Status Developed,0.80863832339691,0.7844467863111895,Adult Mortality,-0.03095986865579356,Birth Per Woman,-1.9871964830094342,Status Developed,0.9505053506169268,Schooling,0.7027455684245502,68.83521930710215
Adult Mortality & Schooling & Status Developed & Thinness 5-9 Years,0.7530336512814881,0.7844360637990595,Adult Mortality,-0.03466761891164134,Schooling,1.4100943005908433,Status Developed,0.7987485269708997,Thinness 5-9 Years,-0.22100008728700837,59.11361861014909
Hiv/Aids & Income Composition Of Resources & Population & Status Developed,0.776241551772767,0.7841306081495145,Income Composition Of Resources,-0.6706020738039404,Population,34.73751068226716,Status Developed,-1.6831549487505981e-09,Hiv/Aids,1.71905113114275,48.1134222817304
Hiv/Aids & Income Composition Of Resources & Percentage Expenditure & Status Developed,0.7837560910702455,0.7840942245414747,Income Composition Of Resources,-0.6462792544803466,Hiv/Aids,34.12498686927877,Status Developed,0.00043552097196908335,Percentage Expenditure,1.1439513867392392,48.044587944390415
Adult Mortality & Bmi & Schooling & Status Developed,0.7572441092689379,0.7840629918135603,Adult Mortality,-0.032329261560912585,Schooling,0.061480197413614546,Status Developed,1.4266536887693937,Bmi,1.0117754021013179,54.93741044727727
Diphtheria & Hiv/Aids & Income Composition Of Resources & Status Developed,0.7814874484420137,0.7838390237856613,Income Composition Of Resources,0.026090070500646267,Hiv/Aids,-0.6607351358238085,Status Developed,33.85077381817598,Diphtheria,1.7673074679408844,46.29760344559968
Alcohol & Hiv/Aids & Income Composition Of Resources & Status Developed,0.77743405235014,0.7826715387338229,Alcohol,-0.03440541827217432,Income Composition Of Resources,-0.6402658366029375,Status Developed,34.89729206563649,Hiv/Aids,2.015372042942811,48.10504177458331
Bmi & Hiv/Aids & Schooling & Status Developed,0.7671338449018843,0.7823399187277508,Schooling,0.06905147683358767,Hiv/Aids,-0.7625292334401048,Status Developed,1.606532482775084,Bmi,1.8657462375229639,48.40207040537048
Hiv/Aids & Infant Deaths & Status Developed & Water,0.7945853414659368,0.7819134514875334,Infant Deaths,-0.6500835951510313,Water,-0.005634837698276496,Status Developed,3.8852034574509844,Hiv/Aids,0.3014596295998269,45.2082921263944
Hiv/Aids & Income Composition Of Resources & Status Developed & Water,0.8334039585871313,0.781475666313363,Income Composition Of Resources,-0.5818084464226623,Water,24.5005831711544,Status Developed,1.7006923122994149,Hiv/Aids,0.1446494848111719,42.488011813305306
Bmi & Hiv/Aids & Status Developed & Water,0.8030473064909379,0.7805092455896527,Hiv/Aids,0.07246476697824993,Water,-0.6200096686453545,Status Developed,3.6898493171178894,Bmi,0.26633901967358165,45.11397392210179
Hiv/Aids & Polio & Status Developed & Water,0.7873897627966073,0.7805075266931084,Hiv/Aids,-0.6329760364296995,Water,0.014446222466411196,Status Developed,4.00560907294064,Polio,0.29017427630992804,44.66630242117536
Birth Per Woman & Hiv/Aids & Status Developed & Total Expenditure,0.7905536848378726,0.7801108035069446,Birth Per Woman,-3.7328687643140803,Hiv/Aids,-0.6964398753616133,Status Developed,2.829315735261959,Total Expenditure,0.41317711725619044,78.90894839244264
Hiv/Aids & Measles & Status Developed & Water,0.7864733530316421,0.7790565656768482,Hiv/Aids,-0.6577734436480391,Water,-1.6629670275465983e-05,Status Developed,3.9358407119206036,Measles,0.30514886103329814,44.69631535309358
Adult Mortality & Hepatitis B & Status Developed & Water,0.7817762546976055,0.77823133456199,Adult Mortality,-0.030063561251850404,Water,0.010779963638763768,Status Developed,3.180947213337993,Hepatitis B,0.24675480251597826,52.77354408213407
Adult Mortality & Hiv/Aids & Income Composition Of Resources & Status Developed,0.8308502659369699,0.7779086307658865,Adult Mortality,-0.018297895291295652,Income Composition Of Resources,-0.4005370099792931,Status Developed,32.886970089420245,Hiv/Aids,0.9846237483107148,51.82796405792809
Birth Per Woman & Hiv/Aids & Income Composition Of Resources & Status Developed,0.8421468131816103,0.7777749814904242,Birth Per Woman,-1.9442704005212268,Income Composition Of Resources,-0.5979444652600585,Status Developed,24.76465554671669,Hiv/Aids,1.0369502586798331,60.07177789876893
Adult Mortality & Polio & Status Developed & Water,0.7818775252124135,0.7776355332676465,Adult Mortality,-0.02894710402362126,Water,0.010812183176677315,Status Developed,2.867709950621126,Polio,0.2608049658565129,51.3424579821948
Hepatitis B & Hiv/Aids & Income Composition Of Resources & Status Developed,0.7804114243084496,0.7770724736112378,Income Composition Of Resources,0.00998450528688566,Hiv/Aids,-0.6409388656980219,Status Developed,35.60813793539922,Hepatitis B,1.461917730133572,46.61950133045453
Adult Mortality & Birth Per Woman & Hepatitis B & Status Developed,0.7787272080810391,0.7756137143654888,Adult Mortality,-0.031129407688993322,Birth Per Woman,-3.2829321426258535,Status Developed,0.012202798981840068,Hepatitis B,2.089182090276797,83.0264951247957
Adult Mortality & Diphtheria & Income Composition Of Resources & Status Developed,0.7988046351772483,0.7746684724696387,Adult Mortality,-0.03039049425428967,Income Composition Of Resources,0.02127408614880666,Status Developed,30.362344380144297,Diphtheria,0.6047434125385649,53.00447293839586
Adult Mortality & Birth Per Woman & Population & Status Developed,0.778821315450852,0.774454394194693,Adult Mortality,-0.03166228169409656,Birth Per Woman,-3.230421181752221,Status Developed,-3.507563128835045e-09,Population,2.2381938537091766,84.06677649642677
Adult Mortality & Military & Schooling & Status Developed,0.7452000450685472,0.7739390532892135,Adult Mortality,-0.035989006786860706,Military,0.047181458771130336,Status Developed,1.5714065615781772,Schooling,1.0010344867068843,56.14008761458739
Diphtheria & Hiv/Aids & Status Developed & Water,0.7916864653873759,0.7739300113174594,Hiv/Aids,0.022412403146538945,Water,-0.6363699493332982,Status Developed,3.831286270981083,Diphtheria,0.2848467503090536,44.508601385529765
Hiv/Aids & Population & Schooling & Status Developed,0.7512768249842103,0.7721767597841649,Schooling,-0.7850512422911948,Population,-3.6112939323880826e-10,Status Developed,1.9157929482479246,Hiv/Aids,1.7482977972981706,47.242060429742665
Adult Mortality & Gdp & Income Composition Of Resources & Status Developed,0.7976370048602854,0.7712681367431913,Adult Mortality,-0.03179511838196167,Income Composition Of Resources,5.1317535205843345e-05,Status Developed,28.850670574614597,Gdp,0.7787583736767869,55.81474285746784
Birth Per Woman & Diphtheria & Income Composition Of Resources & Status Developed,0.7033172924358522,0.7712007282713236,Birth Per Woman,-2.5000278767520387,Income Composition Of Resources,0.01716841307392225,Status Developed,24.36479465871019,Diphtheria,1.2133457131800616,59.23835134477629
Adult Mortality & Fdi & Schooling & Status Developed,0.7441847712027914,0.7709456222887896,Adult Mortality,-0.03374167082000365,Fdi,0.013025925263413507,Status Developed,1.5700838118030067,Schooling,0.9752469056139366,55.746999893707674
Diphtheria & Hiv/Aids & Schooling & Status Developed,0.7585796656930999,0.7703786891991595,Schooling,0.03223799259233762,Hiv/Aids,-0.7664829905524031,Status Developed,1.7899842862876854,Diphtheria,1.8797370825553394,46.111069161760604
Hepatitis B & Hiv/Aids & Schooling & Status Developed,0.7524664108815318,0.7697682609015921,Schooling,0.010559674472589388,Hiv/Aids,-0.783437788724171,Status Developed,1.933633788776313,Hepatitis B,1.3771464519322685,46.35318448154438
Adult Mortality & Birth Per Woman & Status Developed & Thinness 5-9 Years,0.8050296809445726,0.769386091347594,Adult Mortality,-0.02982040096418482,Birth Per Woman,-3.003650003367503,Status Developed,1.6201679707070071,Thinness 5-9 Years,-0.2925026565800284,84.46048346650485
Alcohol & Birth Per Woman & Hiv/Aids & Status Developed,0.7809237950487664,0.7688221901092932,Alcohol,0.08133886979128516,Birth Per Woman,-3.602930877029948,Status Developed,-0.6760840590330142,Hiv/Aids,2.9632893776995637,80.52855295616149
Gdp & Hiv/Aids & Schooling & Status Developed,0.7621960206921793,0.7687743643380752,Schooling,7.981429971587171e-05,Gdp,-0.834889801282678,Status Developed,1.785292218626825,Hiv/Aids,0.7853890392331112,48.67633520134582
Birth Per Woman & Hiv/Aids & Schooling & Status Developed,0.8300193958075538,0.7686580540566464,Birth Per Woman,-2.5544510750190237,Schooling,-0.6720367255627602,Status Developed,1.0721002606404866,Hiv/Aids,0.9869330270760747,64.91873305522525
Hiv/Aids & Schooling & Status Developed & Under-Five Deaths,0.7534667388853155,0.7685294922653777,Schooling,-0.8223004487756675,Hiv/Aids,1.8460425855156404,Status Developed,1.498073795255708,Under-Five Deaths,-0.0019433756348214981,48.318862974899
Adult Mortality & Population & Status Developed & Water,0.7861943361737964,0.7680792944738882,Adult Mortality,-0.029628811485515348,Water,-2.9594688387258277e-09,Status Developed,3.2114207317513626,Population,0.2565498130894078,52.695362901550716
Hiv/Aids & Measles & Schooling & Status Developed,0.7528220371253092,0.7675805639329452,Schooling,-0.7842562285195853,Hiv/Aids,-1.3709774513738504e-07,Status Developed,1.9283387391516689,Measles,1.5877097374737095,47.225850961108485
Hiv/Aids & Schooling & Status Developed & Total Expenditure,0.7527557105378959,0.7664250604783701,Schooling,-0.8244597465824545,Hiv/Aids,1.7579473610216398,Status Developed,1.9940165562527807,Total Expenditure,0.14726819338850397,48.51315407478228
Birth Per Woman & Hiv/Aids & Measles & Status Developed,0.784625323625968,0.7662257780964294,Birth Per Woman,-3.7439315119870544,Hiv/Aids,-0.6783657081551405,Status Developed,-5.089834399929494e-05,Measles,3.009319087806436,81.46648204604232
Adult Mortality & Percentage Expenditure & Schooling & Status Developed,0.7529781130881337,0.7656233223989115,Adult Mortality,-0.0348669592122493,Schooling,0.00033380327944023715,Status Developed,1.5530380201376284,Percentage Expenditure,0.37127033233123896,56.03017782881462
Birth Per Woman & Diphtheria & Hiv/Aids & Status Developed,0.7838370261092368,0.7652769894885477,Birth Per Woman,-3.59397969167833,Hiv/Aids,0.026470696395017868,Status Developed,-0.6678832953436784,Diphtheria,3.2092528525140698,78.59449683395121
Birth Per Woman & Hiv/Aids & Polio & Status Developed,0.781011907420493,0.7645822390376321,Birth Per Woman,-3.7317300798191173,Hiv/Aids,-0.7008054024731807,Status Developed,0.014174137437568346,Polio,2.728788338921547,80.16667237373348
Hiv/Aids & Percentage Expenditure & Schooling & Status Developed,0.7644169865915602,0.7635451258452551,Schooling,-0.808017206263793,Hiv/Aids,0.0005213742249947639,Status Developed,1.8316269755131842,Percentage Expenditure,0.7480325211537971,48.09176326229782
Adult Mortality & Birth Per Woman & Status Developed & Water,0.8135093816788878,0.763064946416002,Adult Mortality,-0.029031987815054252,Water,-1.5724292518104055,Status Developed,2.7043829523129244,Birth Per Woman,0.1544698482004594,65.6938499110006
Adult Mortality & Population & Schooling & Status Developed,0.7483641806658115,0.7627583868340289,Adult Mortality,-0.03509070378634638,Schooling,-1.320274608408469e-09,Status Developed,1.6109438877225088,Population,0.8640266356888872,55.52205935758088
Adult Mortality & Bmi & Income Composition Of Resources & Status Developed,0.8059797068213034,0.762666484773997,Adult Mortality,-0.03225198432976658,Income Composition Of Resources,0.05541300314584391,Status Developed,26.263122291919135,Bmi,0.7465018451430322,55.7707775500274
Adult Mortality & Gdp & Schooling & Status Developed,0.753992455520508,0.7625009285769107,Adult Mortality,-0.033561059441230015,Schooling,5.722246605247396e-05,Status Developed,1.592156092993756,Gdp,0.4875654693619853,55.225200455468496
Birth Per Woman & Hiv/Aids & Population & Status Developed,0.7826901625316146,0.7621832460491402,Birth Per Woman,-3.692783615556342,Population,-0.6768471587987056,Status Developed,-4.371732975627651e-09,Hiv/Aids,3.7669439615129012,81.1437751496531
Adult Mortality & Birth Per Woman & Military & Status Developed,0.7818231945380137,0.7617779260401545,Adult Mortality,-0.02922377955285002,Military,-3.366487999720404,Status Developed,0.057560363447578256,Birth Per Woman,2.4662217431533,83.77865393054155
Adult Mortality & Diphtheria & Schooling & Status Developed,0.7561964944799763,0.7600388618695899,Adult Mortality,-0.03464959423242822,Schooling,0.02999020727254237,Status Developed,1.523306830866355,Diphtheria,0.6853728770117579,54.152469851513835
Income Composition Of Resources & Status Developed & Thinness 1-19 Years & Water,0.7172857778235691,0.758919367237839,Income Composition Of Resources,19.16790894997939,Water,1.2433940340865504,Status Developed,-0.273740418315422,Thinness 1-19 Years,0.22003323352841297,39.844947260004474
Alcohol & Hiv/Aids & Schooling & Status Developed,0.7569988377601596,0.7573352309687961,Alcohol,-0.10056829855954294,Schooling,-0.7628801672781664,Status Developed,2.0117927527288684,Hiv/Aids,1.7956894167117547,46.58570667761203
