,Training Score,Testing Score,Variable,Coefficent,Other Variable,Coefficent2,y intercept
Birth Per Woman & Total Expenditure,0.6120908596084598,0.6868523333482977,Birth Per Woman,-4.698591842248653,Total Expenditure,0.38371474285296403,80.89732984577499
Income Composition Of Resources & Schooling,0.6548425184246054,0.6846947240002079,Schooling,34.72265884228089,Income Composition Of Resources,0.6883682609470149,38.418716733893135
Birth Per Woman & Schooling,0.6688138732017808,0.6806124487539994,Birth Per Woman,-3.3586927006101797,Schooling,1.0531397129693227,66.3720741753429
Status Developed & Water,0.6530965400872322,0.6773870147143439,Water,3.9932848560247614,Status Developed,0.35847356686876675,39.050191053814586
Thinness 5-9 Years & Water,0.6870096460692741,0.6768768164046848,Water,-0.4982121045662611,Thinness 5-9 Years,0.34724599235458653,42.93531772073362
Diphtheria & Water,0.6221252614641932,0.6755352031051263,Water,0.0365620354683764,Diphtheria,0.36457704456061957,35.993951561041285
Income Composition Of Resources & Status Developed,0.641528125731434,0.6751036848762569,Income Composition Of Resources,41.950394642563026,Status Developed,1.2683571936431242,42.27766377116693
Birth Per Woman & Thinness 5-9 Years,0.6619592219621704,0.6699898217715935,Birth Per Woman,-4.349260539148022,Thinness 5-9 Years,-0.4388946954860016,84.29597288021478
Birth Per Woman & Percentage Expenditure,0.6583336011892147,0.6683660971842389,Birth Per Woman,-4.494457588227532,Percentage Expenditure,0.0010277067772276776,81.87983346578906
Bmi & Water,0.6525213374519956,0.6678414461248404,Water,0.07998302524526156,Bmi,0.3467574396774678,37.65830391284285
Income Composition Of Resources & Thinness 5-9 Years,0.6640671971511358,0.6673512549528815,Income Composition Of Resources,40.653776453954556,Thinness 5-9 Years,-0.3061276445098758,44.607815506641614
Military & Water,0.6183053538093308,0.6658740964758383,Military,-0.18709676973680867,Water,0.3917805558277705,37.1354667970934
Under-Five Deaths & Water,0.6317692411999225,0.6620007089507975,Water,-0.004623818751205772,Under-Five Deaths,0.384108277730714,37.77069596696315
Polio & Water,0.6242809441528868,0.6615502492829491,Water,0.019011358817243775,Polio,0.38412602097327164,35.82863469204643
Percentage Expenditure & Water,0.6663533782391959,0.6600456787257101,Water,0.0009211881971737547,Percentage Expenditure,0.3650592563747778,38.34457194404567
Gdp & Water,0.6671577210843067,0.6599616267033188,Water,0.00014132599502030474,Gdp,0.35451173572226985,39.1622198435679
Birth Per Woman & Bmi,0.6489404057059747,0.6596883808182203,Birth Per Woman,-4.199041058770943,Bmi,0.09161315853746736,78.30341620335969
Birth Per Woman & Water,0.6837611042362252,0.6535551168936367,Water,-2.5601247521488486,Birth Per Woman,0.2115844066809288,59.534647197668384
Birth Per Woman & Infant Deaths,0.6185108108612384,0.6535181558496148,Birth Per Woman,-4.798433352894066,Infant Deaths,-0.004657001394775844,83.61267427399082
Income Composition Of Resources & Percentage Expenditure,0.6543366644623744,0.6512405814716737,Income Composition Of Resources,42.723392926993476,Percentage Expenditure,0.0003852566328007297,41.637903898310284
Population & Water,0.627376379007202,0.6508482804421648,Water,-3.9673501178711205e-09,Population,0.3925959677468863,36.90415636320073
Income Composition Of Resources & Infant Deaths,0.6509328950130622,0.6501064096068473,Income Composition Of Resources,44.74855235398939,Infant Deaths,-0.0017564016161343494,40.56406022999076
Gdp & Income Composition Of Resources,0.6552953393033969,0.6498859616557618,Income Composition Of Resources,5.697636630687203e-05,Gdp,42.66569441419022,41.49255084172857
Income Composition Of Resources & Polio,0.655315629205611,0.6476489600377962,Income Composition Of Resources,43.66911770060734,Polio,0.029923294905167222,38.68116342371307
Adult Mortality & Bmi,0.6386701563000121,0.6443443099121919,Adult Mortality,-0.04172948094398781,Bmi,0.1673900785644908,70.34528838362789
Bmi & Income Composition Of Resources,0.6739657512826942,0.6417845699269636,Income Composition Of Resources,0.07639112756432301,Bmi,38.82424303552696,41.553874269959934
Birth Per Woman & Status Developed,0.6382761129648924,0.6403289719134374,Birth Per Woman,-4.503672533714906,Status Developed,3.3505560049037344,81.91914069789375
Birth Per Woman & Military,0.6180747200161885,0.6400326567234609,Military,-4.946403808750815,Birth Per Woman,0.08220214094882965,83.83195735887476
Adult Mortality & Gdp,0.5866295284767241,0.6376457763649083,Adult Mortality,-0.04584879758604008,Gdp,0.00021110678534744205,76.11975067806539
Alcohol & Income Composition Of Resources,0.6582890318095012,0.6333520198630846,Income Composition Of Resources,-0.13550989133553737,Alcohol,46.662091846616754,39.959729175836095
Birth Per Woman & Under-Five Deaths,0.62814860450082,0.6272391625992275,Birth Per Woman,-4.78462912605849,Under-Five Deaths,-0.003613171693048081,83.68568178444475
Adult Mortality & Status Developed,0.5838768822945848,0.6257575271719201,Adult Mortality,-0.046157007680145516,Status Developed,6.191921714018434,76.3283537023407
Birth Per Woman & Hepatitis B,0.6240459542915655,0.625564605784341,Birth Per Woman,-4.669317869056804,Hepatitis B,0.02037417306035712,81.58870358250758
Fdi & Water,0.6358872452579807,0.6249364958752508,Water,0.01764105305224865,Fdi,0.3900611890103199,36.79252334256394
Birth Per Woman & Fdi,0.6240678325302923,0.6248000355322957,Birth Per Woman,-4.857020059598145,Fdi,0.013484589595998155,83.67379743744851
Alcohol & Water,0.6391240291481621,0.6247185212249559,Water,0.20642097317497052,Alcohol,0.3754255498501591,37.19206416893436
Adult Mortality & Total Expenditure,0.5216267810663664,0.6220390191249537,Adult Mortality,-0.05101916338045373,Total Expenditure,0.4676534283864489,75.42541646204826
Hepatitis B & Income Composition Of Resources,0.6619533581054985,0.6191065040234446,Income Composition Of Resources,0.010679196438284572,Hepatitis B,44.95447784848985,39.45336026413475
Adult Mortality & Alcohol,0.6130651076649265,0.6179968925469017,Adult Mortality,-0.04732865132758904,Alcohol,0.6753514675128018,74.3348450054254
Adult Mortality & Infant Deaths,0.5397257499555481,0.6174471812918638,Adult Mortality,-0.051300589261314984,Infant Deaths,-0.009970874629680167,78.73718658888946
Birth Per Woman & Population,0.6262487177643742,0.6172151293004344,Birth Per Woman,-4.839392295300509,Population,-3.801013361895491e-09,83.76906819145152
Measles & Water,0.6360080010629052,0.6151570840502295,Water,-1.004905091843841e-05,Measles,0.38810791729012784,37.21137019137232
Income Composition Of Resources & Measles,0.6622736098027263,0.6145691875029535,Income Composition Of Resources,45.565462252169425,Measles,3.571644702063482e-06,39.954497356445714
Total Expenditure & Water,0.6466275898244465,0.6121072385024153,Water,0.33952632358814977,Total Expenditure,0.3891190245431333,35.11486327467617
Diphtheria & Income Composition Of Resources,0.6659044472438636,0.6109150536602417,Income Composition Of Resources,0.04070135631658502,Diphtheria,43.57789697829128,37.65248722238505
Income Composition Of Resources & Thinness 1-19 Years,0.6776730906953635,0.609733448444586,Income Composition Of Resources,43.0407788841129,Thinness 1-19 Years,-0.2074457846106487,42.4880088579332
Income Composition Of Resources & Under-Five Deaths,0.6673831434818722,0.6095444802208447,Income Composition Of Resources,44.4063753355319,Under-Five Deaths,-0.0023988075368410237,40.747047967978745
Birth Per Woman & Thinness 1-19 Years,0.6767038663187114,0.604614756235808,Birth Per Woman,-4.435459255346183,Thinness 1-19 Years,-0.43447385621512763,84.67737968889656
Bmi & Hiv/Aids,0.5596263130825971,0.6040440508979599,Hiv/Aids,0.19989974006973363,Bmi,-0.9210854192820511,64.11170663636447
Hepatitis B & Water,0.6414824211973622,0.6036909064396954,Water,0.01071983806405911,Hepatitis B,0.398609029247351,35.35254179456595
Income Composition Of Resources & Population,0.6663978198377181,0.6025657792197179,Income Composition Of Resources,45.19273331085198,Population,8.577098938701265e-10,40.090738204719564
Birth Per Woman & Measles,0.633647247304307,0.6025450617053429,Birth Per Woman,-4.893619595039751,Measles,-4.4574838239255816e-05,83.78789775637487
Birth Per Woman & Diphtheria,0.6403873892295143,0.5935270723997548,Birth Per Woman,-4.588391770056443,Diphtheria,0.037075426913773364,79.84430337257245
Alcohol & Birth Per Woman,0.6366607568228686,0.5901768910123716,Birth Per Woman,0.10817683662619673,Alcohol,-4.712412917457827,82.74015958635809
Adult Mortality & Fdi,0.5210930786299686,0.5874548564863129,Adult Mortality,-0.051958202296571,Fdi,0.018941569719379006,78.1720574476638
Birth Per Woman & Polio,0.6339415004395017,0.5869032350838903,Birth Per Woman,-4.823319975274227,Polio,0.01909512938347933,81.91783498969849
Adult Mortality & Population,0.5197450601579992,0.5842340872429999,Adult Mortality,-0.05056029634832402,Population,-7.079947258962921e-09,78.39537975496822
Schooling & Thinness 5-9 Years,0.5654625419602983,0.582070610184388,Schooling,2.091347930457532,Thinness 5-9 Years,-0.28761912476506485,45.46943369826956
Adult Mortality & Percentage Expenditure,0.5962416166440561,0.577860541480989,Adult Mortality,-0.04717568161328063,Percentage Expenditure,0.0011714604315994615,76.79046759459831
Infant Deaths & Water,0.6573857597521436,0.5775658736063051,Water,-0.006414525644690996,Infant Deaths,0.3903813561569701,37.36220972886746
Schooling & Under-Five Deaths,0.5381604654601488,0.5743984147075306,Schooling,2.320215304744018,Under-Five Deaths,-0.0006356908274052439,41.233509108857895
Adult Mortality & Hiv/Aids,0.5706701212716782,0.5687214490379289,Adult Mortality,-0.042746257970428095,Hiv/Aids,-0.3703421192354934,77.62682590672273
Population & Schooling,0.5390176961431081,0.5684134905172633,Schooling,2.118577869800329e-09,Population,2.3534543095162133,40.520414060016435
Measles & Schooling,0.5414368537526644,0.566503912538455,Schooling,2.0110585344015434e-05,Measles,2.3530730488426466,40.698530163834846
Schooling & Thinness 1-19 Years,0.5664897779716042,0.5640278438469668,Schooling,2.1559087578369307,Thinness 1-19 Years,-0.2873244861321204,44.568714274819754
Adult Mortality & Thinness 1-19 Years,0.6382371002669163,0.561906007191344,Adult Mortality,-0.045563492018912015,Thinness 1-19 Years,-0.5983027729103251,80.29057295495959
Adult Mortality & Thinness 5-9 Years,0.6323391423645696,0.5598301036363136,Adult Mortality,-0.04570118565828239,Thinness 5-9 Years,-0.587057558855317,80.24644142201025
Military & Schooling,0.5439878642334547,0.5543122309496245,Military,0.13144508392446488,Schooling,2.354294266741311,40.626916334686946
Bmi & Schooling,0.5886057921312817,0.5502876974423638,Schooling,0.10175268934479546,Bmi,1.9616399470832506,41.91371068553985
Gdp & Schooling,0.5640981044724758,0.5458446288349583,Schooling,8.917481049463618e-05,Gdp,2.1866542598875807,42.28141551438485
Adult Mortality & Diphtheria,0.5961073232781263,0.5420321479694301,Adult Mortality,-0.04633007913593614,Diphtheria,0.10818337808755142,68.3558287169371
Diphtheria & Schooling,0.5672580005377166,0.5402702912550279,Schooling,0.050446878814520174,Diphtheria,2.2096787680707752,38.209809318682844
Hepatitis B & Schooling,0.5529595390335941,0.5392591527178239,Schooling,0.020645254542454045,Hepatitis B,2.3612120185332,38.878848396277796
Alcohol & Hiv/Aids,0.5159969810331522,0.5384471142836091,Hiv/Aids,0.8506337268380926,Alcohol,-1.00780833689329,67.57746856672779
Hiv/Aids & Thinness 5-9 Years,0.5177997251177427,0.5332884619944402,Thinness 5-9 Years,-0.8871860655612143,Hiv/Aids,-0.7353798607183997,75.09226730706075
Adult Mortality & Measles,0.5463889684461982,0.5310267648628488,Adult Mortality,-0.051403065993697615,Measles,-6.463936229097657e-05,78.5632942496269
Polio & Schooling,0.5626850417881786,0.5272594593047373,Schooling,0.03659231935876846,Polio,2.2654291071186905,38.711350365934834
Gdp & Hiv/Aids,0.5141379979066274,0.5265733692568939,Gdp,0.00028216935216597664,Hiv/Aids,-0.9733132276835376,69.84815454843681
Hiv/Aids & Thinness 1-19 Years,0.5257707494022911,0.5215299965004271,Thinness 1-19 Years,-0.9333275877128707,Hiv/Aids,-0.7550608379720536,75.26646026449683
Alcohol & Schooling,0.5593345755614801,0.5205344834281308,Schooling,-0.12322198697334749,Alcohol,2.464241307508632,40.05430398831444
Percentage Expenditure & Schooling,0.5716761005581152,0.5163071476372043,Schooling,0.000530821194458816,Percentage Expenditure,2.1861383564545336,42.5319205379472
Schooling & Status Developed,0.5679720379948933,0.5119152551746526,Schooling,2.242930470515297,Status Developed,1.7130781191560371,41.7482605333361
Fdi & Schooling,0.564522418722635,0.5070985820396609,Fdi,0.02006874777097251,Schooling,2.3524718984698727,40.56209033589056
Schooling & Total Expenditure,0.560545110473671,0.5025643944706039,Schooling,2.3901672065334347,Total Expenditure,-0.019890821772357046,40.474499405314006
Infant Deaths & Schooling,0.5618901181893285,0.49834294708445703,Schooling,-0.0008060681222026485,Infant Deaths,2.3712204258950087,40.58575032452876
Hiv/Aids & Status Developed,0.5102162598779647,0.49031569208750986,Hiv/Aids,-0.9357921338900419,Status Developed,8.868493214530568,69.95641130006325
Adult Mortality & Under-Five Deaths,0.587898893497197,0.4812582240360256,Adult Mortality,-0.05145614543164896,Under-Five Deaths,-0.007910133691963,78.84238700704789
Adult Mortality & Polio,0.6036210520806613,0.4765466019078263,Adult Mortality,-0.04823045289296687,Polio,0.07935597779710167,71.12022577398807
Adult Mortality & Hepatitis B,0.5773876429268524,0.47352092262213363,Adult Mortality,-0.05174527553635943,Hepatitis B,0.04199670522483849,75.14787411789271
Adult Mortality & Military,0.5539088475110456,0.4589781864919604,Adult Mortality,-0.05308797066857268,Military,-0.25016215471228154,79.42349868712168
Hiv/Aids & Infant Deaths,0.3939794632618141,0.44954691495171695,Hiv/Aids,-1.018215239163956,Infant Deaths,-0.015265879806115643,72.48198431263766
Diphtheria & Hiv/Aids,0.463713199669244,0.4445526183877128,Hiv/Aids,0.1332015032292451,Diphtheria,-0.954786089170543,60.191462870906015
Hiv/Aids & Percentage Expenditure,0.5198850967857799,0.4315261896350726,Hiv/Aids,-1.0054959703193938,Percentage Expenditure,0.0017008806489443426,70.59732316254271
Bmi & Status Developed,0.39568465143577447,0.4269071156488888,Bmi,0.2176074121378206,Status Developed,6.566701780112601,60.533542613327725
Hiv/Aids & Polio,0.45963826345334524,0.42251146927900984,Hiv/Aids,-0.948624333868519,Polio,0.10912870166852481,62.56100455304796
Bmi & Population,0.2977949247126249,0.40710954885170625,Population,0.24858733606800287,Bmi,2.0706723723880413e-09,60.42994728444271
Hepatitis B & Hiv/Aids,0.40325279909319806,0.40676111737743675,Hiv/Aids,0.054749336191852196,Hepatitis B,-1.0193299292238607,67.44645905010182
Hiv/Aids & Total Expenditure,0.4241714956529471,0.40595858324828193,Hiv/Aids,-1.1376640534643516,Total Expenditure,0.7234539193503774,67.5232370045136
Hiv/Aids & Under-Five Deaths,0.4208953596060045,0.39864740933740506,Hiv/Aids,-1.1121879572735642,Under-Five Deaths,-0.01162503328134274,72.36109326111902
Bmi & Thinness 5-9 Years,0.37961331702717827,0.3931024773749008,Thinness 5-9 Years,0.18975891035246462,Bmi,-0.5554609438513732,65.3654728018461
Bmi & Thinness 1-19 Years,0.38224960861921364,0.390137817863567,Thinness 1-19 Years,0.19724888466857143,Bmi,-0.5462834860785555,64.81257058231604
Bmi & Polio,0.3847468379995582,0.38195278086459283,Polio,0.23424728927916763,Bmi,0.09360721137421274,53.14071814907574
Fdi & Hiv/Aids,0.3850646496564918,0.37994659512359047,Fdi,0.032940615239567,Hiv/Aids,-1.0781729260420434,71.33179693394892
Hiv/Aids & Measles,0.3895717389390573,0.37543308602445935,Hiv/Aids,-1.038368822714246,Measles,-6.450220223839984e-05,71.91186377538455
Hiv/Aids & Population,0.38420658341520275,0.3734068662168248,Population,-1.0944377086673456,Hiv/Aids,-7.58973493580678e-09,71.94377025647026
Hiv/Aids & Military,0.3784860104162836,0.37185698741869044,Military,-1.091714172881524,Hiv/Aids,-0.07742896642036318,71.78126469341505
Bmi & Hepatitis B,0.3302078184670545,0.3710747189229057,Bmi,0.24461801142444548,Hepatitis B,0.04587505039283025,57.00663975854037
Bmi & Diphtheria,0.4067622945411282,0.3668868024998425,Diphtheria,0.23739985616381812,Bmi,0.116985811380872,50.76803964638374
Bmi & Percentage Expenditure,0.4133349303050174,0.366598528342939,Bmi,0.24292364557584395,Percentage Expenditure,0.0012673300870811313,59.29611709359302
Bmi & Military,0.3153524648394116,0.3639164368872346,Military,0.25636774146356694,Bmi,-0.24999730257782496,60.53474986296508
Bmi & Gdp,0.43273743187938574,0.362749441254419,Gdp,0.22790501182149447,Bmi,0.00023425741193423155,59.485727904688545
Percentage Expenditure & Thinness 1-19 Years,0.31921791246833564,0.36036608377700474,Thinness 1-19 Years,0.0013528655025694045,Percentage Expenditure,-0.8719475435335555,72.86768865650775
Status Developed & Thinness 5-9 Years,0.3368634027723756,0.35141578974009524,Thinness 5-9 Years,8.019257760063804,Status Developed,-0.7540721384734876,72.0102701264847
Gdp & Thinness 1-19 Years,0.3431723270251674,0.34909016601125653,Thinness 1-19 Years,0.00025608051431458436,Gdp,-0.7754042034262548,71.89644373257013
Polio & Thinness 5-9 Years,0.3030629670272835,0.3457243420461117,Thinness 5-9 Years,0.11164722320048655,Polio,-0.8721528173346135,64.40408659503274
Percentage Expenditure & Thinness 5-9 Years,0.3276311537053833,0.34280742801045044,Thinness 5-9 Years,0.001317082531956797,Percentage Expenditure,-0.8699925778697286,72.81536015990532
Bmi & Infant Deaths,0.3258628388242051,0.3404915866009314,Bmi,0.2559303559793423,Infant Deaths,-0.003064292719243723,60.23955935730771
Diphtheria & Thinness 1-19 Years,0.3095366925138001,0.3394003058666417,Thinness 1-19 Years,0.11692516568878936,Diphtheria,-0.8005601972440684,63.8487993247564
Bmi & Under-Five Deaths,0.3332103952448834,0.32874366466046157,Under-Five Deaths,0.2558320206690359,Bmi,-0.0035534124168841376,60.23515020413281
Alcohol & Bmi,0.3954130549820075,0.326691194500629,Bmi,0.561558938687243,Alcohol,0.22849117166041946,58.3080893722315
Bmi & Measles,0.3302812600130737,0.3192703060811105,Bmi,0.26705307455692634,Measles,1.6044155304071715e-06,59.523674356152654
Polio & Thinness 1-19 Years,0.316237731695458,0.3143780663957112,Thinness 1-19 Years,0.11088040711390688,Polio,-0.8372151771487544,64.61917857897797
Diphtheria & Gdp,0.299132243657117,0.31313702934337617,Gdp,0.13356433685216454,Diphtheria,0.00029811210624572176,56.73791655469909
Bmi & Fdi,0.33678045844453497,0.3112566948959341,Fdi,0.265911208832039,Bmi,0.014556356839344978,59.44836828562994
Gdp & Thinness 5-9 Years,0.3597536006410994,0.3092615352373983,Thinness 5-9 Years,0.00023057002471861993,Gdp,-0.8415664013107057,72.34246137445507
Alcohol & Thinness 5-9 Years,0.3072728390755387,0.3080319299088683,Thinness 5-9 Years,0.5899469105111851,Alcohol,-0.786151623533416,70.61838996126865
Status Developed & Thinness 1-19 Years,0.347334221509347,0.3016521302253038,Thinness 1-19 Years,7.282409264654847,Status Developed,-0.8598724363517182,72.77703965412955
Diphtheria & Thinness 5-9 Years,0.33100221330067925,0.29638843485075705,Thinness 5-9 Years,0.11677613928263407,Diphtheria,-0.8781667780905575,64.12320989160797
Percentage Expenditure & Polio,0.2537958699261549,0.295366949059818,Polio,0.0016934002140501314,Percentage Expenditure,0.12130452284906039,58.398710478431695
Polio & Status Developed,0.2662078673328001,0.2938406740935571,Polio,0.10769836762813605,Status Developed,9.392906766517783,59.17900857693098
Bmi & Total Expenditure,0.34181425409509314,0.2919576815214533,Total Expenditure,0.26989439851525987,Bmi,0.13053241107998825,58.6136903007418
Percentage Expenditure & Status Developed,0.24785289868610005,0.2877171683014703,Percentage Expenditure,0.0012956246895819146,Status Developed,7.771747905815133,67.56555159118389
Alcohol & Thinness 1-19 Years,0.3064691550189672,0.2844094332839586,Thinness 1-19 Years,0.6035706042917491,Alcohol,-0.771690286534197,70.478118843667
Alcohol & Gdp,0.25907891906876657,0.279745784239957,Gdp,0.6558235174452131,Alcohol,0.00021542254193395306,65.29594667013586
Hepatitis B & Thinness 1-19 Years,0.2578850051537315,0.2797335108911577,Thinness 1-19 Years,0.03801916589395056,Hepatitis B,-0.9251322633641175,71.12291729283203
Alcohol & Diphtheria,0.27175310728821,0.267100733058658,Diphtheria,0.7890096611329882,Alcohol,0.13455464023072244,54.57731219102777
Infant Deaths & Thinness 1-19 Years,0.24846910620094875,0.266261923982135,Thinness 1-19 Years,0.008504771282892587,Infant Deaths,-1.1179175553028506,74.65761402622525
Gdp & Military,0.17265892793367332,0.2645604214470004,Military,0.0003196071102403553,Gdp,0.16322648266869652,67.53940459402193
Hepatitis B & Thinness 5-9 Years,0.26807380987511753,0.26408821762858437,Thinness 5-9 Years,0.04041770766400474,Hepatitis B,-0.9477046919791341,71.21672957030941
Alcohol & Polio,0.24680013499844444,0.2583581348554014,Polio,0.7664323931361086,Alcohol,0.11252380894934584,56.550727737245516
Military & Thinness 5-9 Years,0.25015135438544434,0.2542517843404265,Military,0.12828889264638024,Thinness 5-9 Years,-0.9752397600835219,74.39815633486889
Thinness 1-19 Years & Thinness 5-9 Years,0.2590224874786773,0.25152440504307083,Thinness 5-9 Years,-0.43691147721569384,Thinness 1-19 Years,-0.544294998682118,74.8078417083382
Thinness 1-19 Years & Total Expenditure,0.25097208635241997,0.25077838927842944,Thinness 1-19 Years,-0.9874402464451222,Total Expenditure,0.21444532654097923,73.14383247279741
Gdp & Status Developed,0.27453484367055814,0.2504774607240017,Gdp,0.0002000311803557166,Status Developed,7.25409210248899,67.58182798153335
Infant Deaths & Thinness 5-9 Years,0.25717744788897046,0.2485101113985443,Thinness 5-9 Years,0.0035816114694846982,Infant Deaths,-1.0755554387636104,74.6894372662544
Diphtheria & Percentage Expenditure,0.2946850911877278,0.2481863510333442,Diphtheria,0.15087672773944566,Percentage Expenditure,0.0017495090763902782,55.75370598829177
Fdi & Thinness 1-19 Years,0.25177682852098515,0.24797335421242772,Fdi,0.02623654919697978,Thinness 1-19 Years,-0.9734292043199616,74.28099530010415
Thinness 5-9 Years & Under-Five Deaths,0.2536137320817826,0.24462823946025392,Thinness 5-9 Years,-1.1448788793613591,Under-Five Deaths,0.00582457684671805,74.99604654180017
Gdp & Polio,0.29442456859934385,0.24450722258472601,Gdp,0.00029909471513918097,Polio,0.12650681769892044,57.32800168816392
Alcohol & Percentage Expenditure,0.24859762371169222,0.2438524242958886,Percentage Expenditure,0.6833509066915537,Alcohol,0.0014183745830178033,65.35164213434561
Fdi & Thinness 5-9 Years,0.2579895789594564,0.24219996000634203,Fdi,0.025763556691510304,Thinness 5-9 Years,-0.9648488090357137,74.35411290934464
Status Developed & Total Expenditure,0.20027795302322063,0.23994213864940636,Total Expenditure,10.22705125144091,Status Developed,0.3260937054537841,66.05471221998407
Thinness 1-19 Years & Under-Five Deaths,0.2461908000261389,0.2376093305721958,Thinness 1-19 Years,-1.0329328218727138,Under-Five Deaths,0.0003624695764568413,74.47764287655632
Status Developed & Under-Five Deaths,0.2233174913974194,0.23416386348654528,Under-Five Deaths,10.339186721846394,Status Developed,-0.008503752507437859,68.45547431284191
Fdi & Status Developed,0.18537144953120743,0.23246492679645248,Fdi,0.007344695451687162,Status Developed,10.047058877429494,68.39093279993065
Diphtheria & Status Developed,0.3080946880526133,0.2319686424834153,Diphtheria,0.14478340473886964,Status Developed,9.154142106432001,55.82529905198386
Population & Thinness 1-19 Years,0.2766086484009682,0.231148162699214,Thinness 1-19 Years,1.710954119613954e-08,Population,-1.1016118125302883,74.94799079632584
Thinness 5-9 Years & Total Expenditure,0.2607723828900468,0.229961386237969,Thinness 5-9 Years,-0.9476670085762662,Total Expenditure,0.37800202484511297,72.0497482392458
Hepatitis B & Percentage Expenditure,0.21615676334334855,0.22865969021761154,Hepatitis B,0.07829618985858791,Percentage Expenditure,0.0020026210996290936,62.130576215498664
Gdp & Infant Deaths,0.21537317170889236,0.22545612246670432,Gdp,0.00031517442470775674,Infant Deaths,-0.008620066564092406,68.25036391657886
Infant Deaths & Status Developed,0.21634659375198118,0.223513073308219,Infant Deaths,-0.009543567169851578,Status Developed,10.20967262771322,68.63724098020711
Population & Thinness 5-9 Years,0.2868794043512518,0.2154659420271264,Thinness 5-9 Years,1.585446520445434e-08,Population,-1.1184704638929934,74.95538504234418
Diphtheria & Total Expenditure,0.1566414164823855,0.21493413743309245,Diphtheria,0.16087217348432062,Total Expenditure,0.518675898153371,53.10585772298617
Percentage Expenditure & Under-Five Deaths,0.1919875285492042,0.21171106656303562,Under-Five Deaths,0.0019803456351334377,Percentage Expenditure,-0.007058193269521318,68.54638329053729
Alcohol & Population,0.16922429036010822,0.21095959532346475,Population,0.9058551798428277,Alcohol,-4.39694492620597e-10,65.40363032154895
Population & Status Developed,0.19806386582417523,0.2098942878466692,Population,-1.104252230497931e-09,Status Developed,10.498398001470045,67.92248422874609
Hepatitis B & Status Developed,0.23506026266136748,0.20279525975600632,Hepatitis B,0.055332953816182424,Status Developed,10.524431701710599,63.65729892001763
Gdp & Measles,0.20004239849906047,0.20182530266839097,Gdp,0.00032132984243143193,Measles,-4.721607861374228e-05,68.05894256431347
Alcohol & Fdi,0.1826170629941205,0.20128053493249265,Fdi,0.9076023907765828,Alcohol,0.03827928312787992,65.06473418026061
Percentage Expenditure & Total Expenditure,0.1737044272513215,0.19982754922215462,Total Expenditure,0.001896364529466684,Percentage Expenditure,0.39287691888996706,66.26835298362477
Gdp & Total Expenditure,0.21187382102245322,0.1987845076243019,Gdp,0.0003256550783195393,Total Expenditure,0.3122173227584681,66.06520157157766
Measles & Thinness 1-19 Years,0.26143220629258435,0.19801739420608244,Thinness 1-19 Years,2.9357302445613903e-06,Measles,-1.0385265506996368,74.87149915863775
