,Training Score,Testing Score,Variable,Coefficent,Other Variable,Coefficent2,y intercept
Hiv/Aids & Infant Deaths,0.42025439831082073,0.3809787379861108,Hiv/Aids,-1.0534035669490358,Infant Deaths,-0.011332729731005844,72.21888812804671
Hiv/Aids & Under-Five Deaths,0.41419738354480407,0.431005828453329,Hiv/Aids,-1.051333114708359,Under-Five Deaths,-0.009700956428806506,72.36226576403807
Hiv/Aids & Measles,0.4115820456029375,0.3052310980696944,Hiv/Aids,-1.062385106922038,Measles,-4.927495244510811e-05,72.16889352657441
Bmi & Diphtheria,0.40730585527861995,0.3623940782778843,Diphtheria,0.23698856098288418,Bmi,0.12350248929568111,50.3380659680617
Hepatitis B & Hiv/Aids,0.40120772300485147,0.41027523792806875,Hiv/Aids,0.060865934859651714,Hepatitis B,-0.9869023598784653,66.9482152619348
Bmi & Thinness 5-9 Years,0.3940794011860651,0.3479522389529073,Bmi,0.19164901075387367,Thinness 5-9 Years,-0.6021603094494881,65.31072323300415
Bmi & Polio,0.3926884042567709,0.3657390063629449,Polio,0.24332183566698606,Bmi,0.0960807318549835,52.53228034303898
Bmi & Thinness 1-19 Years,0.37377727924353854,0.41403939639023335,Thinness 1-19 Years,0.19797138641092313,Bmi,-0.5425808112039229,64.74107726954088
Bmi & Under-Five Deaths,0.3508859169736739,0.2567698903757879,Under-Five Deaths,0.26601800699256023,Bmi,-0.003672558104241201,59.56447776796733
Bmi & Measles,0.3304383689808924,0.3190689922044083,Bmi,0.267075399558147,Measles,8.484369456316732e-06,59.512377057174405
Diphtheria & Thinness 5-9 Years,0.33041771438112644,0.2899450912361472,Diphtheria,0.10378550804260797,Thinness 5-9 Years,-0.9258946386566483,65.35884534821426
Diphtheria & Thinness 1-19 Years,0.32733478288317586,0.2820626073286171,Thinness 1-19 Years,0.11615125620979423,Diphtheria,-0.9256727809252481,64.46563834767514
Bmi & Infant Deaths,0.3236340962095816,0.342633966303761,Bmi,0.252356338385025,Infant Deaths,-0.00332666768281591,60.222537916965166
Bmi & Hepatitis B,0.32357547783272245,0.40259649810001286,Bmi,0.25139560254729065,Hepatitis B,0.03975251071414885,57.021363872046365
Polio & Thinness 1-19 Years,0.3234369880876313,0.2946077926419206,Thinness 1-19 Years,0.10134636539164048,Polio,-0.9070421902374814,65.7908881867096
Polio & Thinness 5-9 Years,0.31905383602997317,0.3030672871582454,Polio,0.10254692602460505,Thinness 5-9 Years,-0.8947920440268902,65.4889202446591
Thinness 1-19 Years & Thinness 5-9 Years,0.278928658063347,0.17521682598321386,Thinness 1-19 Years,-0.551506323074598,Thinness 5-9 Years,-0.5917040029520174,75.28996193331882
Infant Deaths & Thinness 5-9 Years,0.27335084115399344,0.20599538534612272,Infant Deaths,0.00806720063882722,Thinness 5-9 Years,-1.1440272742219422,75.19296409183129
Measles & Thinness 5-9 Years,0.26641335445283365,0.19180787879272101,Measles,-1.976951695772297e-05,Thinness 5-9 Years,-1.0351049992946262,74.78426619491685
Thinness 5-9 Years & Under-Five Deaths,0.266190769727083,0.2107175939365865,Under-Five Deaths,-1.101185682198374,Thinness 5-9 Years,0.0051085376027545214,74.90703520053634
Hepatitis B & Thinness 5-9 Years,0.26568795986739013,0.26999968394636453,Hepatitis B,0.045406397722031214,Thinness 5-9 Years,-0.9314374995596223,70.63519368146825
Measles & Thinness 1-19 Years,0.2588184448243299,0.21011165742877946,Thinness 1-19 Years,5.901450516225125e-06,Measles,-1.0331480252207255,74.749325771397
Thinness 1-19 Years & Under-Five Deaths,0.25418414449160187,0.23341698428586,Thinness 1-19 Years,-1.0607967516059538,Under-Five Deaths,0.0016969135655850627,74.83520325052268
Hepatitis B & Thinness 1-19 Years,0.2500726236851091,0.2954123085427113,Thinness 1-19 Years,0.04762051579099769,Hepatitis B,-0.8719123188127552,70.42766044777483
Infant Deaths & Thinness 1-19 Years,0.2415951896117038,0.28546508783230207,Thinness 1-19 Years,0.00479569337866308,Infant Deaths,-1.0552326952768059,74.61997583861186
Diphtheria & Under-Five Deaths,0.17968868591562825,0.13433656746949685,Diphtheria,0.1573845734305824,Under-Five Deaths,-0.007951786230716514,56.77615137595999
Polio & Under-Five Deaths,0.16951008473353957,0.09430327123244331,Polio,0.14692292465945328,Under-Five Deaths,-0.008397477396582873,58.00349380902108
Diphtheria & Infant Deaths,0.16746915577419907,0.16309435004553308,Diphtheria,0.15734694993762102,Infant Deaths,-0.009229086978145656,56.85853549577379
Diphtheria & Hepatitis B,0.1644273624589031,0.1135137106280717,Diphtheria,0.16602543362821087,Hepatitis B,0.00923710136302069,55.108284987499424
Measles & Polio,0.15513979937520517,0.06413919065463747,Polio,-4.2272169340512124e-05,Measles,0.15637006940428588,57.06107637701593
Infant Deaths & Polio,0.15057516653921021,0.13380171395507268,Polio,-0.008491094959823794,Infant Deaths,0.1396491530938601,58.603041801098136
Diphtheria & Measles,0.1500650904616868,0.16470941514078252,Diphtheria,0.16300051163077794,Measles,-4.9940475659767975e-05,56.28128146993707
Diphtheria & Polio,0.1392478864349369,0.26264319558077864,Diphtheria,0.09612811090301872,Polio,0.07286748790184397,55.7033027899501
Infant Deaths & Under-Five Deaths,0.13868296953621173,0.12721700523009738,Under-Five Deaths,0.2633921103309672,Infant Deaths,-0.20544360491407346,70.64905123430174
Hepatitis B & Polio,0.13562962677973867,0.1310468723128858,Polio,0.03550883337942121,Hepatitis B,0.12853155781971334,56.29896233936453
Hepatitis B & Under-Five Deaths,0.0758686687458906,0.0778837087914982,Under-Five Deaths,0.0671468450345054,Hepatitis B,-0.009065292497575065,65.12132369804483
Hepatitis B & Infant Deaths,0.07155039942451913,0.03848936715828011,Hepatitis B,0.06129803070807916,Infant Deaths,-0.013378043345126718,65.260383071541
Hepatitis B & Measles,0.06081427434770669,0.03608412922941451,Measles,0.08064020573665143,Hepatitis B,-5.733148734161379e-05,63.6900566952474
Measles & Under-Five Deaths,0.04934858104851736,0.03820729619778774,Under-Five Deaths,2.8066561058770934e-05,Measles,-0.013063982990023534,70.42564141517946
Infant Deaths & Measles,0.04405525508289998,0.014211464002966134,Measles,-0.015657636748694352,Infant Deaths,2.941233514149744e-05,70.38100030713166
