,Training Score,Testing Score,Variable,Coefficent,Other Variable,Coefficent2,Other Variable2,Coefficent3,Other Variable3,Coefficent4,y intercept
Birth Per Woman & Population & Total Expenditure & Water,0.7052109438917887,0.6236973007447315,Population,-2.727644755927873,Total Expenditure,-3.0946007343101096e-09,Water,0.35319234646214576,Birth Per Woman,0.1992642792172494,58.78234598647905
Birth Per Woman & Gdp & Military & Water,0.7030718908435671,0.7170214256019433,Gdp,-2.528619938341922,Water,0.00013406542340773755,Military,0.019713734827735745,Birth Per Woman,0.1860753299009657,60.51848909660248
Birth Per Woman & Fdi & Gdp & Water,0.7027487438190101,0.7191709956795411,Fdi,-2.382542676633437,Water,0.014383642782842564,Birth Per Woman,0.00013167986898037748,Gdp,0.19756270049441357,59.17803737253444
Gdp & Military & Schooling & Water,0.700420101602446,0.6655393611799011,Schooling,9.882068711844281e-05,Water,-0.010399538325476248,Military,0.8000705420009769,Gdp,0.28808502055880625,35.0633170907497
Birth Per Woman & Military & Percentage Expenditure & Schooling,0.7002045246177102,0.6576437005687572,Percentage Expenditure,-3.3493546177135767,Birth Per Woman,0.2184376170133895,Military,0.0006817495710854939,Schooling,0.8783139517504189,67.70100463111126
Percentage Expenditure & Schooling & Total Expenditure & Water,0.699870700651359,0.6745201208824589,Percentage Expenditure,0.0006088761084176051,Total Expenditure,0.8417800632126566,Water,0.06310613832478548,Schooling,0.281319088830354,34.8783823306559
Percentage Expenditure & Population & Schooling & Water,0.6982510417576426,0.6764706854897461,Percentage Expenditure,0.0006341999564650902,Water,-1.8254100839679601e-09,Schooling,0.9004472595442474,Population,0.2678094318771384,35.66281841906329
Birth Per Woman & Gdp & Percentage Expenditure & Schooling,0.6970872615812121,0.6628404593044797,Percentage Expenditure,-3.4231242104794766,Birth Per Woman,9.776571292696122e-05,Schooling,0.00014833320456794522,Gdp,0.8133820207712826,68.7916729434035
Alcohol & Birth Per Woman & Gdp & Schooling,0.6961653635828949,0.6970836444026914,Alcohol,-0.20459747226425803,Birth Per Woman,-3.3664452965184104,Schooling,0.0001194741623540685,Gdp,0.9497953759642008,68.05453776274426
Fdi & Percentage Expenditure & Schooling & Water,0.6960362473160612,0.688023583504096,Percentage Expenditure,0.015102390235936361,Water,0.00057904737814785,Fdi,0.8892266564779076,Schooling,0.2761048179608094,34.94099406816147
Gdp & Percentage Expenditure & Schooling & Water,0.6953368122381753,0.6854813803964576,Percentage Expenditure,4.461119727378453e-05,Water,0.0002601981675098671,Schooling,0.8956128948546064,Gdp,0.27061873780830065,35.47892135377947
Alcohol & Fdi & Schooling & Water,0.6943742750333443,0.6461680810614445,Alcohol,-0.11259972504077541,Water,0.015042862603811281,Fdi,1.165120469829258,Schooling,0.272126346890541,32.96174079387668
Birth Per Woman & Schooling & Total Expenditure & Water,0.694248685027255,0.7289341800804481,Schooling,-1.9107298865393105,Total Expenditure,0.743624317842356,Water,0.11454268393045051,Birth Per Woman,0.17545199235434,50.62791605097581
Birth Per Woman & Gdp & Military & Schooling,0.693370381912225,0.6800802522351401,Schooling,-3.397107413531996,Birth Per Woman,0.00011131750938330988,Military,0.20318097751766823,Gdp,0.8214112185124522,68.24461413752397
Fdi & Percentage Expenditure & Total Expenditure & Water,0.6912913288186608,0.605423503863614,Percentage Expenditure,0.015081433219058952,Total Expenditure,0.000835821599340231,Water,0.2594295152027704,Fdi,0.365937524728959,36.76445225598145
Birth Per Woman & Fdi & Percentage Expenditure & Schooling,0.6908496905960173,0.6848974705211226,Percentage Expenditure,-3.3654145084696556,Birth Per Woman,0.011663131202783469,Fdi,0.0006341366932244743,Schooling,0.8940624538085853,67.77010914095706
Alcohol & Birth Per Woman & Military & Water,0.6900648688178637,0.6304513899135561,Alcohol,0.0868847756987415,Water,-2.3212346144126075,Military,0.05425958102982544,Birth Per Woman,0.23402982394158184,56.36540673527017
Birth Per Woman & Military & Total Expenditure & Water,0.6898321890115708,0.6605839536320627,Total Expenditure,-2.5559713767161627,Water,-0.05041175880200162,Military,0.36549024815102443,Birth Per Woman,0.21599304243771988,56.68060009256911
Birth Per Woman & Military & Schooling & Water,0.689737464170864,0.7339799127210793,Schooling,-1.7949882778640625,Water,0.033143384980974515,Military,0.765665848548093,Birth Per Woman,0.17483146544925182,50.69644159702901
Military & Schooling & Total Expenditure & Water,0.6896749897619772,0.6528261308169613,Schooling,-0.03945334073638805,Total Expenditure,0.970740493086871,Military,0.1717175793425472,Water,0.280882539795266,33.20163871414347
Fdi & Gdp & Schooling & Water,0.6891824434754983,0.7078653295702146,Fdi,0.012931814233017248,Water,9.381271308238322e-05,Schooling,0.8386042007382399,Gdp,0.2752889065297462,35.56049958961872
Population & Schooling & Total Expenditure & Water,0.6887412065392584,0.6505526992319364,Schooling,-1.465010572831922e-09,Total Expenditure,1.0846517142742107,Water,0.07936639166054504,Population,0.26847466391902286,33.38498106663917
Alcohol & Birth Per Woman & Total Expenditure & Water,0.6876848571835938,0.6692358862577793,Alcohol,0.0480585191289008,Total Expenditure,-2.5097101503786177,Water,0.300303113709814,Birth Per Woman,0.20709273029803174,57.65652745210801
Fdi & Population & Schooling & Water,0.6875209367075032,0.6629518841302305,Fdi,0.013731196517832367,Water,-1.964734017615328e-09,Schooling,1.0390918578057873,Population,0.26992304808905965,34.278099205248786
Birth Per Woman & Gdp & Schooling & Total Expenditure,0.6873775324560235,0.6960031924732996,Schooling,-3.351847680656948,Total Expenditure,0.00010178854651660639,Birth Per Woman,0.8490422192391128,Gdp,0.1271742153583445,67.41880816327927
Fdi & Schooling & Total Expenditure & Water,0.6870218650443931,0.6661971383830103,Fdi,0.014448265417449535,Total Expenditure,1.0136655312812364,Water,0.11232399012393435,Schooling,0.2745988722537733,33.34709003412797
Military & Population & Schooling & Water,0.6862646769009468,0.6595325629009328,Schooling,0.006381364247114913,Water,-1.6138722169404737e-09,Military,1.033159080689316,Population,0.26950882447977836,34.289314915106615
Birth Per Woman & Fdi & Military & Schooling,0.686247831410362,0.6405080071018108,Fdi,-3.2605333075267384,Birth Per Woman,0.016325277772808934,Military,0.22609262916011102,Schooling,1.042791760475913,65.83705204404602
Alcohol & Schooling & Total Expenditure & Water,0.685774268428857,0.6706492780832027,Alcohol,-0.11793178909100514,Total Expenditure,1.1554764792703838,Water,0.1238804524376086,Schooling,0.2655032508907782,33.13861288390591
Military & Percentage Expenditure & Schooling & Water,0.68561678307183,0.7160017032393469,Percentage Expenditure,-0.06660047965057277,Water,0.0006480386321145602,Military,0.8577161289829139,Schooling,0.2785170201102599,35.364404267950285
Birth Per Woman & Fdi & Population & Water,0.6852703725562562,0.660462183057151,Fdi,-2.5273464677944713,Water,0.012118789006390775,Birth Per Woman,-4.207579460976069e-09,Population,0.2247982639154444,58.029256739377246
Birth Per Woman & Percentage Expenditure & Schooling & Total Expenditure,0.6851670069284352,0.6981058321470669,Percentage Expenditure,-3.3597471369688545,Total Expenditure,0.0006136446727242557,Birth Per Woman,0.7928307423826647,Schooling,0.16041147634773847,68.24990289615792
Birth Per Woman & Gdp & Military & Population,0.685149604602178,0.6003192953352612,Population,-4.505409683677761,Birth Per Woman,0.00016418895953138117,Military,0.23225503683907717,Gdp,-3.3614411811115233e-09,81.38678360367997
Alcohol & Birth Per Woman & Fdi & Schooling,0.6849533803809598,0.650803565081007,Alcohol,-0.17825796711649203,Birth Per Woman,-3.428628787212432,Fdi,0.013165881116852423,Schooling,1.2046279306473775,65.57057465010445
Fdi & Military & Schooling & Water,0.6836233299908787,0.6648023808034642,Fdi,0.019873432433379884,Water,-0.26842730466786563,Military,1.0477475511866516,Schooling,0.2674985570993215,34.67165000605496
Birth Per Woman & Military & Population & Water,0.6829906943795429,0.6607504162405295,Population,-2.7561549960992138,Water,0.10200730056302798,Military,-4.3372440715597375e-09,Birth Per Woman,0.20328404364418126,60.548430928564876
Alcohol & Birth Per Woman & Gdp & Total Expenditure,0.682971656594795,0.6284340716221655,Alcohol,-0.09637615018389019,Total Expenditure,-4.510520026712165,Birth Per Woman,0.00016197514793063822,Gdp,0.3142451348494212,80.3235429128636
Birth Per Woman & Fdi & Gdp & Schooling,0.6820295228845342,0.7112548416491288,Fdi,-3.4478319326167637,Birth Per Woman,0.012277649518645196,Schooling,0.00011094711857703566,Gdp,0.7696972050711278,69.34654913394871
Gdp & Schooling & Total Expenditure & Water,0.6819582759914411,0.7243928027300333,Schooling,9.089176403155309e-05,Total Expenditure,0.8138676035171443,Water,0.07424784221808439,Gdp,0.2790954366096223,35.19961855187259
Birth Per Woman & Percentage Expenditure & Population & Schooling,0.6806457444343272,0.7100873573619119,Percentage Expenditure,-3.456384987511093,Birth Per Woman,0.000644554178354811,Schooling,-1.828731819760557e-09,Population,0.8090822326313939,69.16623927355212
Birth Per Woman & Fdi & Total Expenditure & Water,0.6797605923736649,0.6999365265821076,Fdi,-2.5092841643253605,Total Expenditure,0.012308174392038563,Water,0.29292337843650523,Birth Per Woman,0.21453956951728076,57.16790989154691
Gdp & Population & Total Expenditure & Water,0.6795127934456244,0.636364451600363,Population,0.00014500627784153574,Total Expenditure,-2.9326914558269148e-09,Water,0.24024801202386517,Gdp,0.3517960326487157,37.88098754961675
Birth Per Woman & Fdi & Gdp & Total Expenditure,0.679129024415432,0.6381380798781722,Fdi,-4.445305534311232,Total Expenditure,0.00548161903137148,Birth Per Woman,0.00014874733909944591,Gdp,0.3104111120307494,79.78119171072333
Alcohol & Birth Per Woman & Population & Water,0.6786938704262923,0.6760417343030076,Alcohol,0.04554184305867077,Water,-2.452365227134049,Birth Per Woman,-3.889135348839561e-09,Population,0.21109328937806945,58.90375240740897
Birth Per Woman & Population & Schooling & Total Expenditure,0.6786105967029838,0.6559865728289492,Schooling,-3.3086322399277366,Total Expenditure,-1.1055655234243737e-09,Birth Per Woman,1.0217762465235665,Population,0.22111494204137214,65.37952512694999
Birth Per Woman & Percentage Expenditure & Population & Total Expenditure,0.6781484880290467,0.6204660385064713,Percentage Expenditure,-4.508566584909033,Total Expenditure,0.0008872948896434579,Birth Per Woman,-2.564925486371459e-09,Population,0.2952016076887386,80.22300916230427
Birth Per Woman & Fdi & Percentage Expenditure & Population,0.67794272234874,0.6184103201822925,Percentage Expenditure,-4.458142540307531,Birth Per Woman,0.0085947632417599,Fdi,0.0009573776013518138,Population,-3.304598258193796e-09,81.88295680943506
Alcohol & Birth Per Woman & Fdi & Water,0.6778145953584573,0.6794832382366872,Alcohol,0.030993600548781544,Water,-2.39229979402963,Birth Per Woman,0.020696611325409314,Fdi,0.22882575140198752,57.12012450664195
Gdp & Population & Schooling & Water,0.677216186719198,0.7349692047273736,Schooling,9.376025994014836e-05,Water,-8.005934405194819e-10,Population,0.809358788824214,Gdp,0.27579396865187755,35.867300599047674
Birth Per Woman & Gdp & Population & Schooling,0.6769462115502263,0.7252451163769335,Schooling,-3.2668556735561753,Birth Per Woman,0.00011355571158299825,Population,-8.294697999640327e-10,Gdp,0.8647737764742833,67.64266370260425
Alcohol & Birth Per Woman & Schooling & Total Expenditure,0.6769230964555023,0.6780318358742508,Alcohol,-0.20325804806802142,Total Expenditure,-3.2875022248517394,Birth Per Woman,1.2203862916034602,Schooling,0.1971119348065841,64.00472404535338
Alcohol & Birth Per Woman & Gdp & Military,0.6765859098520282,0.6311014870818884,Alcohol,-0.05550279767466331,Birth Per Woman,-4.504131094303315,Military,0.00017652528973071215,Gdp,0.16116925521479894,81.65223808755798
Military & Percentage Expenditure & Population & Water,0.6753309147630685,0.636894767235473,Percentage Expenditure,-0.06922999366139557,Water,0.0008548710749892532,Military,-3.824300240804621e-09,Population,0.3687748501729611,38.353498033533214
Alcohol & Birth Per Woman & Military & Schooling,0.6745589180665259,0.6790679909284613,Alcohol,-0.14754279405529822,Birth Per Woman,-3.425404977771087,Military,0.1326685361401869,Schooling,1.1345639205643006,66.16223111022443
Fdi & Percentage Expenditure & Population & Water,0.6742754760196409,0.6434476466114661,Percentage Expenditure,0.016366711755009096,Water,0.0009069418147793507,Fdi,-3.3356363659584564e-09,Population,0.3670846146439382,38.197128016358036
Birth Per Woman & Gdp & Population & Total Expenditure,0.6738105092857949,0.6539597384696775,Population,-4.414157865349943,Total Expenditure,0.00014158070551245728,Birth Per Woman,-2.3821138439099205e-09,Gdp,0.21713240853111865,80.33692620821547
Birth Per Woman & Gdp & Percentage Expenditure & Total Expenditure,0.6736279750039731,0.6466709459965247,Percentage Expenditure,-4.491050347485813,Total Expenditure,0.00016250209152725157,Birth Per Woman,-0.00010977161005948558,Gdp,0.3043666895477965,79.84120900520807
Birth Per Woman & Fdi & Population & Schooling,0.6735840871872166,0.672894252714097,Fdi,-3.213003103277843,Birth Per Woman,0.015623760379505762,Schooling,-1.4050917766019692e-09,Population,1.111362131875242,65.22409549718033
Alcohol & Fdi & Gdp & Water,0.6725115655215461,0.6503285007074896,Alcohol,0.02277293303863944,Water,0.010456896360011875,Fdi,0.00014209668409837918,Gdp,0.3571290148931252,38.71441539838446
Alcohol & Birth Per Woman & Population & Schooling,0.6717904295914114,0.6853238247495942,Alcohol,-0.15882675293874773,Birth Per Woman,-3.520319326328058,Schooling,-1.4362202013993453e-09,Population,1.171444271634308,66.12146206920686
Fdi & Military & Percentage Expenditure & Water,0.6708840918242593,0.6524958020966766,Percentage Expenditure,0.01513300262087373,Water,-0.02786304252786885,Military,0.0008535266002558659,Fdi,0.36567653940456757,38.29028863925352
Birth Per Woman & Military & Schooling & Total Expenditure,0.6703080837341103,0.6839868449630109,Schooling,-3.477573923454192,Total Expenditure,0.1916279735563779,Military,0.9827230804296887,Birth Per Woman,0.14739991150562348,66.30977739590224
Alcohol & Birth Per Woman & Fdi & Gdp,0.6694061638357993,0.6527050043614167,Alcohol,-0.06995824469736234,Birth Per Woman,-4.544425386980187,Fdi,0.009557007310014331,Gdp,0.00015928337500511772,82.07379854992314
Birth Per Woman & Fdi & Military & Water,0.6691480661383008,0.7038199949747317,Fdi,-2.4733917278051405,Water,0.013957430679147611,Military,-0.0018399315435999799,Birth Per Woman,0.2238589484280546,57.95268136082216
Gdp & Percentage Expenditure & Population & Water,0.669117986564268,0.6593251209229418,Percentage Expenditure,8.238900312330131e-05,Water,0.0003324257022645572,Population,-3.9522930678425145e-09,Gdp,0.3651598104417488,38.35033508070755
Military & Percentage Expenditure & Total Expenditure & Water,0.6690680477798461,0.6645017601034604,Percentage Expenditure,-0.1449788700088719,Total Expenditure,0.0008350957075831053,Military,0.2540177256215553,Water,0.3547727117020082,38.1177150463246
Alcohol & Gdp & Population & Water,0.6688471129504832,0.6575108396309479,Alcohol,0.012367281955762727,Water,0.0001585082624669968,Population,-3.9354425104226335e-09,Gdp,0.3562316220667874,38.91691222308795
Alcohol & Gdp & Total Expenditure & Water,0.668601437297811,0.6685986415461046,Alcohol,0.008279171809842356,Total Expenditure,0.00013275464436356618,Water,0.2016204015431027,Gdp,0.3535141290502766,38.02597572477342
Percentage Expenditure & Population & Total Expenditure & Water,0.6680351774816009,0.6683551150280633,Percentage Expenditure,0.0008716075830614315,Total Expenditure,-3.743231152473536e-09,Water,0.17922319695470776,Population,0.36362638236444206,37.679141637024955
Birth Per Woman & Fdi & Schooling & Total Expenditure,0.6664041692695774,0.6946929914832362,Fdi,-3.1853888066316847,Total Expenditure,0.012836871149518345,Birth Per Woman,1.0762802430821887,Schooling,0.07355132137916667,65.10420293834824
Birth Per Woman & Fdi & Gdp & Military,0.6658606347385165,0.6638150233226541,Fdi,-4.4914329926896635,Birth Per Woman,0.01099859063363418,Military,0.00015077034418865,Gdp,0.27786875886629375,81.12813785239217
Alcohol & Military & Schooling & Water,0.6654321887486734,0.7282358070551658,Alcohol,-0.12599684174098283,Water,-0.11051810198329001,Military,1.1322636119540157,Schooling,0.2695617995066294,33.99107640558031
Alcohol & Population & Schooling & Water,0.6647211123344885,0.7273877468126724,Alcohol,-0.12692871234851344,Water,-1.4454403767106093e-09,Schooling,1.1534820890388557,Population,0.26566709599239113,33.91537446584942
Gdp & Percentage Expenditure & Total Expenditure & Water,0.6646591950215284,0.683202579195841,Percentage Expenditure,0.00010448565245873366,Total Expenditure,0.00030670821248935585,Water,0.18095581366910118,Gdp,0.35880019880371355,37.71420983220902
Birth Per Woman & Military & Percentage Expenditure & Total Expenditure,0.664364059686168,0.6741252717845709,Percentage Expenditure,-4.513674421812476,Total Expenditure,0.16705646221083037,Military,0.0009153031023590954,Birth Per Woman,0.3185838253129478,79.81585707737531
Gdp & Military & Percentage Expenditure & Water,0.6640571187650498,0.6704167963733878,Percentage Expenditure,9.500376721825508e-05,Water,-0.055377811992792556,Military,0.0003368451497590526,Gdp,0.3683107159171612,37.93947660077406
Birth Per Woman & Fdi & Gdp & Population,0.6638511239382904,0.6681948326224618,Fdi,-4.470010029482315,Birth Per Woman,0.01306154604538266,Population,0.00015487536605356112,Gdp,-2.8232972777099776e-09,81.52834433447438
Birth Per Woman & Gdp & Military & Percentage Expenditure,0.6632597882913898,0.6660904313123782,Percentage Expenditure,-4.47043466120637,Birth Per Woman,0.00016551052946615728,Military,0.0927405208124436,Gdp,4.827964195185863e-05,81.31745344260787
Birth Per Woman & Gdp & Percentage Expenditure & Population,0.6631926840652917,0.6680861799925389,Percentage Expenditure,-4.527388590859646,Birth Per Woman,0.00013912955572665387,Population,0.00010945649183319034,Gdp,-3.491165854384056e-09,81.94922507986004
Fdi & Gdp & Percentage Expenditure & Water,0.6618698563933865,0.68343639499469,Percentage Expenditure,0.01293668489655178,Water,8.945620038906173e-05,Fdi,0.00041308760308270213,Gdp,0.3587959197992665,38.73008101137212
Gdp & Military & Population & Water,0.6617999540217954,0.6776695739647651,Population,0.00014992371518451455,Water,-0.04946345583687743,Military,-4.15612933032877e-09,Gdp,0.3583535360970467,38.99730372551495
Fdi & Gdp & Total Expenditure & Water,0.6615862244659981,0.6913913000323547,Fdi,0.012330895903994086,Total Expenditure,0.0001351986419640307,Water,0.16697816320393874,Gdp,0.3523882109396836,38.223220062773734
Birth Per Woman & Fdi & Military & Percentage Expenditure,0.6607837677521007,0.6704154303217484,Percentage Expenditure,-4.503981828949363,Birth Per Woman,0.01854784093682072,Military,0.3260084238749532,Fdi,0.0009668894651712515,81.19695883262766
Fdi & Gdp & Military & Water,0.6603590397618206,0.6845316155959966,Fdi,0.018239900772449646,Water,0.00015020883699060818,Military,-0.11344732057390794,Gdp,0.35583775926532996,39.05995255846257
Birth Per Woman & Fdi & Percentage Expenditure & Total Expenditure,0.6602507654005767,0.6839492432721888,Percentage Expenditure,-4.432678265360343,Total Expenditure,0.007958382020333372,Birth Per Woman,0.0008772199107132145,Fdi,0.2558310285419136,80.13524499793309
Birth Per Woman & Military & Percentage Expenditure & Population,0.6598331625268761,0.6723339340138937,Percentage Expenditure,-4.564512105438143,Birth Per Woman,0.24375467751249805,Military,0.0010849278015777077,Population,-3.6024726827430986e-09,81.66952274667632
Birth Per Woman & Gdp & Military & Total Expenditure,0.6585218666081439,0.7025292810894597,Gdp,-4.4371243875304165,Total Expenditure,0.00015087964731504272,Military,0.17788287536332117,Birth Per Woman,0.26658524237669534,79.4972487392862
Birth Per Woman & Fdi & Gdp & Percentage Expenditure,0.6578169898058048,0.6852971652163762,Percentage Expenditure,-4.481883449928885,Birth Per Woman,0.01016743302359681,Fdi,0.00013645150852130864,Gdp,3.085022275517172e-05,81.73132446939759
Gdp & Military & Total Expenditure & Water,0.6561952448377067,0.6990896059881866,Gdp,0.00012514480668767577,Total Expenditure,-0.11338200995798399,Military,0.24138839346784033,Water,0.3458810405646756,38.65161194481423
Birth Per Woman & Military & Population & Schooling,0.6557096498188588,0.7212067694704672,Schooling,-3.13231108277428,Birth Per Woman,0.12133055579289373,Military,-1.7115617813251137e-10,Population,1.1355144156516546,64.44373356655288
Alcohol & Gdp & Military & Water,0.6544565711472987,0.6977382633870661,Alcohol,-0.006734371538708213,Water,0.00014477857663085667,Military,-0.09486981368578322,Gdp,0.35469701292300754,39.4109985030762
Fdi & Gdp & Population & Water,0.6541013275694803,0.7066149468840254,Fdi,0.011039861567609019,Water,0.00014892203621401744,Population,-3.3412417769604376e-09,Gdp,0.35374333853770795,39.11668232485019
Alcohol & Birth Per Woman & Gdp & Population,0.6486243859866057,0.7164471892543254,Alcohol,-0.07810710113564018,Birth Per Woman,-4.522730848341587,Population,0.00015540079577333377,Gdp,-3.763203676018364e-09,82.20599948658361
Alcohol & Population & Total Expenditure & Water,0.6460193229958213,0.626935720708362,Alcohol,0.1485437505307049,Total Expenditure,-3.4250314168119146e-09,Water,0.3292461399483083,Population,0.37858628132642497,35.31713363526924
Alcohol & Military & Population & Water,0.644991633734916,0.61041519355026,Alcohol,0.1578494776913536,Water,-0.1763527294698559,Military,-3.814662929529272e-09,Population,0.38802082564112805,36.75367882075213
Alcohol & Fdi & Total Expenditure & Water,0.644246254326452,0.6326658988262386,Alcohol,0.13686932898301896,Total Expenditure,0.02104880252079534,Water,0.26970804842202584,Fdi,0.3647487414844195,36.583107398589554
Alcohol & Birth Per Woman & Fdi & Total Expenditure,0.642717398374244,0.6043791562670748,Alcohol,0.055181139750802286,Total Expenditure,-4.8041095067894295,Birth Per Woman,0.011590377198938864,Fdi,0.3200198020584646,81.21945559306559
Alcohol & Fdi & Population & Water,0.6419174633989909,0.6267559906833178,Alcohol,0.1965197898068913,Water,0.017704682295514116,Fdi,-3.0783930817769194e-09,Population,0.360801770426993,38.42467986095983
Alcohol & Military & Total Expenditure & Water,0.6416407327704029,0.6407037887605225,Alcohol,0.11550451228522522,Total Expenditure,-0.16852368909784723,Military,0.30159470117364656,Water,0.37720959700529066,35.882639854140265
Fdi & Military & Population & Water,0.6410379158019108,0.6185336921270177,Fdi,0.01552919356803801,Water,-0.18801328528233302,Military,-3.5852633122832966e-09,Population,0.38604461358463543,37.817676749937235
Fdi & Population & Total Expenditure & Water,0.6401730321818786,0.6424334862455189,Fdi,0.01411962098523129,Total Expenditure,-3.052740728220541e-09,Water,0.2721309313497775,Population,0.3916623069557908,35.19040731911949
Military & Population & Total Expenditure & Water,0.640118667174665,0.6393456193152998,Population,-0.14868979598681956,Total Expenditure,-3.821484583599349e-09,Military,0.31471354128105283,Water,0.38634158594602014,35.83456863364795
Birth Per Woman & Military & Population & Total Expenditure,0.6393622974884826,0.6160566370112975,Population,-4.840666077649009,Total Expenditure,0.08566931302374871,Military,-3.044332430330882e-09,Birth Per Woman,0.3727133361230737,81.21228802534614
Alcohol & Birth Per Woman & Fdi & Military,0.6391781228404558,0.588182874973838,Alcohol,0.07981836043957437,Birth Per Woman,-4.745212904531429,Military,0.02606388817056183,Fdi,0.1802014787140457,82.42857770459553
Fdi & Military & Total Expenditure & Water,0.6371495157828061,0.650740591799415,Fdi,0.018919793986262052,Total Expenditure,-0.15400835719715983,Military,0.3301279558306931,Water,0.39016089640520746,35.07121929376201
Alcohol & Birth Per Woman & Population & Total Expenditure,0.6344092129819139,0.6292373250632484,Alcohol,0.048777405424681876,Total Expenditure,-4.769027406501036,Birth Per Woman,-3.1581891247475374e-09,Population,0.40017862393887643,80.9777075198533
Birth Per Woman & Fdi & Military & Total Expenditure,0.6341806708102851,0.628809395828343,Fdi,-4.787725595565856,Total Expenditure,0.013097199332617382,Military,0.11795454066705176,Birth Per Woman,0.39522169119615824,80.92303797323844
Alcohol & Fdi & Military & Water,0.6339814610588289,0.6464298791136489,Alcohol,0.13811154781211482,Water,0.016265784091242776,Military,-0.11455583872665549,Fdi,0.3853055247431866,36.60995927346105
Birth Per Woman & Fdi & Population & Total Expenditure,0.6317484269728189,0.6400153358615089,Fdi,-4.8562425585145155,Total Expenditure,0.009973886716972535,Birth Per Woman,-2.3851319460435523e-09,Population,0.33222183772337155,81.67624548955693
Alcohol & Birth Per Woman & Fdi & Population,0.6284061175332609,0.6222674850430003,Alcohol,0.08532986006029306,Birth Per Woman,-4.70596086965584,Fdi,0.011639466621316085,Population,-3.093252573508728e-09,82.87023353773176
Alcohol & Birth Per Woman & Military & Total Expenditure,0.6267648056765726,0.6555055167194601,Alcohol,0.09681013451652418,Total Expenditure,-4.651212692588283,Military,0.17704706085944089,Birth Per Woman,0.33416492676355,80.2534402261513
Alcohol & Birth Per Woman & Military & Population,0.6233371043424233,0.6352555624659683,Alcohol,0.09576947338494611,Birth Per Woman,-4.700164603457235,Military,0.184657749515006,Population,-4.128647737032054e-09,82.54931750131527
