,Training Score,Testing Score,Variable,Coefficent,Other Variable,Coefficent2,Other Variable2,Coefficent3,y intercept
Adult Mortality & Hiv/Aids & Polio,0.5967745823387561,0.6358108395207844,Adult Mortality,-0.03602916913664336,Hiv/Aids,-0.4445192568317763,Polio,0.08214474683679901,69.79063522133634
Adult Mortality & Polio & Thinness 5-9 Years,0.6377435006860186,0.6354643912054361,Adult Mortality,-0.04318034119692345,Thinness 5-9 Years,0.0593323713655905,Polio,-0.5257041156813584,74.55830775485374
Adult Mortality & Bmi & Hiv/Aids,0.6892687974887952,0.6284412225719496,Adult Mortality,-0.03344020122341608,Hiv/Aids,0.15716872983782437,Bmi,-0.35836863101849586,70.00019552742243
Bmi & Hiv/Aids & Polio,0.5956899808666245,0.6272029897299669,Hiv/Aids,0.19294923707323636,Polio,-0.8579154708956713,Bmi,0.07252431013008953,57.89772330065914
Adult Mortality & Diphtheria & Hiv/Aids,0.6138214056103916,0.6221860610084933,Adult Mortality,-0.03931352232540821,Hiv/Aids,0.08786113590240652,Diphtheria,-0.35663299656287173,69.6749749118869
Adult Mortality & Diphtheria & Polio,0.5783361541859875,0.619896717171788,Adult Mortality,-0.0473395164097955,Diphtheria,0.07108853519116604,Polio,0.04527269496168697,67.90027293863348
Adult Mortality & Hiv/Aids & Thinness 1-19 Years,0.6646998131219299,0.6183414886329375,Adult Mortality,-0.036018503040057326,Thinness 1-19 Years,-0.37573457223783835,Hiv/Aids,-0.5959971601926374,79.36527670302861
Diphtheria & Hiv/Aids & Thinness 5-9 Years,0.5383438297349725,0.6174464716993062,Hiv/Aids,0.10272337740342886,Thinness 5-9 Years,-0.9295321224394459,Diphtheria,-0.6235334558758993,65.64262766547407
Adult Mortality & Polio & Thinness 1-19 Years,0.6516306467851684,0.6135088900062552,Adult Mortality,-0.04281428374247618,Thinness 1-19 Years,0.06345799600188945,Polio,-0.5782979516397374,74.38132076198345
Adult Mortality & Bmi & Measles,0.6497038013141827,0.608846214471817,Adult Mortality,-0.043634562239457275,Bmi,0.1536058331879437,Measles,-8.215907670416911e-06,71.17809167850005
Bmi & Hiv/Aids & Thinness 5-9 Years,0.6034355993866936,0.6086608740292848,Hiv/Aids,0.16031626620701717,Thinness 5-9 Years,-0.8155510425955523,Bmi,-0.4381410692539254,67.38165141032175
Adult Mortality & Diphtheria & Measles,0.5801657535176012,0.6086291984772217,Adult Mortality,-0.04909559820664985,Diphtheria,0.08579876077094298,Measles,-6.068087038325898e-05,70.94072797187427
Adult Mortality & Hepatitis B & Hiv/Aids,0.5774511995188476,0.6083690500902752,Adult Mortality,-0.038443386118480846,Hiv/Aids,0.04886120666297611,Hepatitis B,-0.4222143388878975,72.99854455123396
Adult Mortality & Hiv/Aids & Under-Five Deaths,0.5962782313016195,0.606727054281021,Adult Mortality,-0.03802602740212556,Hiv/Aids,-0.4525240920740585,Under-Five Deaths,-0.008594189072605174,77.32494681826182
Adult Mortality & Hiv/Aids & Thinness 5-9 Years,0.6643074970839894,0.6051866066487377,Adult Mortality,-0.034778015090083235,Thinness 5-9 Years,-0.3733915700079312,Hiv/Aids,-0.6112523499947566,79.20528129652169
Adult Mortality & Hepatitis B & Thinness 5-9 Years,0.6286453489105592,0.6050279127162126,Adult Mortality,-0.04524112546294934,Thinness 5-9 Years,0.03163454133577803,Hepatitis B,-0.5534764484328277,77.46433777796949
Bmi & Hiv/Aids & Measles,0.5567304973013827,0.6041751206291698,Hiv/Aids,0.19682751771208662,Bmi,-0.9164652761128447,Measles,-1.81198712057018e-05,64.0644968926076
Adult Mortality & Bmi & Hepatitis B,0.6612972702830348,0.6027110056643736,Adult Mortality,-0.04404416479568717,Bmi,0.145718643069911,Hepatitis B,0.020327199721260583,70.0310449037458
Adult Mortality & Bmi & Diphtheria,0.6902968220110491,0.5975840923562811,Adult Mortality,-0.040457953977640244,Diphtheria,0.15574622990984893,Bmi,0.07672693606182462,64.0229501392698
Adult Mortality & Measles & Thinness 1-19 Years,0.6251613503727304,0.5965910860435248,Adult Mortality,-0.04562262169344276,Thinness 1-19 Years,-3.117013184852045e-05,Measles,-0.6295633529603354,80.39104179609276
Bmi & Diphtheria & Hiv/Aids,0.6184512022209259,0.5882765548511413,Hiv/Aids,0.19183245137534755,Diphtheria,0.08362147895430527,Bmi,-0.8481367900271327,56.93391073976233
Bmi & Hiv/Aids & Infant Deaths,0.5705987991844619,0.5875429326297046,Infant Deaths,0.19348111599191228,Hiv/Aids,-0.8518818149384111,Bmi,-0.006366848250115464,64.22601855745167
Bmi & Hiv/Aids & Under-Five Deaths,0.5777312771462487,0.5764282303690099,Hiv/Aids,0.1952048525743197,Under-Five Deaths,-0.8885060415204659,Bmi,-0.004793165924358411,64.24056363870187
Adult Mortality & Diphtheria & Under-Five Deaths,0.6069464200753485,0.5761663266876008,Adult Mortality,-0.04884427624669828,Diphtheria,0.07888910556232415,Under-Five Deaths,-0.006125798170222484,71.60300506131517
Bmi & Hiv/Aids & Thinness 1-19 Years,0.6167918028892732,0.5718495123152704,Hiv/Aids,0.14666575854026231,Thinness 1-19 Years,-0.8325224174053963,Bmi,-0.4696246955378479,68.05427775244644
Adult Mortality & Diphtheria & Hepatitis B,0.5875759962826176,0.568809704367596,Adult Mortality,-0.048001696369198,Diphtheria,0.08566677096520775,Hepatitis B,0.014125758903438763,69.52007505952486
Adult Mortality & Thinness 1-19 Years & Under-Five Deaths,0.6340538043514413,0.5678959141467672,Adult Mortality,-0.044394704547359984,Thinness 1-19 Years,-0.6253361772900708,Under-Five Deaths,-0.002480684391662602,80.16558709577502
Adult Mortality & Hiv/Aids & Measles,0.5809115931416259,0.5659281536473817,Adult Mortality,-0.040187802950445356,Hiv/Aids,-0.4790044713049451,Measles,-7.162783233255476e-05,77.57941534895369
Adult Mortality & Hepatitis B & Thinness 1-19 Years,0.6458059703810889,0.5630305840592482,Adult Mortality,-0.04672767772023185,Thinness 1-19 Years,0.029899192201841313,Hepatitis B,-0.5652946996341359,78.00927475368204
Hepatitis B & Hiv/Aids & Thinness 1-19 Years,0.5204234335222713,0.5617514316098817,Hiv/Aids,0.030595760474419118,Thinness 1-19 Years,-0.9591934469654175,Hepatitis B,-0.7772466159823332,72.60415830206247
Hiv/Aids & Measles & Thinness 1-19 Years,0.5155658971662267,0.551631540016122,Hiv/Aids,-0.8767142284406846,Thinness 1-19 Years,-2.059191275500128e-05,Measles,-0.7481617646294793,75.14551413320784
Hiv/Aids & Infant Deaths & Thinness 5-9 Years,0.5138404087242432,0.5503255263174316,Infant Deaths,-0.9317297462785358,Thinness 5-9 Years,0.00303140796706447,Hiv/Aids,-0.7997777928578278,75.15944192506008
Hiv/Aids & Infant Deaths & Thinness 1-19 Years,0.5164427395132769,0.550279180801253,Infant Deaths,-0.8829351913201889,Thinness 1-19 Years,0.0026371916416286223,Hiv/Aids,-0.8039038169199259,75.09112319844003
Hiv/Aids & Measles & Thinness 5-9 Years,0.5113271429437369,0.5498562634078922,Hiv/Aids,-0.8909289781304589,Thinness 5-9 Years,-1.2993990195215091e-05,Measles,-0.7498934554101064,75.16015171267327
Hiv/Aids & Polio & Thinness 5-9 Years,0.5643910118575356,0.5462836702299043,Hiv/Aids,-0.8995715511367457,Thinness 5-9 Years,0.07749597409318476,Polio,-0.64727257108763,68.15534142592448
Adult Mortality & Measles & Under-Five Deaths,0.567837195936975,0.5420154804310784,Adult Mortality,-0.05116622919056061,Under-Five Deaths,-2.3241163303695453e-06,Measles,-0.00929752631683458,78.88245218212907
Adult Mortality & Hepatitis B & Polio,0.5838641943676985,0.5415612826004605,Adult Mortality,-0.048441528246016205,Polio,0.020974391375508647,Hepatitis B,0.0691420430284273,70.40197687478671
Diphtheria & Hiv/Aids & Thinness 1-19 Years,0.5707492600028514,0.541435577160196,Hiv/Aids,0.09301658568005881,Thinness 1-19 Years,-0.8929754728801911,Diphtheria,-0.6873082477716586,66.75221951015388
Adult Mortality & Measles & Polio,0.5915486657500384,0.5368461930894038,Adult Mortality,-0.04887155235984157,Polio,-6.927602086390832e-05,Measles,0.07844477339481308,71.49840413684433
Hiv/Aids & Polio & Thinness 1-19 Years,0.5753933237939384,0.5347677128069146,Hiv/Aids,-0.9023860676940879,Thinness 1-19 Years,0.07614190103376375,Polio,-0.6969739417737837,68.4422795421973
Hiv/Aids & Thinness 1-19 Years & Thinness 5-9 Years,0.5284299158575305,0.5336732480871618,Hiv/Aids,-0.9165412296760186,Thinness 5-9 Years,-0.394139165725633,Thinness 1-19 Years,-0.3595467185937796,75.1766060795732
Adult Mortality & Polio & Under-Five Deaths,0.6078556706395419,0.530004247566283,Adult Mortality,-0.0496874464040176,Polio,0.06566119957375002,Under-Five Deaths,-0.006408288798208213,73.04566207197492
Adult Mortality & Hepatitis B & Measles,0.5643305501786301,0.5227428020170825,Adult Mortality,-0.051386265489612955,Measles,0.03952187741137005,Hepatitis B,-3.8484861423583594e-05,75.58251602459862
Bmi & Hepatitis B & Hiv/Aids,0.5932961921351947,0.5180811216867924,Hiv/Aids,0.2077890544277041,Bmi,0.031414928615132676,Hepatitis B,-0.857191179734145,60.96269589382061
Hiv/Aids & Thinness 5-9 Years & Under-Five Deaths,0.524490477725102,0.5144618751597001,Hiv/Aids,-0.875186878288533,Thinness 5-9 Years,-0.7800369999255248,Under-Five Deaths,0.000334468824066958,75.30447511109165
Hiv/Aids & Thinness 1-19 Years & Under-Five Deaths,0.5306754440124759,0.5041339538558689,Hiv/Aids,-0.9880344068101647,Thinness 1-19 Years,-0.7549799249418919,Under-Five Deaths,0.0008619821767894553,75.16432896572083
Hiv/Aids & Infant Deaths & Under-Five Deaths,0.441703043197313,0.49022013286266114,Infant Deaths,-0.9833440604162618,Hiv/Aids,0.16241159947749031,Under-Five Deaths,-0.12943083556398916,72.27523137298496
Diphtheria & Hiv/Aids & Infant Deaths,0.47173706277182836,0.4837175108426305,Infant Deaths,0.12581640339673048,Hiv/Aids,-1.0017415189293848,Diphtheria,-0.008012467245292587,61.11648281233382
Diphtheria & Hiv/Aids & Under-Five Deaths,0.479788304866064,0.47235823520942355,Hiv/Aids,0.10023065684153169,Diphtheria,-0.9473011896308424,Under-Five Deaths,-0.007331136238880487,63.723437378220574
Hepatitis B & Hiv/Aids & Thinness 5-9 Years,0.5505183065824539,0.46616896882579206,Hiv/Aids,0.025144972498762054,Thinness 5-9 Years,-0.899200643594954,Hepatitis B,-0.752195404484269,73.16971137787009
Hiv/Aids & Infant Deaths & Polio,0.47012485617969585,0.46527447584340764,Infant Deaths,-1.0039105202329155,Hiv/Aids,-0.010493349068127725,Polio,0.0915537322316887,64.43825020851105
Diphtheria & Hepatitis B & Hiv/Aids,0.45848072864701633,0.4623763240931774,Hiv/Aids,0.13863269423163863,Diphtheria,-0.014744239730179,Hepatitis B,-0.9613097210749314,61.0926422026625
Hiv/Aids & Polio & Under-Five Deaths,0.47600367199060645,0.4605110628161332,Hiv/Aids,-0.9773525993500868,Polio,0.09119525511208743,Under-Five Deaths,-0.009282986977980731,64.50053578382705
Diphtheria & Hiv/Aids & Polio,0.4828778111710382,0.44839988335885916,Hiv/Aids,0.07326835526939196,Diphtheria,-0.9426433953582124,Polio,0.06547438874068279,59.97765795205497
Bmi & Hepatitis B & Polio,0.36646473767532906,0.444525871686008,Polio,0.2347559916418304,Bmi,0.0065964848813603455,Hepatitis B,0.09112268233116944,52.73991719601415
Bmi & Infant Deaths & Thinness 5-9 Years,0.37159655872519226,0.4376265703916184,Infant Deaths,0.1846778880699297,Thinness 5-9 Years,0.007916568283750845,Bmi,-0.6606990959087706,65.74276773258973
Hiv/Aids & Measles & Under-Five Deaths,0.41361882191340926,0.432838758152446,Hiv/Aids,-1.0122673442850623,Under-Five Deaths,1.73901356008392e-05,Measles,-0.010080210532429714,72.38629457340652
Hiv/Aids & Measles & Polio,0.4616096585278549,0.43182209647357583,Hiv/Aids,-0.9862917554942116,Polio,-5.9732321850735574e-05,Measles,0.10517725516518343,63.1832908166823
Bmi & Diphtheria & Infant Deaths,0.38780359432087047,0.43022998399294443,Infant Deaths,0.2324581892671036,Diphtheria,0.1211935100712071,Bmi,-8.257175379329518e-05,50.66934851770991
Bmi & Polio & Thinness 1-19 Years,0.42953672606735976,0.4295551680161421,Polio,0.195403357151978,Thinness 1-19 Years,0.0827791857334273,Bmi,-0.44576170798911596,57.535952395726724
Bmi & Diphtheria & Thinness 1-19 Years,0.43704395052991235,0.42823103423479536,Diphtheria,0.19550311966227665,Thinness 1-19 Years,0.0981194736663572,Bmi,-0.4285702316153442,56.04316023810771
Bmi & Diphtheria & Measles,0.3875810462937913,0.4269823579704477,Diphtheria,0.23762171624677,Bmi,0.11843623652091627,Measles,2.409172840237006e-06,50.56191377326822
Diphtheria & Hiv/Aids & Measles,0.4762987278897295,0.4258050727514025,Hiv/Aids,0.1236540535092836,Diphtheria,-0.966131353216204,Measles,-5.714495078268378e-05,61.38012041033945
Bmi & Measles & Thinness 1-19 Years,0.37120579426321243,0.4254350214388686,Bmi,0.18876367093254345,Thinness 1-19 Years,3.0915487449709894e-05,Measles,-0.5626677322186343,65.21830637633013
Bmi & Diphtheria & Thinness 5-9 Years,0.4393074843370161,0.42087686869567426,Diphtheria,0.18613371630238826,Thinness 5-9 Years,0.10655341514958105,Bmi,-0.4599080511192027,55.76348753846904
Bmi & Infant Deaths & Thinness 1-19 Years,0.3793809746620339,0.41701841081490665,Infant Deaths,0.20346589132167875,Thinness 1-19 Years,0.005257071902425903,Bmi,-0.5731779585332435,64.45779877192223
Bmi & Thinness 5-9 Years & Under-Five Deaths,0.3711314555119659,0.4104293499184828,Under-Five Deaths,0.17953270653601178,Thinness 5-9 Years,-0.6488774723280494,Bmi,0.001963212820223381,66.12279215357879
Bmi & Thinness 1-19 Years & Under-Five Deaths,0.37881313460678356,0.40723412787853497,Under-Five Deaths,0.19321295023578958,Thinness 1-19 Years,-0.6213804429896973,Bmi,0.003273360319510976,65.2843188127673
Hepatitis B & Hiv/Aids & Measles,0.4108170593586006,0.4000611020805654,Hiv/Aids,0.04622920450134578,Measles,-1.0206304156442452,Hepatitis B,-4.506846158225386e-05,68.26871799729584
Hepatitis B & Hiv/Aids & Under-Five Deaths,0.43848564913465854,0.3975445125008982,Hiv/Aids,0.04110604450199083,Under-Five Deaths,-1.0324506218819547,Hepatitis B,-0.0096733837046723,69.23854310894303
Bmi & Polio & Thinness 5-9 Years,0.4345714626126985,0.39736315299673086,Polio,0.19174937748704698,Thinness 5-9 Years,0.09093879882610506,Bmi,-0.4646027050732501,56.81161391882883
Hepatitis B & Hiv/Aids & Polio,0.46671362219318724,0.39602843158018924,Hiv/Aids,0.019439343186832204,Polio,-1.0231789174186778,Hepatitis B,0.11016491682597196,60.866694807375396
Bmi & Polio & Under-Five Deaths,0.3816301160983432,0.3954202614589186,Polio,0.23262525131140432,Under-Five Deaths,0.09277461538767603,Bmi,-0.0020456442886318815,53.17410709997556
Hepatitis B & Hiv/Aids & Infant Deaths,0.43594983765489626,0.39049452637594945,Infant Deaths,0.045475751056884325,Hiv/Aids,-1.0064628188423477,Hepatitis B,-0.01164994288199317,68.61491228822389
Bmi & Diphtheria & Under-Five Deaths,0.39884001637838973,0.3888582511547083,Diphtheria,0.2245062878725118,Under-Five Deaths,0.13316770984160062,Bmi,-0.00126964943734173,50.047834361499966
Bmi & Infant Deaths & Under-Five Deaths,0.3926759984004044,0.3849918523830631,Infant Deaths,0.24150909484165295,Under-Five Deaths,0.2630227949686573,Bmi,-0.1995128059220199,60.750813480413925
Hiv/Aids & Infant Deaths & Measles,0.42069645931073757,0.37882882581031785,Infant Deaths,-1.0259967879374023,Hiv/Aids,-0.01510942037272835,Measles,2.3268765032675998e-05,72.21365813557699
Bmi & Diphtheria & Polio,0.416843739552801,0.378050982695486,Diphtheria,0.22677073016597432,Polio,0.09583384750836836,Bmi,0.05433499268833163,48.379266083200825
Infant Deaths & Thinness 1-19 Years & Under-Five Deaths,0.3338702167368951,0.3729448816576323,Infant Deaths,0.2511383574522587,Thinness 1-19 Years,-1.0894448466620215,Under-Five Deaths,-0.18210709732365427,74.82608489893002
Bmi & Hepatitis B & Under-Five Deaths,0.33182288071685784,0.3721657125223332,Under-Five Deaths,0.2405561800569473,Bmi,0.04077096869986159,Hepatitis B,-0.002216696544188046,57.557824389891366
Bmi & Measles & Under-Five Deaths,0.32489588871492436,0.3597781983574406,Under-Five Deaths,0.24899629530033407,Bmi,2.98662447421576e-05,Measles,-0.004712508483624569,60.4711105797558
Bmi & Diphtheria & Hepatitis B,0.41279345890787256,0.3575972485092228,Diphtheria,0.241539500054832,Bmi,0.12901420622772508,Hepatitis B,-0.019986118262117866,51.208056100528765
Diphtheria & Polio & Thinness 1-19 Years,0.33110622794342826,0.3515215518283449,Diphtheria,0.07277824390172463,Thinness 1-19 Years,0.07324069595547361,Polio,-0.8440269273747646,61.428181820304715
Bmi & Measles & Thinness 5-9 Years,0.3954400122711401,0.34842455119513566,Bmi,0.20986610099013242,Thinness 5-9 Years,4.342228811895089e-05,Measles,-0.5447699463115455,64.21344522823289
Bmi & Hepatitis B & Thinness 1-19 Years,0.4027467483372044,0.3448036536447876,Bmi,0.19282434472117815,Thinness 1-19 Years,0.026342485422895634,Hepatitis B,-0.6163477006532065,63.09163333774995
Diphtheria & Infant Deaths & Thinness 5-9 Years,0.32856903918097613,0.344593215272635,Infant Deaths,0.12940034479285176,Thinness 5-9 Years,0.0095588564944761,Diphtheria,-0.9758109028045864,63.05978849572024
Bmi & Thinness 1-19 Years & Thinness 5-9 Years,0.3997344272545893,0.34297713494989834,Bmi,0.1835503923304074,Thinness 5-9 Years,-0.2963243645565681,Thinness 1-19 Years,-0.33582483289066944,65.962902967375
Diphtheria & Thinness 1-19 Years & Thinness 5-9 Years,0.3228722184679145,0.34256122172568626,Diphtheria,0.1232979975529639,Thinness 5-9 Years,-0.38549702691697985,Thinness 1-19 Years,-0.4505908979367659,63.36057170799198
Bmi & Measles & Polio,0.4003034034993652,0.3390447031920748,Polio,0.2359825109348572,Bmi,2.6789642525076564e-05,Measles,0.11142836558978814,51.401081595440345
Bmi & Infant Deaths & Polio,0.3997590554752197,0.33856808799479876,Infant Deaths,0.23841037798719092,Polio,-0.0010488114521967386,Bmi,0.10494011284774876,51.94499209674213
Bmi & Hepatitis B & Thinness 5-9 Years,0.4065545305473795,0.3374217210250543,Bmi,0.19515266558778838,Thinness 5-9 Years,0.038456993572701104,Hepatitis B,-0.5674634685177339,61.96236591593886
Bmi & Hepatitis B & Measles,0.34725569782925414,0.32841427880358964,Bmi,0.2578586015379996,Measles,0.04578527683691044,Hepatitis B,3.373128191588859e-05,56.1924025817182
Diphtheria & Hepatitis B & Thinness 1-19 Years,0.31811500211100185,0.3213738813874629,Diphtheria,0.12416137876019649,Thinness 1-19 Years,-0.00011438132008258217,Hepatitis B,-0.8191509623771418,63.25390118163395
Hepatitis B & Polio & Thinness 1-19 Years,0.315310303895448,0.31655739305101593,Polio,0.014079269148602403,Thinness 1-19 Years,0.10793141526590933,Hepatitis B,-0.8894536879351533,63.702108917065715
Diphtheria & Thinness 5-9 Years & Under-Five Deaths,0.3322292311256856,0.3160054652265778,Diphtheria,0.12353570725559115,Thinness 5-9 Years,-0.9759960219575149,Under-Five Deaths,0.004905887434325185,63.700262213907244
Diphtheria & Infant Deaths & Thinness 1-19 Years,0.3339530161637795,0.3130979309140618,Infant Deaths,0.13250282001919172,Thinness 1-19 Years,0.0070073653135245655,Diphtheria,-0.9272408132083367,62.71775081260006
Polio & Thinness 1-19 Years & Thinness 5-9 Years,0.32869572869489183,0.30624851867841374,Polio,0.11565242294788891,Thinness 5-9 Years,-0.44406153848902685,Thinness 1-19 Years,-0.485989813568892,64.42758904698557
Bmi & Hepatitis B & Infant Deaths,0.3449312532279616,0.305674221500266,Infant Deaths,0.23745407979585162,Bmi,0.0450759490285258,Hepatitis B,-0.007319808951089864,57.53067259440646
Diphtheria & Thinness 1-19 Years & Under-Five Deaths,0.33090476601154384,0.3028400071910582,Diphtheria,0.13496527801267222,Thinness 1-19 Years,-0.9523962953437063,Under-Five Deaths,0.003818932534388031,62.56055172724292
Hepatitis B & Infant Deaths & Thinness 1-19 Years,0.26955925794301994,0.2967904556337168,Infant Deaths,0.04618351539175353,Thinness 1-19 Years,0.008765476829086216,Hepatitis B,-1.067403858779731,70.85512483263312
Infant Deaths & Polio & Thinness 5-9 Years,0.33415556702684635,0.2954507737800227,Infant Deaths,0.007018901751860892,Thinness 5-9 Years,0.10928919057502007,Polio,-0.9964444602085515,65.05228245212786
Infant Deaths & Thinness 1-19 Years & Thinness 5-9 Years,0.260613858064363,0.29339381064813774,Infant Deaths,0.009604428980876548,Thinness 5-9 Years,-0.6378714806194994,Thinness 1-19 Years,-0.5264369698608111,75.00709779165334
Diphtheria & Hepatitis B & Thinness 5-9 Years,0.3325416436027703,0.2931482525292458,Diphtheria,0.1395037881408212,Thinness 5-9 Years,-0.01585213367780533,Hepatitis B,-0.836619519565014,63.23524440522116
Diphtheria & Measles & Thinness 5-9 Years,0.3321092338464362,0.2912782649671082,Diphtheria,0.11323923918760154,Thinness 5-9 Years,4.2064684342825107e-05,Measles,-0.9002273745913058,64.27063092177518
Measles & Thinness 1-19 Years & Thinness 5-9 Years,0.24826546679978878,0.2900651922868487,Measles,1.592816977490996e-05,Thinness 5-9 Years,-0.41521579701863853,Thinness 1-19 Years,-0.6114582941127895,74.52051124951223
Hepatitis B & Polio & Thinness 5-9 Years,0.32337777569631676,0.2880561968909977,Polio,0.006221362456759368,Thinness 5-9 Years,0.10356006807484411,Hepatitis B,-0.8843495344701089,64.93114671282295
Infant Deaths & Polio & Thinness 1-19 Years,0.340890724855215,0.28634078162016496,Infant Deaths,0.007513203838262528,Thinness 1-19 Years,0.10983975642491473,Polio,-1.0431324487941558,65.28816777637235
Diphtheria & Measles & Thinness 1-19 Years,0.33060683922322653,0.28596876250356273,Diphtheria,0.11977052391266851,Thinness 1-19 Years,1.06222510500686e-05,Measles,-0.878385081272701,63.70953488580647
Measles & Polio & Thinness 5-9 Years,0.32424985300582654,0.28543243443254473,Polio,3.805140040569682e-05,Thinness 5-9 Years,0.09665233241407045,Measles,-0.9390945017258758,66.16266729898277
Polio & Thinness 5-9 Years & Under-Five Deaths,0.32685637308600723,0.28460187823663086,Polio,0.11946173315857826,Thinness 5-9 Years,-0.9516282409238104,Under-Five Deaths,0.0023923001885607365,64.00546157012164
Polio & Thinness 1-19 Years & Under-Five Deaths,0.3392502658327554,0.2767547208264154,Polio,0.10607431132287617,Thinness 1-19 Years,-1.022065837047304,Under-Five Deaths,0.004881695914558559,65.64010233877735
Hepatitis B & Thinness 1-19 Years & Under-Five Deaths,0.271426756474227,0.27084726804558945,Under-Five Deaths,0.055598272371465626,Thinness 1-19 Years,-0.9959585415813171,Hepatitis B,0.003461864897151168,69.97420382342298
Hepatitis B & Thinness 5-9 Years & Under-Five Deaths,0.27508837509478845,0.2705803093564132,Under-Five Deaths,0.0541637385377868,Thinness 5-9 Years,-1.0484655927290558,Hepatitis B,0.005834412727916849,70.17378988374244
Measles & Polio & Thinness 1-19 Years,0.33119258795855977,0.26795680058697036,Polio,4.546639649732816e-05,Thinness 1-19 Years,0.10619400593305273,Measles,-0.9320757633009183,65.15469073435632
Diphtheria & Polio & Thinness 5-9 Years,0.3583977460285861,0.25927402965853785,Diphtheria,0.11285074246503636,Thinness 5-9 Years,0.04887466550796907,Polio,-0.7804608947575731,59.96335629208261
Bmi & Infant Deaths & Measles,0.35197289315786284,0.256485720497062,Infant Deaths,0.27088034076474565,Bmi,-0.005048849906645193,Measles,5.9836594543025666e-05,59.46010077644577
Infant Deaths & Thinness 5-9 Years & Under-Five Deaths,0.3762443585609401,0.2540624714893752,Infant Deaths,0.29173245662520475,Thinness 5-9 Years,-1.1486627784238839,Under-Five Deaths,-0.2097462503525891,75.04761402868535
Hepatitis B & Infant Deaths & Thinness 5-9 Years,0.28945895982108516,0.2489020123573451,Infant Deaths,0.049851922472097486,Thinness 5-9 Years,0.010355188026501105,Hepatitis B,-1.0956488039270784,70.9331221027939
Thinness 1-19 Years & Thinness 5-9 Years & Under-Five Deaths,0.27060815323146203,0.24586954524670357,Under-Five Deaths,-0.5287655619504962,Thinness 5-9 Years,-0.610653017501971,Thinness 1-19 Years,0.005061600878376149,75.05575024330378
Diphtheria & Infant Deaths & Under-Five Deaths,0.21434552419955297,0.24078500075802733,Infant Deaths,0.12351084539749269,Diphtheria,0.1915570568430314,Under-Five Deaths,-0.14896745263935163,59.89897604356342
Hepatitis B & Thinness 1-19 Years & Thinness 5-9 Years,0.2873695545786844,0.23726114648467678,Hepatitis B,0.05009396851279876,Thinness 5-9 Years,-0.4603610992097438,Thinness 1-19 Years,-0.5308587719923719,70.7423993362854
Hepatitis B & Measles & Thinness 5-9 Years,0.2767562712939641,0.23664443066836294,Measles,0.038950945828426495,Thinness 5-9 Years,-2.989197304858874e-06,Hepatitis B,-0.9809481854397568,71.4532022347551
Measles & Thinness 5-9 Years & Under-Five Deaths,0.26336630701746466,0.2168465025834747,Under-Five Deaths,-2.684775498483592e-05,Thinness 5-9 Years,-1.0908881093340812,Measles,0.004514997837618662,74.810811611483
Infant Deaths & Measles & Thinness 1-19 Years,0.26234370385663,0.20856866859094758,Infant Deaths,0.00939794242751688,Thinness 1-19 Years,-5.390211986276868e-05,Measles,-1.1744936955655343,74.878981482907
