,Training Score,Testing Score,Variable,Coefficent,Other Variable,Coefficent2,Other Variable2,Coefficent3,Other Variable3,Coefficent4,y intercept
Birth Per Woman & Hiv/Aids & Thinness 1-19 Years & Water,0.8239443460430599,0.8043005995215827,Thinness 1-19 Years,-1.9841167583688437,Water,-0.6065789919861505,Birth Per Woman,-0.3456607658908516,Hiv/Aids,0.16322406449985727,64.47692355998495
Adult Mortality & Birth Per Woman & Schooling & Water,0.823871332573925,0.7795273593434795,Adult Mortality,-0.029936726863455786,Water,-1.3114926703343879,Birth Per Woman,0.7968028255261832,Schooling,0.09138398341922849,61.1751188384874
Hiv/Aids & Population & Schooling & Water,0.8235596127526966,0.7887662904528183,Schooling,-0.6631687336329253,Water,-3.053595659667177e-09,Population,1.1415478902898586,Hiv/Aids,0.19195597899329217,40.9107626166264
Birth Per Woman & Hiv/Aids & Thinness 5-9 Years & Water,0.8235092652929625,0.8192561191693835,Thinness 5-9 Years,-1.8201027836595527,Water,-0.6008133404368186,Birth Per Woman,-0.3658901245571369,Hiv/Aids,0.1717959797223314,63.40321094727127
Adult Mortality & Birth Per Woman & Gdp & Hiv/Aids,0.8234001102253397,0.8530074072519672,Adult Mortality,-0.018016617139679017,Birth Per Woman,-3.2143089068809925,Gdp,0.00012325922101918962,Hiv/Aids,-0.42646718731328587,81.97213701296194
Adult Mortality & Gdp & Hiv/Aids & Water,0.8230598699168586,0.8251480368349027,Adult Mortality,-0.017587969813848497,Water,0.00012168205279270111,Gdp,-0.45234453058755936,Hiv/Aids,0.25150182960836803,51.74185548468984
Birth Per Woman & Bmi & Hiv/Aids & Schooling,0.8230025902460978,0.8132110760343754,Schooling,-2.265895045902844,Birth Per Woman,0.04270888019373159,Hiv/Aids,-0.667670501915277,Bmi,1.0069558358255288,63.36991570485137
Hiv/Aids & Schooling & Thinness 1-19 Years & Water,0.8229661395213562,0.8326559329895982,Schooling,-0.6604407038863772,Water,0.9384223753849728,Thinness 1-19 Years,-0.24822790822960253,Hiv/Aids,0.19256787394735586,44.45631264427214
Birth Per Woman & Hiv/Aids & Percentage Expenditure & Water,0.8229492860104782,0.8299101960900523,Hiv/Aids,-2.13402568828244,Water,-0.6361578078481491,Birth Per Woman,0.0008442966403422458,Percentage Expenditure,0.16038440319787944,62.984814216483656
Hiv/Aids & Percentage Expenditure & Thinness 5-9 Years & Water,0.8226705975535504,0.8119411293953034,Thinness 5-9 Years,-0.6110587898011798,Water,0.0007552888750806015,Hiv/Aids,-0.380336704180317,Percentage Expenditure,0.27215062715863264,49.27572799404943
Hiv/Aids & Schooling & Under-Five Deaths & Water,0.8225414076219689,0.8020254081417847,Schooling,-0.6572587570098537,Water,1.106069626858264,Hiv/Aids,-0.0021865500639378643,Under-Five Deaths,0.19396335495242167,41.15387731254073
Adult Mortality & Birth Per Woman & Percentage Expenditure & Schooling,0.822482280321368,0.7810864894696025,Adult Mortality,-0.028917223564477918,Birth Per Woman,-2.358623600167451,Schooling,0.00047849258842758147,Percentage Expenditure,0.7372303878949373,71.87826031103214
Adult Mortality & Birth Per Woman & Hiv/Aids & Percentage Expenditure,0.8222402976992069,0.8478262411408366,Adult Mortality,-0.017041948169051472,Birth Per Woman,-3.3076493424834688,Hiv/Aids,-0.4702930177976845,Percentage Expenditure,0.000763712061740307,82.28055370346452
Hiv/Aids & Infant Deaths & Schooling & Water,0.8221398146990804,0.7944805291784672,Infant Deaths,-0.675973758075025,Water,-0.0038778261249865498,Schooling,1.0822529781919734,Hiv/Aids,0.19050221217765628,41.763357076193486
Hiv/Aids & Percentage Expenditure & Schooling & Water,0.8219685430528471,0.8447520092187347,Schooling,-0.6681634193893667,Water,0.0005867498131158048,Hiv/Aids,1.0035460398361127,Percentage Expenditure,0.19139824325385202,42.07754286410233
Birth Per Woman & Gdp & Hiv/Aids & Thinness 1-19 Years,0.8214322058382828,0.8066736773613317,Thinness 1-19 Years,-3.3785909107933763,Birth Per Woman,0.000138518864961057,Gdp,-0.6732768721016085,Hiv/Aids,-0.26279892484712586,81.08012422583994
Diphtheria & Hiv/Aids & Schooling & Water,0.8212085672372382,0.7978215621285673,Schooling,0.012465290387951586,Water,-0.6675443454484284,Hiv/Aids,1.1861814750821806,Diphtheria,0.18393188481822353,39.867806200199134
Adult Mortality & Birth Per Woman & Percentage Expenditure & Thinness 1-19 Years,0.8211868066749897,0.7617125554890936,Adult Mortality,-0.02909050154357217,Birth Per Woman,-3.03805588169867,Thinness 1-19 Years,0.000658701510756643,Percentage Expenditure,-0.2779680384019178,84.16839124593575
Adult Mortality & Birth Per Woman & Hiv/Aids & Water,0.819972873230338,0.8434849796114589,Adult Mortality,-0.01598665533954041,Water,-2.0580933239020163,Birth Per Woman,-0.4486260531732611,Hiv/Aids,0.14280786391815692,67.2351245493001
Alcohol & Birth Per Woman & Hiv/Aids & Schooling,0.8195214198354822,0.8009551514417493,Schooling,-0.013141332539448708,Alcohol,-2.431709533568191,Birth Per Woman,-0.67436525813721,Hiv/Aids,1.1473689561776115,63.9058007652997
Adult Mortality & Hiv/Aids & Percentage Expenditure & Water,0.8195139830080419,0.833719716147599,Adult Mortality,-0.018321214391101084,Water,-0.4156189673828333,Hiv/Aids,0.000825967721545473,Percentage Expenditure,0.2613155546211146,51.049839355553935
Birth Per Woman & Gdp & Hiv/Aids & Thinness 5-9 Years,0.8189755232647705,0.8158018405483797,Thinness 5-9 Years,-3.3012356606824635,Birth Per Woman,0.00013457063876174573,Gdp,-0.6482722055728305,Hiv/Aids,-0.28527278786260324,81.0883029622058
Fdi & Hiv/Aids & Schooling & Water,0.8187382933416969,0.8066853776049083,Fdi,0.012079749055626792,Water,-0.6629205584485476,Schooling,1.1414647449548054,Hiv/Aids,0.19283262617084973,40.72814158542518
Hiv/Aids & Measles & Schooling & Water,0.818706299187939,0.7989419854060721,Schooling,-0.6671842057490567,Water,-8.220023803223037e-06,Hiv/Aids,1.1060394796931685,Measles,0.20536033014525146,40.07471970590836
Birth Per Woman & Fdi & Hiv/Aids & Schooling,0.8185442677175548,0.804943658067841,Fdi,-2.4734957541458527,Birth Per Woman,0.014813253040745211,Schooling,-0.6694373256186836,Hiv/Aids,1.0609922264991032,64.84904508260315
Birth Per Woman & Hiv/Aids & Polio & Schooling,0.8184826100287671,0.8047553995029899,Schooling,-2.4224685348592043,Birth Per Woman,-0.6886943447535513,Hiv/Aids,0.0018034072944254076,Polio,1.120717304582202,64.0624064406075
Birth Per Woman & Hiv/Aids & Schooling & Under-Five Deaths,0.8181733764731166,0.8121920321136055,Schooling,-2.453146106064275,Birth Per Woman,-0.6731698314452897,Hiv/Aids,1.0835536193447262,Under-Five Deaths,-0.002129733374825693,64.7545781085179
Adult Mortality & Birth Per Woman & Fdi & Gdp,0.8178347029446125,0.7129323848363813,Adult Mortality,-0.03171997147717041,Birth Per Woman,-2.978438140947178,Fdi,0.003082950195258027,Gdp,0.00013895942151842533,82.85270113576297
Bmi & Hiv/Aids & Schooling & Water,0.8178140155008792,0.827626565717586,Schooling,0.04369392913067411,Water,-0.6649291412433505,Hiv/Aids,1.0580442242713008,Bmi,0.17904377808181227,41.334431288938966
Hiv/Aids & Polio & Schooling & Water,0.8176223454659856,0.8060310865339013,Schooling,-0.6706509437088042,Water,0.007242114528867194,Hiv/Aids,1.1201453955039409,Polio,0.18533927395137553,41.03599174392032
Birth Per Woman & Hepatitis B & Hiv/Aids & Schooling,0.8175149440049833,0.8066759812060703,Schooling,-2.4722557765273705,Birth Per Woman,-0.0016547208415891301,Hiv/Aids,-0.667700374028416,Hepatitis B,1.1083800460743543,64.56341865435753
Birth Per Woman & Hiv/Aids & Schooling & Total Expenditure,0.8172804807536922,0.8249781947670162,Schooling,-2.3379210158678783,Birth Per Woman,-0.6960632243370954,Hiv/Aids,1.0485321696046102,Total Expenditure,0.2621214422903544,63.22557082195324
Alcohol & Hiv/Aids & Schooling & Water,0.817113738821879,0.80850852924899,Schooling,0.007379148842864609,Alcohol,-0.6548618371871842,Water,1.0956115491851266,Hiv/Aids,0.1954934407280391,41.03359613289382
Birth Per Woman & Hiv/Aids & Schooling & Thinness 5-9 Years,0.8171075469615361,0.8446361896846319,Schooling,-2.385672734584743,Birth Per Woman,-0.674853341268725,Thinness 5-9 Years,0.9219727157866386,Hiv/Aids,-0.22390069428704928,67.61634887091718
Adult Mortality & Alcohol & Birth Per Woman & Hiv/Aids,0.8169080783087981,0.7854660908075376,Adult Mortality,-0.01985805093114293,Alcohol,0.2238131147724134,Birth Per Woman,-3.233621099855639,Hiv/Aids,-0.4327921102405681,82.15707933587265
Adult Mortality & Bmi & Hiv/Aids & Schooling,0.8166651344402366,0.7856990006486173,Adult Mortality,-0.02172566457386977,Schooling,0.05940858413101141,Hiv/Aids,-0.45989307442557,Bmi,1.525835988634873,53.21943371352788
Adult Mortality & Birth Per Woman & Bmi & Gdp,0.8165691608607772,0.7683992535560948,Adult Mortality,-0.029596878032121746,Birth Per Woman,-2.8754575703846883,Gdp,0.05561355569186422,Bmi,0.00010950740106308032,80.0491713332327
Adult Mortality & Alcohol & Hiv/Aids & Water,0.8164645632097924,0.7806241778922922,Adult Mortality,-0.022656594580808362,Alcohol,0.2550584138245934,Water,-0.358612172004707,Hiv/Aids,0.2473215785815291,52.202160997157264
Hepatitis B & Hiv/Aids & Schooling & Water,0.8163636833352925,0.8103064789068465,Schooling,-0.0029267720315064136,Water,-0.6791005398618749,Hiv/Aids,1.1411164671761818,Hepatitis B,0.19349152564531746,40.91906620898179
Adult Mortality & Birth Per Woman & Gdp & Water,0.8161581354522691,0.8005609579238515,Adult Mortality,-0.027531354424190153,Water,-1.8984384461049495,Birth Per Woman,0.00010771096210970832,Gdp,0.13973862765575484,67.330029000997
Birth Per Woman & Hiv/Aids & Percentage Expenditure & Thinness 5-9 Years,0.8161402850353485,0.8189358953437481,Thinness 5-9 Years,-3.4066967867477356,Birth Per Woman,-0.6402930383688813,Hiv/Aids,0.000830459760883473,Percentage Expenditure,-0.309163904100384,81.55836236970791
Adult Mortality & Schooling & Thinness 5-9 Years & Water,0.8160341703986456,0.8086414312940152,Adult Mortality,-0.0294929255585326,Water,0.6544817341934468,Schooling,-0.27583017339236426,Thinness 5-9 Years,0.1742851891611984,53.23028055178166
Adult Mortality & Birth Per Woman & Gdp & Thinness 1-19 Years,0.8158048637104268,0.7870764402401654,Adult Mortality,-0.028811951079339662,Birth Per Woman,-2.9904159522440295,Thinness 1-19 Years,0.0001024022376414635,Gdp,-0.2715180727093077,83.81903839784289
Adult Mortality & Birth Per Woman & Schooling & Thinness 5-9 Years,0.8157438894750351,0.8001480431253524,Adult Mortality,-0.02987314948692777,Birth Per Woman,-2.102239989186715,Schooling,0.7011452315743354,Thinness 5-9 Years,-0.2578922426057664,73.42145238389708
Hiv/Aids & Military & Schooling & Water,0.81573233612743,0.8127740775335326,Schooling,-0.6828424176431921,Water,0.12501329421334564,Military,1.1329639094964257,Hiv/Aids,0.19366540845084612,40.53365769226198
Birth Per Woman & Hiv/Aids & Population & Schooling,0.8153181056013015,0.8153565378118987,Schooling,-2.3269830134961165,Birth Per Woman,-0.6983074596341967,Population,-2.5917243906548038e-09,Hiv/Aids,1.119347476221252,63.906726491859146
Birth Per Woman & Gdp & Hiv/Aids & Measles,0.8152825864619666,0.7585242242016593,Gdp,-3.5620516520981607,Birth Per Woman,0.0001538298628981224,Hiv/Aids,-0.6980368536133487,Measles,-3.887232237366728e-05,80.40822454150707
Birth Per Woman & Hiv/Aids & Total Expenditure & Water,0.8152410678990369,0.7827655270962801,Hiv/Aids,-2.2405059965311978,Water,-0.6573629141930508,Birth Per Woman,0.482782283508201,Total Expenditure,0.16214989835325622,60.905045844229726
Gdp & Hiv/Aids & Thinness 1-19 Years & Water,0.8150066087875423,0.8206501368058211,Thinness 1-19 Years,0.00012331079174031408,Water,-0.6184073754757666,Gdp,-0.3293056062712759,Hiv/Aids,0.2650561276333756,49.43570871451099
Adult Mortality & Bmi & Hiv/Aids & Water,0.8144065829606546,0.8074056183664927,Adult Mortality,-0.018279475284973243,Water,0.07493318044691522,Hiv/Aids,-0.40469086888358835,Bmi,0.23987205510861043,50.61532186959189
Adult Mortality & Measles & Schooling & Water,0.8143471462290959,0.760777940482054,Adult Mortality,-0.03053104856633816,Water,-1.6376188631345157e-05,Schooling,0.8495769078188148,Measles,0.1787714919955913,49.352166640238636
Adult Mortality & Birth Per Woman & Thinness 5-9 Years & Water,0.8141832762126708,0.8191689673915299,Adult Mortality,-0.026089168350423714,Water,-1.6784033074173914,Birth Per Woman,-0.3159770033701089,Thinness 5-9 Years,0.15350991784532297,67.51109949382523
Adult Mortality & Thinness 1-19 Years & Thinness 5-9 Years & Water,0.8137403724048489,0.7395508450604922,Adult Mortality,-0.028814333579787417,Water,-0.053363205625336474,Thinness 5-9 Years,-0.3237784777325475,Thinness 1-19 Years,0.25707016054494225,54.79051942407334
Adult Mortality & Percentage Expenditure & Schooling & Water,0.813509926111518,0.7944066109725082,Adult Mortality,-0.02770919452340995,Water,0.0005183477913480311,Schooling,0.7717438599522614,Percentage Expenditure,0.19083235255870137,48.350319902134814
Alcohol & Birth Per Woman & Gdp & Hiv/Aids,0.8134871290409221,0.7573815965163367,Gdp,0.06918654814068168,Alcohol,-3.5475354708494202,Birth Per Woman,0.000151534734897929,Hiv/Aids,-0.6968584180925259,80.07065764568279
Hiv/Aids & Percentage Expenditure & Thinness 1-19 Years & Water,0.8131229996155613,0.8242054609533248,Thinness 1-19 Years,-0.6236674856611358,Water,0.0007458841547877838,Hiv/Aids,-0.34217156528513576,Percentage Expenditure,0.27601761433759214,48.84548693111651
Adult Mortality & Diphtheria & Schooling & Water,0.8125384172714438,0.776777150482135,Adult Mortality,-0.03070248709222076,Water,0.0211641973300164,Schooling,0.9029606129624866,Diphtheria,0.16299230995151623,48.32645213037742
Adult Mortality & Birth Per Woman & Hiv/Aids & Under-Five Deaths,0.8120216156455217,0.803682676399621,Adult Mortality,-0.01902620268501786,Birth Per Woman,-3.465854890185721,Hiv/Aids,-0.4546697280108526,Under-Five Deaths,-0.004442564319534714,83.98961038764566
Adult Mortality & Hiv/Aids & Total Expenditure & Water,0.8119488294220123,0.7930634607825877,Adult Mortality,-0.019830372686980284,Water,-0.4218139101118441,Hiv/Aids,0.4611338272884673,Total Expenditure,0.26721570179446535,48.64148509530173
Adult Mortality & Birth Per Woman & Thinness 1-19 Years & Water,0.8119431435280858,0.8171847417072731,Adult Mortality,-0.02688173053791603,Water,-1.724597009493643,Birth Per Woman,-0.30182427261421013,Thinness 1-19 Years,0.1468235775804707,68.2880495321207
Adult Mortality & Birth Per Woman & Diphtheria & Hiv/Aids,0.8118988062049701,0.7851869333919205,Adult Mortality,-0.020963481957860738,Birth Per Woman,-3.410089160663994,Hiv/Aids,0.02664591336594091,Diphtheria,-0.3968088392500684,81.49553309147402
Birth Per Woman & Bmi & Gdp & Hiv/Aids,0.811689325879638,0.8209961875580699,Gdp,-3.3501249511188638,Birth Per Woman,0.05282314172235057,Hiv/Aids,0.0001433088383587522,Bmi,-0.6514761469947365,77.68557794132043
Birth Per Woman & Bmi & Hiv/Aids & Percentage Expenditure,0.8115955642350755,0.8142065395004556,Hiv/Aids,-3.2929266676986098,Birth Per Woman,0.0692447926337533,Bmi,-0.6480582516726732,Percentage Expenditure,0.0009399475804915403,77.03477060228776
Adult Mortality & Birth Per Woman & Schooling & Thinness 1-19 Years,0.8113625624111322,0.8090796159706194,Adult Mortality,-0.028771797996042,Birth Per Woman,-2.325470296122968,Schooling,0.7588405433885589,Thinness 1-19 Years,-0.20336204305524608,72.80131321253471
Adult Mortality & Gdp & Hiv/Aids & Schooling,0.8111574691499697,0.7956700297849472,Adult Mortality,-0.021999529140407297,Schooling,7.137744078001477e-05,Gdp,-0.4856441905491834,Hiv/Aids,1.5484082399121535,54.783915086448445
Bmi & Gdp & Hiv/Aids & Water,0.8101251744127856,0.7978766108850489,Gdp,0.06586820950506532,Water,0.00013199202589836445,Hiv/Aids,-0.6467673411639397,Bmi,0.2486508360395251,46.69962866298091
Hiv/Aids & Schooling & Total Expenditure & Water,0.8098955201971672,0.8400046660715668,Schooling,-0.6787009208624044,Water,1.1080811138966684,Hiv/Aids,0.22786136313300034,Total Expenditure,0.18550270719417195,40.39345474701395
Adult Mortality & Birth Per Woman & Polio & Schooling,0.809842081611795,0.7810483152140459,Adult Mortality,-0.030182853016709085,Birth Per Woman,-2.1940439560382123,Schooling,0.0026417047859887965,Polio,0.9310567331262575,69.31505623779212
Adult Mortality & Birth Per Woman & Population & Schooling,0.8098024674907285,0.7839607263535329,Adult Mortality,-0.030215230551743102,Birth Per Woman,-2.1665910256533376,Schooling,-3.56705198711893e-09,Population,0.8686322203817,70.34100989997717
Adult Mortality & Birth Per Woman & Gdp & Schooling,0.8097361099347348,0.8169023986591756,Adult Mortality,-0.027743604189672907,Birth Per Woman,-2.3953730799555855,Schooling,8.15812967500662e-05,Gdp,0.7555690122117822,71.37907975094512
Adult Mortality & Population & Schooling & Water,0.8094994731105827,0.776353059157025,Adult Mortality,-0.0295961803575639,Water,-4.1076453820004065e-09,Schooling,0.9775206598226498,Population,0.17714638012816908,47.80168629636025
Birth Per Woman & Hiv/Aids & Percentage Expenditure & Under-Five Deaths,0.8093300665604418,0.7827358523765191,Hiv/Aids,-3.6807332807135,Birth Per Woman,-0.6661209810121145,Under-Five Deaths,0.0008831286504684677,Percentage Expenditure,-0.003546676722309544,81.09107138114311
Adult Mortality & Percentage Expenditure & Thinness 1-19 Years & Water,0.8093224879205765,0.7992122973293936,Adult Mortality,-0.027948629747375615,Water,0.0006749881501392592,Thinness 1-19 Years,-0.3052179372257518,Percentage Expenditure,0.2399784334571279,55.23376320787349
Birth Per Woman & Diphtheria & Gdp & Hiv/Aids,0.8092959153553738,0.7848719388803733,Gdp,-3.5550329401261953,Birth Per Woman,0.025356210686818634,Hiv/Aids,0.00014879065772505085,Diphtheria,-0.6671782677144934,78.16774605053968
Hiv/Aids & Thinness 5-9 Years & Under-Five Deaths & Water,0.8091402346611597,0.7674955965109451,Thinness 5-9 Years,-0.6185136531433482,Water,-0.42230929513697063,Hiv/Aids,0.0003069224204140797,Under-Five Deaths,0.28748375657313086,48.85789029147386
Birth Per Woman & Hiv/Aids & Measles & Schooling,0.8090568577726638,0.8328848396535025,Schooling,-2.5211393363943415,Birth Per Woman,-0.6879468528467475,Hiv/Aids,-1.9915044172647e-05,Measles,1.0656989197993383,65.1605727563303
Adult Mortality & Birth Per Woman & Schooling & Under-Five Deaths,0.8089868162353009,0.7915677547923545,Adult Mortality,-0.02951778690806088,Birth Per Woman,-2.2545200534909644,Schooling,0.8238893470361852,Under-Five Deaths,-0.0027156787368083357,71.18737934678305
Adult Mortality & Hiv/Aids & Population & Water,0.808986720555401,0.7732677568704909,Adult Mortality,-0.020849454477685412,Water,-0.36319623234850235,Population,-6.430229460008263e-09,Hiv/Aids,0.27969517555247553,50.469844018301615
Adult Mortality & Bmi & Schooling & Water,0.8089341338237787,0.797938604895356,Adult Mortality,-0.028821480321150054,Water,0.044569578496209794,Schooling,0.7631995891177615,Bmi,0.1776086847700614,48.491820859519805
Adult Mortality & Birth Per Woman & Hiv/Aids & Total Expenditure,0.8088647009654649,0.8248215273330282,Adult Mortality,-0.017638143376556763,Birth Per Woman,-3.4403640319842905,Hiv/Aids,-0.4805618431886032,Total Expenditure,0.4240018080137563,80.76106784653147
Adult Mortality & Fdi & Hiv/Aids & Schooling,0.8086540116663768,0.7743741851372711,Adult Mortality,-0.02145053480895842,Fdi,0.008812384203188972,Schooling,-0.4912401815004894,Hiv/Aids,1.7211718840868353,53.00413261901483
Adult Mortality & Birth Per Woman & Hepatitis B & Hiv/Aids,0.8086395445076363,0.790286545658571,Adult Mortality,-0.02135641248265288,Birth Per Woman,-3.391359043391566,Hiv/Aids,0.007091499211034691,Hepatitis B,-0.4022278409411433,83.3003507811174
Adult Mortality & Birth Per Woman & Percentage Expenditure & Water,0.8085326344040342,0.819606263737487,Adult Mortality,-0.026402757086481588,Water,-1.9607052833988272,Birth Per Woman,0.0006556101448531582,Percentage Expenditure,0.14731773341455248,66.93696439233985
Birth Per Woman & Hiv/Aids & Percentage Expenditure & Total Expenditure,0.8084642694785947,0.8042746609148177,Hiv/Aids,-3.613523915170107,Birth Per Woman,-0.6842298325431155,Total Expenditure,0.0008905181090418379,Percentage Expenditure,0.41638664736667974,78.1873977794512
Hiv/Aids & Infant Deaths & Thinness 1-19 Years & Water,0.8082150487244135,0.7484176788701511,Infant Deaths,-0.627930588679446,Water,0.0004897636333242028,Thinness 1-19 Years,-0.3998557091773673,Hiv/Aids,0.2924398320505849,48.30962154860603
Adult Mortality & Birth Per Woman & Fdi & Hiv/Aids,0.8081649219834056,0.7870352768572579,Adult Mortality,-0.019766635275280095,Birth Per Woman,-3.545305283143217,Fdi,0.007980604912063427,Hiv/Aids,-0.41905362062547535,83.93985250400077
Adult Mortality & Fdi & Schooling & Water,0.8078819142088123,0.7841536165688866,Adult Mortality,-0.029380679526678645,Water,0.00907647235020792,Fdi,0.8705187854987699,Schooling,0.17913997048591418,48.96280604398106
Adult Mortality & Alcohol & Birth Per Woman & Schooling,0.8077986340588736,0.7856699638392706,Adult Mortality,-0.02965721501636491,Alcohol,-0.017770639554784085,Birth Per Woman,-2.3265533346824183,Schooling,0.8955269481751117,70.3407761832754
Adult Mortality & Birth Per Woman & Gdp & Measles,0.8076581097871655,0.7580709525896543,Adult Mortality,-0.03049562714804128,Birth Per Woman,-3.169462217758292,Gdp,0.00012459330302139193,Measles,-4.811189448484382e-05,83.3200645635953
Birth Per Woman & Hiv/Aids & Military & Schooling,0.8074836723259127,0.8381366971416795,Schooling,-2.326586511496427,Birth Per Woman,-0.6954365749826239,Military,0.1765861242880597,Hiv/Aids,1.101034538353729,63.79868969853605
Gdp & Hiv/Aids & Infant Deaths & Water,0.8074051612906681,0.7744277628122864,Infant Deaths,0.00013967156814762377,Water,-0.634466810725325,Gdp,-0.006224288136803313,Hiv/Aids,0.2953057010747474,45.46641365413857
Adult Mortality & Birth Per Woman & Hepatitis B & Schooling,0.8071199453235651,0.7901750237691819,Adult Mortality,-0.03125290521021162,Birth Per Woman,-2.2093930989814408,Schooling,0.0076260154141523095,Hepatitis B,0.849300047633908,70.20862093933155
Adult Mortality & Birth Per Woman & Hiv/Aids & Military,0.8069552502305034,0.792810950758636,Adult Mortality,-0.020524353812837497,Birth Per Woman,-3.4724803030333113,Military,-0.4274000634237538,Hiv/Aids,0.056984964548089254,83.82581824645962
Birth Per Woman & Diphtheria & Hiv/Aids & Schooling,0.806865348747548,0.8380573501946489,Schooling,-2.257065056269358,Birth Per Woman,0.011111139009040094,Hiv/Aids,-0.6824513191612563,Diphtheria,1.1444539820875073,62.44128917039043
Birth Per Woman & Hiv/Aids & Thinness 1-19 Years & Total Expenditure,0.8068344002597151,0.7675122803956244,Thinness 1-19 Years,-3.680398918841661,Birth Per Woman,-0.6565289892533984,Hiv/Aids,-0.31501971142861596,Total Expenditure,0.40010537827498516,80.61823029346881
Adult Mortality & Diphtheria & Percentage Expenditure & Water,0.806404958996224,0.7407402070519591,Adult Mortality,-0.029846139301526412,Water,0.03527993145762436,Diphtheria,0.0006701290538964066,Percentage Expenditure,0.24801848599721288,50.44911987392618
Adult Mortality & Hiv/Aids & Schooling & Thinness 5-9 Years,0.8063695997152184,0.8101539435686331,Adult Mortality,-0.02118113698388344,Schooling,-0.5061218596685058,Thinness 5-9 Years,1.571070027725382,Hiv/Aids,-0.22083760745746545,55.88964942696812
