,Training Score,Testing Score,Variable,Coefficent,Other Variable,Coefficent2,y intercept
Gdp & Water,0.6577778594334349,0.6890475667695274,Water,0.00014175400788504357,Gdp,0.35410048813435835,39.22903987869718
Birth Per Woman & Percentage Expenditure,0.6556044401432364,0.6795690474212491,Birth Per Woman,-4.520850315132275,Percentage Expenditure,0.00099053336777745,81.8996639981698
Adult Mortality & Bmi,0.6514611274515842,0.6065965741045669,Adult Mortality,-0.04179010256592074,Bmi,0.16664518901040304,70.34623182853353
Birth Per Woman & Under-Five Deaths,0.6511590326368456,0.5555279412676313,Birth Per Woman,-4.876880585127456,Under-Five Deaths,-0.004209740468871732,84.0707880880212
Birth Per Woman & Bmi,0.64990792955362,0.657234616368045,Birth Per Woman,-4.179355368051047,Bmi,0.0937002194779562,78.27043566012736
Birth Per Woman & Thinness 1-19 Years,0.6476863014135839,0.6968777236117074,Birth Per Woman,-4.292595677051885,Thinness 1-19 Years,-0.43730599731524694,84.10750231588761
Polio & Water,0.6430587251123717,0.6051265643007,Water,0.028046181122014246,Polio,0.3805620970027666,35.36587185791553
Diphtheria & Water,0.6401977901336529,0.6276752290946851,Water,0.03717661186478855,Diphtheria,0.3639613797175555,36.019091458339204
Birth Per Woman & Measles,0.6398208810937653,0.5861972547022294,Birth Per Woman,-4.914258810956706,Measles,-4.579036456384893e-05,84.00672675567307
Birth Per Woman & Infant Deaths,0.6385597243704414,0.5869505039887394,Birth Per Woman,-4.893068553004805,Infant Deaths,-0.0050863471244272885,84.09583292233374
Infant Deaths & Water,0.6350570968764346,0.6458118815160632,Water,-0.006195863547209135,Infant Deaths,0.3781979947386228,38.18898720801431
Measles & Water,0.6350423318424752,0.6206084714898631,Water,-1.4550717892038941e-05,Measles,0.38773203230041514,37.32470406118391
Adult Mortality & Thinness 5-9 Years,0.6324843712941283,0.5629588684540381,Adult Mortality,-0.046734703462196,Thinness 5-9 Years,-0.5751571993315852,80.42614280055797
Birth Per Woman & Diphtheria,0.6322069623703743,0.6133873907807585,Birth Per Woman,-4.810771681464498,Diphtheria,0.036149595216022186,80.45400142556453
Population & Water,0.6321047216015986,0.6347236361744246,Water,-4.490401293552368e-09,Population,0.3899616918988075,37.1338691484625
Alcohol & Birth Per Woman,0.6305704222392633,0.6070234654551306,Birth Per Woman,0.09312508874323203,Alcohol,-4.732365084302575,82.91138426415907
Hepatitis B & Water,0.6304516878487292,0.6376987146203392,Water,0.012699368966148447,Hepatitis B,0.3914904225605658,35.86947976398539
Total Expenditure & Water,0.6302793070988385,0.6631023597455266,Water,0.3483349091827039,Total Expenditure,0.3836988708908211,35.40620398414263
Fdi & Water,0.6285543582204773,0.6479522567154339,Water,0.01884734070253713,Fdi,0.39167234881920554,36.74139802297511
Alcohol & Water,0.6257824883248113,0.6624924566105975,Water,0.1338234620394419,Alcohol,0.37804232776809005,37.222186178442044
Birth Per Woman & Polio,0.6248468214754435,0.6219283228433163,Birth Per Woman,-4.922274526993808,Polio,0.015100674424649758,82.4810830988558
Military & Water,0.6243541685920039,0.6508942774503319,Water,-0.20158957887263837,Military,0.3800675006697162,38.27276750908289
Under-Five Deaths & Water,0.6236322988837936,0.6904164994535928,Water,-0.00464896792552266,Under-Five Deaths,0.3894843437334265,37.19836425655007
Adult Mortality & Alcohol,0.6206908654900261,0.595096030850141,Adult Mortality,-0.047546095994949036,Alcohol,0.6642979160580068,74.39683076729997
Birth Per Woman & Fdi,0.6191028913412738,0.6391130521117347,Birth Per Woman,-4.7778187510681684,Fdi,0.01466411772887375,83.40313577328308
Birth Per Woman & Hepatitis B,0.6165224833544535,0.6480371498866082,Birth Per Woman,-4.710260504510332,Hepatitis B,0.016240851347649025,82.06642413508415
Birth Per Woman & Population,0.6143031457796699,0.6454978471096361,Birth Per Woman,-4.839891710324585,Population,-3.6977841914207947e-09,83.81012105283251
Birth Per Woman & Total Expenditure,0.6120807447008346,0.6805261244779937,Birth Per Woman,-4.77672340167393,Total Expenditure,0.35812283756750873,81.31594689342784
Adult Mortality & Thinness 1-19 Years,0.6089342455104085,0.6458567022628705,Adult Mortality,-0.044606927730752984,Thinness 1-19 Years,-0.612727751323533,80.04584577513707
Birth Per Woman & Military,0.607810665319765,0.663077781567706,Birth Per Woman,-4.942360248061162,Military,0.1397824078991289,83.77831928332479
Adult Mortality & Diphtheria,0.5953946595715877,0.5452803498584211,Adult Mortality,-0.04902067541683401,Diphtheria,0.10034634288758473,69.54407389594452
Adult Mortality & Under-Five Deaths,0.5884429273956108,0.4724386225111573,Adult Mortality,-0.051842499792471006,Under-Five Deaths,-0.008128054937216089,78.87969758839002
Adult Mortality & Gdp,0.5857170344906206,0.6419336261164419,Adult Mortality,-0.0454042374877795,Gdp,0.0001906619803518011,76.12794537820882
Adult Mortality & Polio,0.584546894113082,0.5332056991883627,Adult Mortality,-0.04844349008111769,Polio,0.08277907817450421,70.97687337096787
Adult Mortality & Percentage Expenditure,0.5839198838403021,0.6078647928529206,Adult Mortality,-0.04635870415383989,Percentage Expenditure,0.001131526093504109,76.51145365696551
Bmi & Schooling,0.5777224723746532,0.5814438118468901,Schooling,0.10196779277391471,Bmi,1.9114973534643458,42.49920476948863
Schooling & Thinness 5-9 Years,0.5774456888528043,0.5494076089783084,Schooling,2.097894803925082,Thinness 5-9 Years,-0.34145077788409633,45.53112443619608
Bmi & Hiv/Aids,0.573819760869676,0.5604634655136924,Hiv/Aids,0.21275325788676788,Bmi,-0.857549597288571,63.15698910648499
Percentage Expenditure & Schooling,0.5643245955416796,0.5415259795589646,Schooling,0.0006226596051839054,Percentage Expenditure,2.1926855520929722,42.333897110733666
Adult Mortality & Fdi,0.5630271539822855,0.4592261126877616,Adult Mortality,-0.05153102548062611,Fdi,0.016714533037198668,78.5776941486651
Schooling & Thinness 1-19 Years,0.5608496420339903,0.5783204196968232,Schooling,2.0923958653051304,Thinness 1-19 Years,-0.31004453985281555,45.16700223680062
Alcohol & Schooling,0.5571095617746218,0.5230863046272026,Schooling,-0.13724384118743782,Alcohol,2.533432470498306,39.07546644349107
Hepatitis B & Schooling,0.5565666038885234,0.5256624928287408,Schooling,0.026688966464888955,Hepatitis B,2.326486412870405,38.83928735756328
Adult Mortality & Infant Deaths,0.556409912315041,0.5663740424295289,Adult Mortality,-0.05091201675914341,Infant Deaths,-0.010123762077961184,78.62082362345055
Adult Mortality & Military,0.5554841347298032,0.4664834569049215,Adult Mortality,-0.051408015990778454,Military,-0.12944038040145792,78.54108256775203
Population & Schooling,0.5527180067125994,0.5318096920049629,Schooling,2.0895282108722347e-09,Population,2.3972893399492854,40.08069819727078
Gdp & Schooling,0.5510695971238673,0.5811876072705386,Schooling,0.0001005496626238045,Gdp,2.1410010093932144,42.92666087968983
Measles & Schooling,0.5505985978992787,0.537297821411119,Schooling,2.9511138668440187e-05,Measles,2.427786808401748,39.73929594607209
Diphtheria & Schooling,0.5489596995627343,0.5982342857947456,Schooling,0.05705280865203222,Diphtheria,2.222415897823846,37.42365816621218
Adult Mortality & Hiv/Aids,0.5470051958317287,0.6292771518704958,Adult Mortality,-0.040128609288221415,Hiv/Aids,-0.4445154160133956,77.34688353043879
Schooling & Total Expenditure,0.54592568299092,0.5520120801236825,Schooling,2.352283743862953,Total Expenditure,0.003058945864903825,40.71830562962792
Polio & Schooling,0.5455054545136129,0.581541705877365,Schooling,0.030439270606079327,Polio,2.32486202316081,38.433391249970505
Adult Mortality & Measles,0.5428829059912919,0.5358706253343684,Adult Mortality,-0.05279794924854352,Measles,-9.490004365683718e-05,78.91238821417532
Military & Schooling,0.542784550327361,0.55977349546473,Schooling,0.07989595182287045,Military,2.308534823452094,41.183764260255025
Fdi & Schooling,0.5425058480058806,0.5735624321682717,Fdi,0.021147535264050953,Schooling,2.338500989535786,40.84191620352149
Infant Deaths & Schooling,0.5399614237678049,0.5691148725281605,Schooling,-0.0008647997910047303,Infant Deaths,2.3430142574818786,40.90836532237893
Adult Mortality & Hepatitis B,0.538681257084859,0.5812037423573793,Adult Mortality,-0.05070636220902812,Hepatitis B,0.04998009695453638,74.3957101858747
Adult Mortality & Total Expenditure,0.5382117268041446,0.5741166531060322,Adult Mortality,-0.05073161274464751,Total Expenditure,0.414505750492039,75.83373243731197
Adult Mortality & Population,0.5339697403659507,0.5452318533719269,Adult Mortality,-0.05172257541328362,Population,-7.046052761428462e-09,78.43977403638924
Schooling & Under-Five Deaths,0.5297754272271209,0.5973433792692449,Schooling,2.3127876225530892,Under-Five Deaths,-0.0007673236730659612,41.25900295047604
Hiv/Aids & Thinness 1-19 Years,0.5275826003332671,0.5183030988359904,Thinness 1-19 Years,-0.9306300384054308,Hiv/Aids,-0.7865074626783694,75.19325033827012
Hiv/Aids & Thinness 5-9 Years,0.5238427470443445,0.4999320989333985,Thinness 5-9 Years,-1.036317193522255,Hiv/Aids,-0.7486200983432495,75.31053403189955
Hiv/Aids & Percentage Expenditure,0.5172595438854846,0.44337891791556827,Hiv/Aids,-0.9393616231518241,Percentage Expenditure,0.0017068712362017667,70.58355506937295
Gdp & Hiv/Aids,0.5153253116046967,0.5235743017539078,Gdp,0.0002680768769563131,Hiv/Aids,-0.9757603160599235,70.0313200458569
Alcohol & Hiv/Aids,0.5069004393327439,0.5630403864889664,Hiv/Aids,0.80436278825358,Alcohol,-1.029766804796836,67.82734864281345
Diphtheria & Hiv/Aids,0.4564940941101396,0.4597927773929582,Hiv/Aids,0.12437451583041252,Diphtheria,-0.9608318096522186,61.3087158770916
Hiv/Aids & Polio,0.45377551823595974,0.4382118677250768,Hiv/Aids,-0.9843807054178199,Polio,0.11362300207188869,62.12720282958748
Bmi & Diphtheria,0.4146466465368259,0.3442273494417596,Diphtheria,0.2390474066732393,Bmi,0.11893998081385335,50.66064345622449
Hiv/Aids & Total Expenditure,0.4110990902423936,0.4484779769955639,Hiv/Aids,-1.0950749867485514,Total Expenditure,0.7143061953371099,67.70604465533134
Bmi & Gdp,0.4103035233823383,0.43166697060590864,Gdp,0.2233820606120719,Bmi,0.00022070857703432534,59.79628492331119
Hiv/Aids & Infant Deaths,0.4097428268216516,0.4193768544301174,Hiv/Aids,-1.0801721208981603,Infant Deaths,-0.012417476227651618,72.30432237290512
Hiv/Aids & Under-Five Deaths,0.4074289861023259,0.44678737194740337,Hiv/Aids,-1.0904742641414502,Under-Five Deaths,-0.009237878579257624,72.25323716876892
Hepatitis B & Hiv/Aids,0.39900328426881604,0.41743626716814786,Hiv/Aids,0.050341810501904415,Hepatitis B,-0.985491264624055,67.82594853745027
Hiv/Aids & Population,0.3941535976119857,0.34014958810560536,Population,-1.0294854308929342,Hiv/Aids,-6.013650348050268e-09,71.80897059946709
Hiv/Aids & Measles,0.3938395274725737,0.3615591048330676,Hiv/Aids,-1.013945579426626,Measles,-7.825842874172e-05,72.04989611861464
Bmi & Thinness 1-19 Years,0.39178704838206946,0.36069095370111603,Thinness 1-19 Years,0.20857176309996714,Bmi,-0.5145722535249844,64.25995336655485
Bmi & Percentage Expenditure,0.3894362467817968,0.43329230622911197,Bmi,0.21980184774345204,Percentage Expenditure,0.001470472508710787,60.40704313320578
Hiv/Aids & Military,0.377800714142684,0.38364588723788107,Hiv/Aids,-1.032778718184464,Military,0.028286557474326283,71.66574744474217
Bmi & Thinness 5-9 Years,0.3754353906507649,0.40889378245674346,Thinness 5-9 Years,0.1986823617893202,Bmi,-0.5248188213916262,64.77983788634147
Alcohol & Bmi,0.373272533482193,0.38903974824943455,Bmi,0.5817799732316133,Alcohol,0.21499663385814413,58.8661734497812
Bmi & Polio,0.3619793033546993,0.45191426946501545,Polio,0.23076966916729552,Bmi,0.09431116775295101,53.1753267172281
Fdi & Hiv/Aids,0.35979073354683355,0.46148594446118174,Fdi,0.03275655845107408,Hiv/Aids,-1.0207712686626207,71.48933487124066
Bmi & Hepatitis B,0.34777790919513873,0.32293372837158063,Bmi,0.2566879233710655,Hepatitis B,0.042455010097645796,56.51861781698419
Gdp & Thinness 1-19 Years,0.34751815494253235,0.3361364291741199,Thinness 1-19 Years,0.00023096409176229747,Gdp,-0.7864579686553387,72.05365603740044
Gdp & Thinness 5-9 Years,0.34123514605352145,0.36224826818824923,Thinness 5-9 Years,0.0002220005227220182,Gdp,-0.8364556248756443,72.27997392298846
Bmi & Population,0.34019020573684045,0.293900768315414,Population,0.27205761893933583,Bmi,3.0569204750529544e-09,59.3109439321596
Bmi & Measles,0.33738574383842823,0.2951336571984584,Bmi,0.2754924789442598,Measles,2.7066297208368788e-05,59.207760315321444
Percentage Expenditure & Thinness 5-9 Years,0.3370844056476665,0.314704068393851,Thinness 5-9 Years,0.0013479574709295051,Percentage Expenditure,-0.8676165498231627,72.75219758399898
Percentage Expenditure & Thinness 1-19 Years,0.3370679562166774,0.30599882906082687,Thinness 1-19 Years,0.0014004427989848234,Percentage Expenditure,-0.8411527101616583,72.67039119772642
Bmi & Infant Deaths,0.333104738419449,0.3189366336584534,Bmi,0.2613958138836131,Infant Deaths,-0.0027797126043767077,59.99076326492935
Diphtheria & Thinness 1-19 Years,0.329853404112323,0.28984730017058424,Thinness 1-19 Years,0.11468846856923018,Diphtheria,-0.842802609540753,64.18314444834041
Bmi & Total Expenditure,0.32804085652624393,0.3401092981605537,Total Expenditure,0.25389453699285436,Bmi,0.27114925372346704,58.56023258523782
Bmi & Under-Five Deaths,0.32512906827737187,0.3531355929729436,Under-Five Deaths,0.25363879962946406,Bmi,-0.004050270649225843,60.34339786572905
Bmi & Fdi,0.3247569024186342,0.3479479193094691,Fdi,0.26201648034401404,Bmi,0.01541068802882641,59.67448132197915
Diphtheria & Thinness 5-9 Years,0.31953487134987435,0.3268791789983388,Thinness 5-9 Years,0.1252002137565648,Diphtheria,-0.8769397341819977,63.30925622381827
Diphtheria & Gdp,0.3127789851358329,0.2659388744309138,Gdp,0.16142363858294234,Diphtheria,0.00027848337339048785,54.35891723168911
Alcohol & Thinness 5-9 Years,0.3079147255524982,0.30697195343309014,Thinness 5-9 Years,0.5806426447715503,Alcohol,-0.7531048202342855,70.68424236902275
Bmi & Military,0.3050024019246961,0.3940199725499144,Bmi,0.25247729534922203,Military,-0.24099454461358513,60.576046005714495
Polio & Thinness 5-9 Years,0.3007347731794716,0.3617074095563061,Thinness 5-9 Years,0.09847859215905859,Polio,-0.8826288728703091,65.69036957127392
Polio & Thinness 1-19 Years,0.29694890903808946,0.38039807725455643,Thinness 1-19 Years,0.1082326599065961,Polio,-0.8521121068869628,64.74933903573503
Alcohol & Thinness 1-19 Years,0.2935397375742863,0.31883375072377884,Thinness 1-19 Years,0.5373473734804377,Alcohol,-0.7342063325722451,70.74610842420927
Population & Thinness 1-19 Years,0.29345541852200585,0.1673994990402098,Thinness 1-19 Years,1.7492481645122865e-08,Population,-1.1678951674363616,74.83927732040321
Hepatitis B & Thinness 5-9 Years,0.28151360513428014,0.21762984461214052,Thinness 5-9 Years,0.051770558745077765,Hepatitis B,-0.9801382573766847,70.22863840400147
Diphtheria & Percentage Expenditure,0.2786159035681869,0.29607489197061687,Diphtheria,0.1421097029113294,Percentage Expenditure,0.001879836796002065,56.30907793132983
Alcohol & Gdp,0.27465169147616,0.22795555312958307,Gdp,0.7005634215517548,Alcohol,0.00022953298050552414,64.85871455059608
Fdi & Thinness 5-9 Years,0.272647347715686,0.1885638177552592,Fdi,0.03076869116305119,Thinness 5-9 Years,-1.0138275357760813,74.51592346990945
Infant Deaths & Thinness 5-9 Years,0.2704028877716643,0.205016596125986,Thinness 5-9 Years,0.008813424303138844,Infant Deaths,-1.1382830426849577,74.87522086016259
Gdp & Polio,0.2666900934567411,0.33072969103901007,Gdp,0.00028503279007260234,Polio,0.1121805543135865,58.683509782159625
Infant Deaths & Thinness 1-19 Years,0.26617956346311367,0.21389405049421975,Thinness 1-19 Years,0.0063396895670656825,Infant Deaths,-1.1370404355965436,74.92448185310774
Alcohol & Diphtheria,0.2649282670823194,0.28682616965931707,Diphtheria,0.7643079479736891,Alcohol,0.13877481162075006,54.316807655881995
Percentage Expenditure & Polio,0.26007052247225804,0.2758866165416003,Polio,0.0016999248041915925,Percentage Expenditure,0.12212045494100245,58.4997907143284
Hepatitis B & Thinness 1-19 Years,0.2592069510341575,0.27696608709755755,Thinness 1-19 Years,0.059914290084655826,Hepatitis B,-0.8837272705380489,69.22645223724693
Thinness 5-9 Years & Total Expenditure,0.25367982361071995,0.2538318541087433,Thinness 5-9 Years,-0.9953820998264413,Total Expenditure,0.20286896558532833,73.33656234413365
Measles & Thinness 1-19 Years,0.25358015802547573,0.22992948371366173,Thinness 1-19 Years,1.4799350663854611e-06,Measles,-1.0124038818117274,74.59445618818175
Measles & Thinness 5-9 Years,0.25206736893830295,0.24536826241972684,Thinness 5-9 Years,1.9876396396703074e-05,Measles,-0.9993713118822689,74.67047926804396
Fdi & Thinness 1-19 Years,0.25092348351405114,0.24972812653757015,Fdi,0.023651300746382012,Thinness 1-19 Years,-0.987758906683788,74.42907722260746
Military & Thinness 5-9 Years,0.25045605160896844,0.25489630715017153,Thinness 5-9 Years,0.17281572567424014,Military,-1.0039108894138873,74.3172334088594
Military & Thinness 1-19 Years,0.24870150935010046,0.24238501478803867,Thinness 1-19 Years,0.1272082815678859,Military,-1.0417274805187264,74.36003496434945
Thinness 5-9 Years & Under-Five Deaths,0.24635165390241406,0.27089722614726086,Thinness 5-9 Years,-1.0255863469632533,Under-Five Deaths,0.0013906228965765302,74.6241957984001
Population & Thinness 5-9 Years,0.24521002499918854,0.33240127737970593,Thinness 5-9 Years,1.4514040994247874e-08,Population,-1.0218575540608776,74.58138557613336
Thinness 1-19 Years & Thinness 5-9 Years,0.243135895071711,0.3005140533896199,Thinness 5-9 Years,-0.3534250388516823,Thinness 1-19 Years,-0.618213988767772,74.47836630656765
Thinness 1-19 Years & Under-Five Deaths,0.24243796080394808,0.2708156916827801,Thinness 1-19 Years,-1.0844865756028108,Under-Five Deaths,0.003848420312733569,74.5556506933492
Alcohol & Percentage Expenditure,0.23991627947418767,0.26505206391822966,Percentage Expenditure,0.6456445234117423,Alcohol,0.0014907253444894943,65.70958885307881
Alcohol & Polio,0.23975200432834642,0.2803224750636195,Polio,0.778580056720688,Alcohol,0.10420296535737124,57.34987407085123
Thinness 1-19 Years & Total Expenditure,0.23931469267611438,0.2875539517086585,Thinness 1-19 Years,-0.9519606079546128,Total Expenditure,0.2419845917286281,72.87748618506133
Gdp & Hepatitis B,0.2377922555965425,0.2462362237221206,Gdp,0.0003072259422556773,Hepatitis B,0.0660395636700842,62.90474546646155
Gdp & Under-Five Deaths,0.23267110986705053,0.19430838879578927,Gdp,0.00033896255976669214,Under-Five Deaths,-0.008613902359798949,68.21875389525135
Gdp & Military,0.2186853712189254,0.11026849156459195,Gdp,0.00038375077157536494,Military,0.01617487443443182,67.54580935942829
Hepatitis B & Percentage Expenditure,0.2179502936522485,0.21841071156290992,Hepatitis B,0.07526392828049401,Percentage Expenditure,0.0019354205642435267,62.52551532184263
Fdi & Gdp,0.2125942947428463,0.17023350673203042,Fdi,0.028032645834933145,Gdp,0.00031839964788081494,67.82587592826553
Gdp & Population,0.2103990609850388,0.14675556199229678,Population,0.0003615273106059051,Gdp,-2.3724167264093654e-09,67.57959078080884
Gdp & Infant Deaths,0.2100546738733211,0.23471227729102762,Gdp,0.00030152948199715137,Infant Deaths,-0.011013160925650101,68.57269608567874
Gdp & Total Expenditure,0.21000073046042866,0.2053246511062559,Gdp,0.00033189782866907606,Total Expenditure,0.40874086967586337,65.32660872201654
Gdp & Percentage Expenditure,0.20336401936089965,0.17206696432947932,Gdp,0.0004777709478311838,Percentage Expenditure,-0.000713437723636001,67.45701155104942
Alcohol & Hepatitis B,0.20188253878423712,0.24124780672524818,Hepatitis B,0.8700379395464812,Alcohol,0.06400955343667084,60.27632453209645
Alcohol & Infant Deaths,0.19887071125856437,0.19416690906963588,Alcohol,0.9278872597084862,Infant Deaths,-0.00870053899373951,65.60881929966594
Diphtheria & Total Expenditure,0.19690146174695922,0.08424401499182678,Diphtheria,0.16291677210867053,Total Expenditure,0.7018299353001084,51.945264334150494
Alcohol & Under-Five Deaths,0.1963708172159897,0.23376607513467496,Under-Five Deaths,0.878567021200217,Alcohol,-0.007728798998455585,66.05158549264226
Infant Deaths & Percentage Expenditure,0.19428256746382722,0.18264846055202855,Percentage Expenditure,-0.010339273943443156,Infant Deaths,0.0020229761200688612,68.62718527317566
Percentage Expenditure & Under-Five Deaths,0.18999895722360893,0.22694856718497636,Under-Five Deaths,0.001884382478948085,Percentage Expenditure,-0.008817240658645148,68.75124262531327
Gdp & Measles,0.18988795467136488,0.21524621790806564,Gdp,0.0002997332920751292,Measles,-1.720524382035835e-05,67.8212024440068
Percentage Expenditure & Total Expenditure,0.18789155220113807,0.15861002332045404,Total Expenditure,0.002054082433786315,Percentage Expenditure,0.38264589226200796,65.89391353616313
Alcohol & Fdi,0.18726016339235307,0.17985219624370774,Fdi,0.9503736103662488,Alcohol,0.03274221645782331,64.80117915219026
Alcohol & Military,0.18678583966228424,0.1646117530747594,Alcohol,0.9458998520365485,Military,0.18989952093177842,65.02604426821694
Diphtheria & Fdi,0.178604798538186,0.11226809054370214,Fdi,0.17518760435843486,Diphtheria,0.045063626001120696,54.72852233432445
Alcohol & Population,0.17735007955161686,0.18622929658378629,Population,0.9411019185282433,Alcohol,-7.723381445913469e-10,65.1928581541624
Alcohol & Total Expenditure,0.17714339369607845,0.2303352857082157,Total Expenditure,0.8754806542598499,Alcohol,0.4211890529955199,63.012629136260585
Alcohol & Measles,0.17597282892190635,0.19884069381489367,Measles,0.9124539571611714,Alcohol,-1.7754513708655587e-05,65.41268306267871
Measles & Percentage Expenditure,0.17176908977252592,0.17568073062330825,Measles,-4.497646688012354e-05,Percentage Expenditure,0.0018879709039961797,68.6013993057847
Military & Percentage Expenditure,0.16909490744020717,0.17160060568380575,Percentage Expenditure,0.11035095719875125,Military,0.0018658612720404638,68.20476674457903
Diphtheria & Polio,0.166747395012657,0.20213285891598076,Diphtheria,0.12453764273222821,Polio,0.07187043998883141,53.33743333324813
Percentage Expenditure & Population,0.16424433454505383,0.17784413208665462,Population,0.0020669683135106963,Percentage Expenditure,-3.410338062705167e-09,68.14960075820645
Fdi & Percentage Expenditure,0.1641585808411532,0.21650303544110971,Fdi,0.03741337076318774,Percentage Expenditure,0.0019650993855740624,68.18914116525148
Diphtheria & Infant Deaths,0.16310088805685374,0.17201694028707526,Diphtheria,0.15282498388289395,Infant Deaths,-0.009251789100791226,57.38474037065844
Diphtheria & Military,0.15815260400154507,0.13365013746113563,Diphtheria,0.17217479624286686,Military,0.0773995149612405,55.214243531423364
Diphtheria & Under-Five Deaths,0.1531492717293197,0.22074214045537344,Diphtheria,0.14912507406861616,Under-Five Deaths,-0.005888382437512695,57.57827795625115
Polio & Under-Five Deaths,0.14941401948770727,0.15976162855417866,Polio,0.13033231387752006,Under-Five Deaths,-0.008508573073897761,59.464150634203655
Diphtheria & Measles,0.14823371193457424,0.17712067507904306,Diphtheria,0.1573005123221194,Measles,-4.782449479764913e-05,56.77515008518261
Fdi & Polio,0.14555832729972884,0.1233318084679278,Fdi,0.0339296660694794,Polio,0.14739356995343908,57.207934345849154
Measles & Polio,0.1444821420582244,0.09792397153694521,Polio,-4.984867597141518e-05,Measles,0.1560662942951583,56.84392986877747
Polio & Total Expenditure,0.14071879468705495,0.18082418211287654,Total Expenditure,0.133836616589549,Polio,0.5923101565060823,55.12725569251545
Hepatitis B & Polio,0.1374353118457582,0.11274339588361904,Polio,0.03016327650781528,Hepatitis B,0.14066534554931978,55.41926024889722
Military & Polio,0.13635226699814984,0.10411500354519732,Polio,-0.03992403642840762,Military,0.15504344922729718,56.96009624840879
Infant Deaths & Polio,0.13500426440107627,0.17590794044062186,Polio,-0.009539597490756774,Infant Deaths,0.12555525173779133,59.599700702086906
Diphtheria & Hepatitis B,0.1348524013067275,0.20089726063088462,Diphtheria,0.16611835824619034,Hepatitis B,-0.0022827686766708267,56.12047613323388
Polio & Population,0.13288642520754035,0.12019810877962778,Population,0.144221091199238,Polio,-2.2390182928680693e-09,57.941855122745025
Infant Deaths & Under-Five Deaths,0.13077484196061362,0.1342657001687826,Under-Five Deaths,0.30582595442521815,Infant Deaths,-0.23836451336550046,70.63673027394627
Diphtheria & Population,0.12636626993027333,0.22383011932296926,Population,0.15802079381469686,Diphtheria,-2.081274954605924e-09,56.45571801063931
Hepatitis B & Under-Five Deaths,0.09429196284477492,0.01582847710230484,Under-Five Deaths,0.0809919950733286,Hepatitis B,-0.0076297679310539795,63.834693809643696
Total Expenditure & Under-Five Deaths,0.06981735751822526,0.05142920155768138,Total Expenditure,0.6345033565115711,Under-Five Deaths,-0.009068420852818296,66.81085256268389
Infant Deaths & Population,0.06518529671647921,0.0001986450779425386,Population,-0.02603162604743613,Infant Deaths,2.823597453149094e-08,70.4851771693322
Hepatitis B & Total Expenditure,0.06496975607269861,0.11227137793594921,Total Expenditure,0.07038429512386482,Hepatitis B,0.5416505704041304,60.952855712297
Population & Under-Five Deaths,0.06432102778390136,0.07428626761191148,Population,2.12612453874008e-08,Under-Five Deaths,-0.017124519409896306,70.41991210903853
Hepatitis B & Infant Deaths,0.0638253895905172,0.08741585115715489,Hepatitis B,0.06271265468160934,Infant Deaths,-0.009268040867135724,65.45410659908465
Fdi & Hepatitis B,0.06362100242869306,0.06532937837179109,Fdi,0.047060061318075885,Hepatitis B,0.07488130932927722,63.62307821583076
