,Training Score,Testing Score,Variable,Coefficent,Other Variable,Coefficent2,Other Variable2,Coefficent3,Other Variable3,Coefficent4,y intercept
Adult Mortality & Bmi & Diphtheria & Under-Five Deaths,0.6765844354413515,0.6597077095533777,Adult Mortality,-0.0408177662755581,Diphtheria,0.14055838671214074,Under-Five Deaths,0.0633845082384273,Bmi,-0.0024536662823491547,65.94657095773165
Adult Mortality & Hiv/Aids & Polio & Thinness 5-9 Years,0.6739011083634445,0.6586086564320124,Adult Mortality,-0.029156178671961942,Hiv/Aids,-0.4571625420528268,Thinness 5-9 Years,0.06462586505791823,Polio,-0.5796923350897161,72.84232936651418
Adult Mortality & Hiv/Aids & Thinness 1-19 Years & Thinness 5-9 Years,0.6735780974433112,0.6044121235393947,Adult Mortality,-0.03379719129624296,Thinness 1-19 Years,-0.4619796006697648,Thinness 5-9 Years,-0.3397417941955559,Hiv/Aids,-0.24954996609940366,79.10410635832042
Adult Mortality & Bmi & Polio & Thinness 1-19 Years,0.6729023216562582,0.7145149925444494,Adult Mortality,-0.03904886856259409,Thinness 1-19 Years,0.11148435760960425,Polio,0.050173140207217276,Bmi,-0.3808714526737555,69.66633161641913
Adult Mortality & Bmi & Measles & Thinness 5-9 Years,0.6702546351571257,0.6416521086773651,Adult Mortality,-0.0408756230879421,Bmi,0.1236434866550321,Thinness 5-9 Years,-1.0864859741616918e-05,Measles,-0.36090442271788026,73.64164647482491
Adult Mortality & Bmi & Diphtheria & Measles,0.6691579348225369,0.670653703336608,Adult Mortality,-0.04109800753257345,Diphtheria,0.13969154543910586,Bmi,0.0819842078364006,Measles,-2.2515306338729066e-05,64.370433369499
Adult Mortality & Bmi & Thinness 1-19 Years & Under-Five Deaths,0.6666007201901025,0.6625762591002514,Adult Mortality,-0.04092824999838348,Thinness 1-19 Years,0.12520754415934957,Under-Five Deaths,-0.3310113922786894,Bmi,-0.0008802753948405999,73.50642236497413
Adult Mortality & Bmi & Polio & Thinness 5-9 Years,0.6621737954844704,0.7197921716707736,Adult Mortality,-0.038954360612242285,Polio,0.11898411693400886,Thinness 5-9 Years,0.05325914842761324,Bmi,-0.33436324675471446,68.89372619154732
Adult Mortality & Diphtheria & Measles & Thinness 1-19 Years,0.6596745759402237,0.6034054028198963,Adult Mortality,-0.04416148285023023,Thinness 1-19 Years,0.08051391714221612,Diphtheria,-2.4678815527608565e-05,Measles,-0.5127953340477083,72.74227346361965
Adult Mortality & Bmi & Polio & Under-Five Deaths,0.6589645750568242,0.6810872421645833,Adult Mortality,-0.040543973796335536,Polio,0.14447608847135612,Under-Five Deaths,0.056338528457717994,Bmi,-0.0031601158826511256,66.38920473411771
Adult Mortality & Bmi & Hepatitis B & Thinness 1-19 Years,0.6588733101849523,0.7035026683987087,Adult Mortality,-0.04013870020033037,Hepatitis B,0.12684262013632244,Thinness 1-19 Years,0.024556028016983308,Bmi,-0.3310979551473071,71.18429398680014
Adult Mortality & Polio & Thinness 1-19 Years & Thinness 5-9 Years,0.657729867421784,0.5935386216118832,Adult Mortality,-0.04247534519190319,Thinness 1-19 Years,0.05666347719849738,Thinness 5-9 Years,-0.3693539915595259,Polio,-0.24076269677250153,75.10739248025227
Adult Mortality & Bmi & Measles & Polio,0.6560187808606777,0.6729187450206868,Adult Mortality,-0.03996035990341155,Polio,0.1538369614034353,Bmi,-2.0590377512195892e-05,Measles,0.059515773034452026,65.51922692850384
Adult Mortality & Bmi & Hepatitis B & Under-Five Deaths,0.655247336255403,0.6362219716592854,Adult Mortality,-0.042810879234553005,Hepatitis B,0.1462444657097781,Under-Five Deaths,0.016958039580779675,Bmi,-0.003253141309462919,70.1868828082598
Adult Mortality & Bmi & Diphtheria & Hepatitis B,0.6549175926495053,0.7099780785831954,Adult Mortality,-0.03931217200157184,Hepatitis B,0.14416909140739392,Diphtheria,0.10107538036741628,Bmi,-0.011074241508510156,63.10908208082318
Adult Mortality & Polio & Thinness 1-19 Years & Under-Five Deaths,0.6544646358346999,0.5998462423150055,Adult Mortality,-0.041781723807870305,Thinness 1-19 Years,0.061463161748911664,Polio,-0.5867036724208883,Under-Five Deaths,-0.0005249853522776248,74.34058862813914
Adult Mortality & Bmi & Thinness 5-9 Years & Under-Five Deaths,0.6537551027205744,0.6942197428512383,Adult Mortality,-0.039969233710613776,Under-Five Deaths,0.12481877955438286,Thinness 5-9 Years,-0.33577527415390956,Bmi,-0.0009905112061406143,73.28921288683031
Adult Mortality & Bmi & Measles & Thinness 1-19 Years,0.6518105341561892,0.7003112843087819,Adult Mortality,-0.03907060959344857,Thinness 1-19 Years,0.13705486176101292,Bmi,1.9969935920222522e-05,Measles,-0.3669525966911117,72.57963425739887
Adult Mortality & Hiv/Aids & Measles & Thinness 5-9 Years,0.6513387621562771,0.6467877519910594,Adult Mortality,-0.03460616381235566,Hiv/Aids,-0.39006053963557363,Thinness 5-9 Years,-3.7261848362477376e-05,Measles,-0.5927908912138021,79.13271509783425
Adult Mortality & Hiv/Aids & Measles & Thinness 1-19 Years,0.6512299541750057,0.6624750406485375,Adult Mortality,-0.03439437803376244,Thinness 1-19 Years,-0.4031870447982147,Hiv/Aids,-1.9887978072952268e-05,Measles,-0.5932438573382414,79.04202651409288
Adult Mortality & Bmi & Hepatitis B & Thinness 5-9 Years,0.6507211976078222,0.7106775606335402,Adult Mortality,-0.03881890594012303,Hepatitis B,0.11789205971319126,Thinness 5-9 Years,0.021061582904028195,Bmi,-0.3883739071785921,71.89481123933444
Adult Mortality & Bmi & Measles & Under-Five Deaths,0.6504655932848096,0.6364594871138982,Adult Mortality,-0.04412052985977128,Under-Five Deaths,0.1435769777969972,Bmi,5.6112821497785574e-06,Measles,-0.005095131886049965,72.02636432078643
Adult Mortality & Diphtheria & Polio & Thinness 5-9 Years,0.6503883761152992,0.6383875146358725,Adult Mortality,-0.04186647117107516,Diphtheria,0.053584748345232296,Thinness 5-9 Years,0.03478402264112214,Polio,-0.5216445154698299,71.84608589452533
Adult Mortality & Diphtheria & Thinness 1-19 Years & Thinness 5-9 Years,0.6495450153546156,0.6420546762044885,Adult Mortality,-0.04269655872270487,Thinness 1-19 Years,0.0806066072144191,Thinness 5-9 Years,-0.3853862723255049,Diphtheria,-0.16237642389005089,72.799265121719
Adult Mortality & Diphtheria & Measles & Thinness 5-9 Years,0.6486481681039376,0.6293510710637542,Adult Mortality,-0.04407184171293234,Diphtheria,0.07962871740145093,Thinness 5-9 Years,-2.8050410727677578e-05,Measles,-0.48595611910039244,72.80901674388966
Adult Mortality & Diphtheria & Hepatitis B & Thinness 1-19 Years,0.6485760620428123,0.6373523032284849,Adult Mortality,-0.042788059610535244,Hepatitis B,0.08080451561637654,Thinness 1-19 Years,-0.00786457919389578,Diphtheria,-0.562046004569489,73.3499108819318
Adult Mortality & Bmi & Hepatitis B & Polio,0.648423736453245,0.7017072258214577,Adult Mortality,-0.040419617907758346,Hepatitis B,0.15680763436287934,Polio,0.005296745187594529,Bmi,0.05442640243820694,65.50878128649221
Adult Mortality & Measles & Thinness 1-19 Years & Thinness 5-9 Years,0.6484162007857959,0.5401616787828656,Adult Mortality,-0.04673576686226129,Thinness 1-19 Years,-1.8835034363421544e-05,Thinness 5-9 Years,-0.32088395374135203,Measles,-0.2675514681458897,80.68147475061281
Adult Mortality & Hiv/Aids & Thinness 1-19 Years & Under-Five Deaths,0.6478217735458289,0.670793697520326,Adult Mortality,-0.03360537777059746,Thinness 1-19 Years,-0.4244346620507691,Hiv/Aids,-0.5839279220579874,Under-Five Deaths,-0.0005664047714785612,78.93537500471025
Adult Mortality & Hepatitis B & Hiv/Aids & Thinness 1-19 Years,0.6466252113051971,0.6959048817539434,Adult Mortality,-0.03166362026318789,Hepatitis B,0.030414274656207132,Thinness 1-19 Years,-0.42091867175523767,Hiv/Aids,-0.6043842105188482,76.31999684509466
Adult Mortality & Hepatitis B & Polio & Thinness 1-19 Years,0.6466024599508245,0.6262073904468679,Adult Mortality,-0.04293661088960904,Hepatitis B,0.008738178173429942,Thinness 1-19 Years,0.07027112953388975,Polio,-0.5103319325000489,72.78579931258848
Adult Mortality & Hepatitis B & Thinness 1-19 Years & Thinness 5-9 Years,0.6456033897607028,0.5691453355351811,Adult Mortality,-0.04338415407028978,Hepatitis B,0.030227503106638666,Thinness 5-9 Years,-0.3720600219426246,Thinness 1-19 Years,-0.2990490545845385,77.9234208114328
Adult Mortality & Hiv/Aids & Thinness 5-9 Years & Under-Five Deaths,0.6447061750119126,0.6664651775730388,Adult Mortality,-0.03500808072404004,Hiv/Aids,-0.3996921418645292,Thinness 5-9 Years,-0.5516561500387167,Under-Five Deaths,-0.0015296771509861755,79.02578705356665
Bmi & Diphtheria & Hiv/Aids & Thinness 1-19 Years,0.6441493928377768,0.6168530698892318,Diphtheria,0.15007589891199022,Thinness 1-19 Years,0.07928528378371867,Hiv/Aids,-0.8106168130928908,Bmi,-0.3441403206977886,60.32446559298043
Adult Mortality & Diphtheria & Polio & Thinness 1-19 Years,0.6441404489736885,0.6681684289339489,Adult Mortality,-0.041972303717252385,Thinness 1-19 Years,0.05322237805209701,Diphtheria,0.03989611859984826,Polio,-0.5321984492504654,71.32062921344566
Adult Mortality & Bmi & Hepatitis B & Measles,0.6435738908999671,0.6541495921275695,Adult Mortality,-0.04130056103567637,Hepatitis B,0.1603781513186144,Bmi,0.02704832302609127,Measles,-2.979545719038831e-05,68.41084239329156
Bmi & Diphtheria & Hiv/Aids & Thinness 5-9 Years,0.6431066173882372,0.6095800591527271,Diphtheria,0.1553107786352644,Hiv/Aids,0.0748461362564176,Thinness 5-9 Years,-0.7982556057701593,Bmi,-0.3242520365114725,60.52680465801721
Adult Mortality & Diphtheria & Thinness 5-9 Years & Under-Five Deaths,0.6428843307083758,0.6442075766754622,Adult Mortality,-0.04303048345614948,Diphtheria,0.07079427006719852,Thinness 5-9 Years,-0.5529755097950636,Under-Five Deaths,0.0006735920780016373,73.66697785340976
Adult Mortality & Hepatitis B & Polio & Thinness 5-9 Years,0.6420951078895436,0.6240473273924184,Adult Mortality,-0.042289171926907954,Hepatitis B,0.009151798552659523,Thinness 5-9 Years,0.06566352394975297,Polio,-0.5472905799999985,73.19842525671702
Adult Mortality & Hepatitis B & Hiv/Aids & Thinness 5-9 Years,0.6418928553239427,0.6913095034780884,Adult Mortality,-0.03245302760625468,Hepatitis B,0.02417830632542413,Thinness 5-9 Years,-0.4175070754997658,Hiv/Aids,-0.5307286094278596,76.56846071837971
Adult Mortality & Thinness 1-19 Years & Thinness 5-9 Years & Under-Five Deaths,0.6418440395545639,0.5435088102855845,Adult Mortality,-0.045853050438292554,Thinness 1-19 Years,-0.40689684236859597,Thinness 5-9 Years,-0.21423059119551363,Under-Five Deaths,-1.785392430299757e-05,80.41400421010435
Adult Mortality & Diphtheria & Hiv/Aids & Under-Five Deaths,0.6393014354613196,0.6132918731695659,Adult Mortality,-0.03585949149976816,Hiv/Aids,0.08698262166429867,Diphtheria,-0.45538180728764815,Under-Five Deaths,-0.006664007581649764,69.71408524946273
Adult Mortality & Measles & Polio & Thinness 1-19 Years,0.6364847001248296,0.6542009769967625,Adult Mortality,-0.04267299121374563,Thinness 1-19 Years,-1.2731902557269215e-05,Polio,0.06137618420658568,Measles,-0.5481023682052548,74.28506700153902
Adult Mortality & Polio & Thinness 5-9 Years & Under-Five Deaths,0.6348778791241804,0.6423714841782542,Adult Mortality,-0.043855338760482365,Polio,0.06130033672441379,Thinness 5-9 Years,-0.5384078570628524,Under-Five Deaths,-0.0007299335958962885,74.64437859427724
Adult Mortality & Diphtheria & Polio & Under-Five Deaths,0.634612976424133,0.49772958687007285,Adult Mortality,-0.04849191655535127,Diphtheria,0.07795704411704223,Polio,0.03252435512251144,Under-Five Deaths,-0.00602114205878725,68.92637549946683
Adult Mortality & Hiv/Aids & Polio & Under-Five Deaths,0.6338525942005762,0.60049226063369,Adult Mortality,-0.037611678652214646,Hiv/Aids,-0.4447711511112145,Polio,0.0665871737964337,Under-Five Deaths,-0.006622652272699245,71.7365173361038
Bmi & Diphtheria & Hiv/Aids & Polio,0.6319996531416597,0.5747431005908682,Diphtheria,0.18727539344023178,Hiv/Aids,0.05872896846477027,Polio,-0.812036764135982,Bmi,0.04582891119127673,55.316148325054655
Bmi & Hiv/Aids & Polio & Thinness 1-19 Years,0.6296483756247726,0.6544782784450286,Polio,0.1453823515576087,Thinness 1-19 Years,-0.7738162024750854,Hiv/Aids,0.06749110808979412,Bmi,-0.39963915206536005,62.07103038318677
Adult Mortality & Measles & Polio & Thinness 5-9 Years,0.6285126284754718,0.6586914796427785,Adult Mortality,-0.04287339572531215,Polio,-2.3204544683035807e-05,Thinness 5-9 Years,0.0635468765966314,Measles,-0.5563625536021976,74.34707449824252
Bmi & Diphtheria & Hepatitis B & Hiv/Aids,0.6262161593982938,0.5519434509008053,Diphtheria,0.20100237618850944,Hepatitis B,0.09638846708027451,Hiv/Aids,-0.009628729775253258,Bmi,-0.7951273414287529,56.06576013378642
Adult Mortality & Diphtheria & Thinness 1-19 Years & Under-Five Deaths,0.626178350097797,0.695830751961994,Adult Mortality,-0.042830139648299625,Thinness 1-19 Years,0.07826831655932084,Diphtheria,-0.5147523456631633,Under-Five Deaths,5.095543483967452e-05,72.74779269374413
Adult Mortality & Measles & Thinness 5-9 Years & Under-Five Deaths,0.6245290350400585,0.5852901859979491,Adult Mortality,-0.04526983821099928,Under-Five Deaths,-8.526354106601823e-06,Thinness 5-9 Years,-0.5563024627499931,Measles,-0.0011193032606459056,80.31127009310984
Adult Mortality & Hepatitis B & Thinness 5-9 Years & Under-Five Deaths,0.6244629306637912,0.61614038148379,Adult Mortality,-0.044745446868674287,Hepatitis B,0.03105056111068682,Thinness 5-9 Years,-0.5271042489999594,Under-Five Deaths,-0.0012050433533451256,77.4461201673562
Bmi & Hiv/Aids & Polio & Thinness 5-9 Years,0.6219318146728993,0.6577808581827989,Polio,0.1480826945166807,Hiv/Aids,-0.8059497602964656,Thinness 5-9 Years,0.06603056058291304,Bmi,-0.40475679062323844,62.02144310132354
Adult Mortality & Measles & Thinness 1-19 Years & Under-Five Deaths,0.6208611675181257,0.6100878127404779,Adult Mortality,-0.04530861704425049,Thinness 1-19 Years,-2.0133277761466302e-05,Under-Five Deaths,-0.6132856727871724,Measles,-0.0005711324408106011,80.43488221944621
Adult Mortality & Diphtheria & Hiv/Aids & Measles,0.6201073796418051,0.6219328872746154,Adult Mortality,-0.037476835480842824,Hiv/Aids,0.09321221734695556,Diphtheria,-0.34499705346841186,Measles,-6.58242042663086e-05,68.98204940399363
Bmi & Hepatitis B & Hiv/Aids & Polio,0.6199140490995267,0.5572271565000129,Polio,0.19851998641461094,Hepatitis B,0.004193823627939595,Hiv/Aids,-0.8181138008019572,Bmi,0.07838163505594171,56.84377050369733
Adult Mortality & Diphtheria & Hepatitis B & Hiv/Aids,0.6188670626206179,0.6096745034576074,Adult Mortality,-0.03697492467976822,Hepatitis B,0.10275460401703855,Hiv/Aids,-0.006996024114029074,Diphtheria,-0.3946520095017024,68.52001446071513
Adult Mortality & Hepatitis B & Hiv/Aids & Under-Five Deaths,0.6158289650981292,0.5731879425643502,Adult Mortality,-0.03714284037916739,Hepatitis B,0.035019599262622075,Hiv/Aids,-0.5028098768590512,Under-Five Deaths,-0.007897916136105004,74.4792707076621
Bmi & Hiv/Aids & Infant Deaths & Polio,0.6156786465384396,0.5823066630433911,Infant Deaths,0.18659852764102317,Hiv/Aids,-0.8608593814625002,Polio,-0.0031008170937480897,Bmi,0.07202358997066971,58.226202043916715
Adult Mortality & Measles & Polio & Under-Five Deaths,0.6152272175277159,0.5208293473420089,Adult Mortality,-0.048313248655518226,Polio,3.0240784706264796e-06,Under-Five Deaths,0.06981485606056892,Measles,-0.006269924213090367,72.3575887156995
Bmi & Hiv/Aids & Infant Deaths & Thinness 1-19 Years,0.6137583097175907,0.589035827955356,Infant Deaths,0.1682819204237028,Thinness 1-19 Years,-0.8386014604847151,Hiv/Aids,0.002032150048764475,Bmi,-0.42656748245018683,66.85352964269319
Bmi & Hepatitis B & Hiv/Aids & Thinness 1-19 Years,0.612753359514101,0.6094573862337666,Bmi,0.15811517253325927,Hepatitis B,0.02461102956250453,Thinness 1-19 Years,-0.8144375335897553,Hiv/Aids,-0.4237558817797621,65.38658962217164
Bmi & Hiv/Aids & Thinness 5-9 Years & Under-Five Deaths,0.6126077624346764,0.5818356328710184,Under-Five Deaths,0.15155760874750093,Hiv/Aids,-0.8331681849816978,Thinness 5-9 Years,-0.4643148078046537,Bmi,0.0006062778621025312,67.81159303782437
Adult Mortality & Diphtheria & Hiv/Aids & Polio,0.6124530633542833,0.6473412529778475,Adult Mortality,-0.03631423102812357,Hiv/Aids,0.06811697632662768,Diphtheria,-0.41089787961796265,Polio,0.04105082725161857,67.42601668843527
Adult Mortality & Hiv/Aids & Measles & Polio,0.6123441706101045,0.6050008002230722,Adult Mortality,-0.03603173300671261,Hiv/Aids,-0.4595010427560466,Polio,-4.038214933404113e-05,Measles,0.08135925621514377,69.8567296714221
Bmi & Hiv/Aids & Measles & Thinness 5-9 Years,0.6113627522736872,0.5807508677927644,Bmi,0.16197251989472,Hiv/Aids,-0.859871679968766,Thinness 5-9 Years,1.8464153387862777e-05,Measles,-0.43492034532387813,67.13394528463716
Adult Mortality & Hepatitis B & Thinness 1-19 Years & Under-Five Deaths,0.610184534158875,0.6585364088984165,Adult Mortality,-0.044079256090799566,Hepatitis B,0.026793230523388507,Thinness 1-19 Years,-0.5707026292721461,Under-Five Deaths,-0.001989774340005106,77.60662725665641
Bmi & Diphtheria & Hiv/Aids & Infant Deaths,0.6099509683545339,0.6193885641216406,Infant Deaths,0.1824435646063289,Hiv/Aids,0.08094867006223208,Diphtheria,-0.8465171541566946,Bmi,-0.0032394708273241995,57.71008204290164
Bmi & Hiv/Aids & Measles & Thinness 1-19 Years,0.6091031395873033,0.60247598772399,Bmi,0.1438168144465615,Thinness 1-19 Years,-0.8594374824504409,Hiv/Aids,1.358120533020952e-05,Measles,-0.5011150733293342,68.31928521732526
Adult Mortality & Diphtheria & Measles & Polio,0.6087871343198423,0.5399680616616949,Adult Mortality,-0.048354579243268594,Diphtheria,0.06783310071469063,Polio,-4.7522871171300595e-05,Measles,0.0399617176778437,68.8953514412245
Adult Mortality & Hepatitis B & Hiv/Aids & Polio,0.6058822337575855,0.6139240444168546,Adult Mortality,-0.038445262484362724,Hepatitis B,0.02123973806891559,Hiv/Aids,-0.41902942050759384,Polio,0.058690659746124335,70.41540085636451
Bmi & Hiv/Aids & Infant Deaths & Under-Five Deaths,0.6055905084331223,0.6106828577837863,Infant Deaths,0.19048115715053396,Hiv/Aids,-0.8604769538411227,Under-Five Deaths,0.15084874388124592,Bmi,-0.11590645933430155,64.3874366847228
Bmi & Diphtheria & Hiv/Aids & Under-Five Deaths,0.6041790520626384,0.6334976720503989,Diphtheria,0.17903917149845855,Hiv/Aids,0.08289903693808853,Under-Five Deaths,-0.8858797824070052,Bmi,-0.00263419354742967,57.868097400696385
Bmi & Diphtheria & Hiv/Aids & Measles,0.6041177909253389,0.6247623185554072,Diphtheria,0.1883764444099871,Hiv/Aids,0.10224310205509049,Bmi,-0.8408386100513884,Measles,-6.939127652397915e-06,55.31477784322307
Adult Mortality & Hepatitis B & Measles & Thinness 5-9 Years,0.6015777638792817,0.6803117696975776,Adult Mortality,-0.044067361565734486,Hepatitis B,0.027839479343493134,Thinness 5-9 Years,-2.0282103709196074e-05,Measles,-0.5805084544677496,77.72559433120509
Adult Mortality & Hepatitis B & Measles & Thinness 1-19 Years,0.6011072583416972,0.6882470520304428,Adult Mortality,-0.04331584271226083,Hepatitis B,0.03104113481185783,Thinness 1-19 Years,3.472015348842267e-06,Measles,-0.5880649202460082,77.16305428724664
Adult Mortality & Hepatitis B & Polio & Under-Five Deaths,0.60083091434847,0.5490425651373714,Adult Mortality,-0.04793107040063271,Hepatitis B,0.009618865845824711,Polio,0.0639767700566418,Under-Five Deaths,-0.006772292927650962,72.00112248477136
Bmi & Hepatitis B & Hiv/Aids & Thinness 5-9 Years,0.6006853916911127,0.6322602606482199,Bmi,0.15440375626576175,Hepatitis B,0.02637891586159155,Thinness 5-9 Years,-0.8139548378459839,Hiv/Aids,-0.39755210522836415,65.21074543281325
Adult Mortality & Hiv/Aids & Measles & Under-Five Deaths,0.6005329713335283,0.5897460292138754,Adult Mortality,-0.039721149737255684,Hiv/Aids,-0.3899995471435652,Under-Five Deaths,5.141496631384719e-06,Measles,-0.009751061598487158,77.5554685364554
Bmi & Hiv/Aids & Thinness 1-19 Years & Thinness 5-9 Years,0.5998642999297651,0.6336164520046639,Bmi,0.15836600880346383,Thinness 1-19 Years,-0.8834193974702665,Thinness 5-9 Years,-0.32047936508398994,Hiv/Aids,-0.13400899287747498,67.4420046036097
Adult Mortality & Diphtheria & Hepatitis B & Polio,0.5976003109037038,0.5544603205717362,Adult Mortality,-0.04797611891350067,Hepatitis B,0.08469827788642979,Diphtheria,0.001770460350907262,Polio,0.026784529477689542,68.32456238591074
Bmi & Hiv/Aids & Thinness 1-19 Years & Under-Five Deaths,0.5975077115822935,0.6373412573239434,Under-Five Deaths,0.14750482105303972,Thinness 1-19 Years,-0.8444806821668035,Hiv/Aids,-0.46766165466966236,Bmi,0.0006454365066631181,67.99799030931976
Adult Mortality & Diphtheria & Hepatitis B & Measles,0.5974578778400783,0.5579172093910582,Adult Mortality,-0.04773202835661504,Hepatitis B,0.0952747297275236,Diphtheria,0.005134973406145817,Measles,-3.7464872134495826e-05,69.33773091680138
Bmi & Hiv/Aids & Measles & Polio,0.5969990874962581,0.6267767085703034,Polio,0.19397040775559898,Hiv/Aids,-0.8010506992958926,Bmi,6.933836797967293e-06,Measles,0.07922155381306888,57.227446726979494
Bmi & Hiv/Aids & Polio & Under-Five Deaths,0.5947140781408639,0.640712588168968,Polio,0.17691244727683028,Hiv/Aids,-0.8887199478954887,Under-Five Deaths,0.07413990553478379,Bmi,-0.003153445493924829,58.72611347970607
Bmi & Hiv/Aids & Infant Deaths & Thinness 5-9 Years,0.593368805476925,0.6373880184045346,Infant Deaths,0.1456919499816931,Hiv/Aids,-0.8330508348263547,Thinness 5-9 Years,0.0016300291795260755,Bmi,-0.4867234406127619,68.13321150895433
Bmi & Hepatitis B & Hiv/Aids & Under-Five Deaths,0.591088374169193,0.5510510173566114,Under-Five Deaths,0.19601473963111393,Hepatitis B,0.022453779728803004,Hiv/Aids,-0.8674831865422432,Bmi,-0.0037843613674718502,62.27436154028784
Adult Mortality & Hepatitis B & Hiv/Aids & Measles,0.5863568503400108,0.599110154828296,Adult Mortality,-0.039315155094648585,Hepatitis B,0.043875800676956137,Hiv/Aids,-0.46115971170387016,Measles,-5.1863458340809426e-05,73.9014228824805
Bmi & Hiv/Aids & Measles & Under-Five Deaths,0.5851209844167746,0.5554832411499184,Under-Five Deaths,0.19818445993675077,Hiv/Aids,-0.8536949539592845,Bmi,2.469359977263322e-05,Measles,-0.004550616884302496,64.2523605024055
Adult Mortality & Diphtheria & Measles & Under-Five Deaths,0.5846585422015261,0.6360384480368021,Adult Mortality,-0.047405554509486435,Diphtheria,0.09146973116400016,Under-Five Deaths,-4.743787494362683e-06,Measles,-0.006850317147167941,70.17682358375663
Adult Mortality & Hepatitis B & Measles & Polio,0.5834254221776789,0.5602276547088193,Adult Mortality,-0.048226959030975826,Hepatitis B,0.0184845109070175,Polio,-6.88388805291992e-05,Measles,0.06818256992555806,70.98566064796242
Adult Mortality & Diphtheria & Hepatitis B & Under-Five Deaths,0.5830528556929544,0.6507303051491204,Adult Mortality,-0.0476248550296429,Hepatitis B,0.09171508251330758,Diphtheria,-0.008680359558679044,Under-Five Deaths,-0.0065669823194131095,70.98405839257278
