,Training Score,Testing Score,Variable,Coefficent,Other Variable,Coefficent2,Other Variable2,Coefficent3,y intercept
Adult Mortality & Gdp & Water,0.7769903644594776,0.8160902756778189,Adult Mortality,-0.0278860024337622,Water,0.0001216041582946902,Gdp,0.26294903061277314,51.566283125160794
Birth Per Woman & Hiv/Aids & Polio,0.7757813702662043,0.7217905693977734,Birth Per Woman,-3.990589278919493,Hiv/Aids,-0.6694783864169678,Polio,0.013749068443497407,81.39882423615317
Hiv/Aids & Under-Five Deaths & Water,0.7755017476436484,0.7511825250416186,Hiv/Aids,-0.6566675412833038,Water,-0.005356842363274589,Under-Five Deaths,0.31922058474058923,44.50280123843257
Adult Mortality & Birth Per Woman & Hepatitis B,0.774918494732122,0.7570576218042299,Adult Mortality,-0.031411374024624614,Birth Per Woman,-3.4752181461850875,Hepatitis B,0.016051092625976274,83.58874899477632
Adult Mortality & Birth Per Woman & Under-Five Deaths,0.774536724148243,0.7791602941970254,Adult Mortality,-0.030831057561408748,Birth Per Woman,-3.442394957310741,Under-Five Deaths,-0.004439549088082993,84.9986485124687
Bmi & Hiv/Aids & Schooling,0.7744761051902134,0.7431722794439704,Schooling,0.07814308977405922,Hiv/Aids,-0.7400142996083278,Bmi,1.7128503755090576,46.92048434514301
Adult Mortality & Military & Water,0.774305008311239,0.7416165796212084,Adult Mortality,-0.03183171619656384,Military,-0.14220798146024105,Water,0.27291521127965884,52.439266696337604
Adult Mortality & Birth Per Woman & Gdp,0.7741919800858914,0.8379328820879433,Adult Mortality,-0.02851978926927078,Birth Per Woman,-3.307923949457749,Gdp,0.00011541917591266219,83.30963638382964
Birth Per Woman & Bmi & Hiv/Aids,0.7727096083457201,0.8096245406819338,Birth Per Woman,-3.534360887509755,Hiv/Aids,0.07700538430111195,Bmi,-0.6658675537897418,78.19499949115973
Birth Per Woman & Hiv/Aids & Total Expenditure,0.7724218448473821,0.7880135493435754,Birth Per Woman,-3.9043063605378587,Hiv/Aids,-0.7179930212240762,Total Expenditure,0.5349414219110483,79.14856869906882
Birth Per Woman & Hiv/Aids & Measles,0.7723154443294236,0.747428121677878,Birth Per Woman,-4.035246798459915,Hiv/Aids,-0.6977761270466023,Measles,-5.154739719650484e-05,82.84459833586067
Adult Mortality & Birth Per Woman & Total Expenditure,0.771626671422664,0.7862711142924959,Adult Mortality,-0.031768789681437884,Birth Per Woman,-3.3785875145315343,Total Expenditure,0.29268350435961027,82.94321492301135
Adult Mortality & Birth Per Woman & Fdi,0.7715608319239817,0.760450567221419,Adult Mortality,-0.031369635046017474,Birth Per Woman,-3.3677155298159573,Fdi,0.007211719186787569,84.77152690244503
Adult Mortality & Birth Per Woman & Diphtheria,0.7699885338424229,0.7777281033863471,Adult Mortality,-0.030809092664842795,Birth Per Woman,-3.4253552213967837,Diphtheria,0.028240340081684866,82.27971082706514
Birth Per Woman & Hepatitis B & Hiv/Aids,0.7693866169761627,0.7449917480737102,Birth Per Woman,-4.019336165443022,Hiv/Aids,0.010842895847205422,Hepatitis B,-0.6681170121187118,81.63580754344419
Adult Mortality & Birth Per Woman & Population,0.7692253784324335,0.77335219466815,Adult Mortality,-0.03169471870319822,Birth Per Woman,-3.3432019067657457,Population,-4.994992376746622e-09,84.8290461666296
Alcohol & Birth Per Woman & Hiv/Aids,0.768789453896257,0.7690376776004346,Birth Per Woman,0.2115614309129835,Hiv/Aids,-3.757702302721008,Alcohol,-0.7171452664139021,80.90292760314276
Hiv/Aids & Schooling & Thinness 5-9 Years,0.7686307657225502,0.7404330174210569,Schooling,-0.7755043120359185,Thinness 5-9 Years,1.815417853877709,Hiv/Aids,-0.25455813634711366,49.90659265909402
Adult Mortality & Under-Five Deaths & Water,0.7680725201944272,0.7941088359928798,Adult Mortality,-0.0298866926420707,Water,-0.005280316289427269,Under-Five Deaths,0.27318375887406665,52.05561288481865
Hiv/Aids & Infant Deaths & Water,0.7676534546638876,0.7734432304892643,Infant Deaths,-0.6641793393210186,Water,-0.006227086898120462,Hiv/Aids,0.3131804165054851,44.985281404456956
Adult Mortality & Hepatitis B & Water,0.7674848824878632,0.7661588404597718,Adult Mortality,-0.030743382305299643,Water,0.01157611395438074,Hepatitis B,0.27464787357191206,50.90874695292759
Adult Mortality & Gdp & Schooling,0.7673253056463889,0.721501455108469,Adult Mortality,-0.03592613972355674,Schooling,6.607252030517266e-05,Gdp,1.4817856129608022,57.01446869681398
Adult Mortality & Birth Per Woman & Military,0.7665853234943403,0.7737364150121488,Adult Mortality,-0.03221671236500384,Military,-3.3566890552593827,Birth Per Woman,0.08118169348340708,84.66333492012873
Hiv/Aids & Schooling & Thinness 1-19 Years,0.7663456674859737,0.748088899079633,Schooling,-0.7819590931601684,Thinness 1-19 Years,1.8159069214534884,Hiv/Aids,-0.2288435449365046,49.963966262272265
Diphtheria & Hiv/Aids & Water,0.7654916619492736,0.7563799545044708,Hiv/Aids,0.028991668877335723,Water,-0.6372735724886551,Diphtheria,0.3052725932706746,43.005486601555134
Adult Mortality & Alcohol & Birth Per Woman,0.7654904704020954,0.7987884472825391,Adult Mortality,-0.03235973426639889,Birth Per Woman,0.14914904166951015,Alcohol,-3.2273037866438217,83.73656183948117
Adult Mortality & Population & Water,0.7653401867277738,0.7739367654592558,Adult Mortality,-0.028717536253234095,Water,-4.304649804064507e-09,Population,0.28856148626960015,50.308244952019606
Birth Per Woman & Hiv/Aids & Infant Deaths,0.7650693475146237,0.7810179178486806,Infant Deaths,-3.9726435445573016,Birth Per Woman,-0.685628344396212,Hiv/Aids,-0.00539251631118871,82.58379097069259
Adult Mortality & Birth Per Woman & Polio,0.7645385818179221,0.7833360253874021,Adult Mortality,-0.029876158088809467,Birth Per Woman,-3.594818709994618,Polio,0.00955900446804254,84.27298598050355
Birth Per Woman & Hiv/Aids & Population,0.7645228067822311,0.7628938456664422,Birth Per Woman,-4.078445629914305,Population,-0.6897868382104234,Hiv/Aids,-4.935867310807198e-09,82.85070252568893
Birth Per Woman & Hiv/Aids & Under-Five Deaths,0.7640245422727503,0.7825523945095597,Birth Per Woman,-3.876694469943003,Hiv/Aids,-0.6719792907799429,Under-Five Deaths,-0.004264860630680816,82.36438554556125
Adult Mortality & Schooling & Thinness 5-9 Years,0.7639083285472651,0.7494299830856754,Adult Mortality,-0.03525162515641229,Schooling,1.4727064276779824,Thinness 5-9 Years,-0.20687643468173456,58.443927632629894
Adult Mortality & Percentage Expenditure & Schooling,0.7637621771310791,0.731091485675722,Adult Mortality,-0.03574208220271739,Schooling,0.0004325199012641404,Percentage Expenditure,1.5152946112298902,56.749074463775315
Adult Mortality & Schooling & Thinness 1-19 Years,0.7634792619486617,0.7451412719852966,Adult Mortality,-0.03566650410399594,Schooling,1.489346408903618,Thinness 1-19 Years,-0.199740286457965,58.37337031951025
Birth Per Woman & Fdi & Hiv/Aids,0.7625688484691874,0.7645130551621093,Birth Per Woman,-3.986399035744706,Fdi,0.013272549962749862,Hiv/Aids,-0.6656986255853953,82.46442546399108
Hiv/Aids & Measles & Schooling,0.7622884591556963,0.7158202752857553,Schooling,-0.8172021878278946,Hiv/Aids,-7.158397943946578e-07,Measles,2.0093433374133367,46.314995198446326
Fdi & Hiv/Aids & Water,0.7615288978957391,0.7621115205448782,Fdi,0.011853316498861273,Water,-0.6617247224736023,Hiv/Aids,0.32050953699094453,44.0048434680767
Hepatitis B & Hiv/Aids & Water,0.7609835827227774,0.7579497071390325,Hiv/Aids,0.010999312765744063,Water,-0.6595627213867408,Hepatitis B,0.3184453189623159,43.33235862730746
Adult Mortality & Fdi & Water,0.7608413217098547,0.7876165705872303,Adult Mortality,-0.030474948416973447,Water,0.009682435926027954,Fdi,0.28120392862937466,51.08717507417121
Birth Per Woman & Diphtheria & Hiv/Aids,0.7605718544478429,0.7792801120224024,Birth Per Woman,-3.9289134635732816,Hiv/Aids,0.026459536134475194,Diphtheria,-0.6669478266151075,80.07867368459372
Adult Mortality & Diphtheria & Water,0.7603340011543694,0.7982321162847066,Adult Mortality,-0.029609350123747376,Water,0.02669427531522715,Diphtheria,0.2750616411455119,49.35246611026305
Hiv/Aids & Population & Schooling,0.7590294917043259,0.7357812445920892,Schooling,-0.7967350606283021,Population,-9.292883169693652e-10,Hiv/Aids,2.031344501806945,46.255809473401335
Adult Mortality & Measles & Water,0.7578434952261671,0.7925370607170167,Adult Mortality,-0.03056570235712047,Water,-3.525775404465033e-05,Measles,0.2717037624945077,52.066841946730044
Hiv/Aids & Percentage Expenditure & Schooling,0.7576124714501822,0.7800638065092919,Schooling,-0.8180156351323832,Hiv/Aids,0.0005470216359516904,Percentage Expenditure,1.8640085922528082,47.775015237167764
Hiv/Aids & Infant Deaths & Schooling,0.7573615745397805,0.7416936565744212,Infant Deaths,-0.7861265337125688,Schooling,-0.002521480307654257,Hiv/Aids,1.9689453616203918,47.03993726710735
Hiv/Aids & Military & Water,0.7572173890160232,0.7686898413089641,Hiv/Aids,-0.6470165661700947,Military,-0.11140583393866342,Water,0.32814075583800134,43.645635689840354
Hiv/Aids & Polio & Water,0.7568154193798713,0.775507510691516,Hiv/Aids,-0.6491506129139516,Water,0.023823713338729412,Polio,0.31510054231827317,42.443373189135755
Alcohol & Hiv/Aids & Schooling,0.7562758408026674,0.7421674746318521,Schooling,-0.0030393074181232567,Hiv/Aids,-0.8002331717897376,Alcohol,2.006176109930909,46.46854903320456
Hepatitis B & Hiv/Aids & Schooling,0.7562610807287615,0.7448935349318336,Schooling,0.008402210543033313,Hiv/Aids,-0.8148794643963878,Hepatitis B,1.9789147614980673,46.240792305275
Adult Mortality & Schooling & Total Expenditure,0.7560183232479984,0.7315766914578032,Adult Mortality,-0.035452349444598845,Schooling,1.6628628220966324,Total Expenditure,0.005967141454485181,55.285663303006714
Diphtheria & Hiv/Aids & Schooling,0.7557518594721884,0.764023023853703,Schooling,0.034900632808429644,Hiv/Aids,-0.7737401932636272,Diphtheria,1.9124398339121997,44.564047899062885
Birth Per Woman & Hiv/Aids & Military,0.7554994160967472,0.7832244072275352,Birth Per Woman,-4.009470010639221,Military,-0.6642780240454715,Hiv/Aids,0.11916601980587103,82.3222781341227
Adult Mortality & Measles & Schooling,0.7551250756061372,0.7369938088297987,Adult Mortality,-0.03585187974056485,Schooling,-7.1593635959725545e-06,Measles,1.6477721354582233,55.52209131820976
Adult Mortality & Hepatitis B & Schooling,0.7537391086609767,0.7444494819805342,Adult Mortality,-0.036585586685674396,Schooling,0.011461922822363278,Hepatitis B,1.5754050586466408,55.54867536277551
Adult Mortality & Fdi & Schooling,0.7532351314815825,0.7416929199329769,Adult Mortality,-0.035626351167123024,Fdi,0.009640794073379762,Schooling,1.6547545962767634,55.13276337022745
Hiv/Aids & Schooling & Under-Five Deaths,0.7531821715089998,0.7565380818067226,Schooling,-0.7959884855629276,Hiv/Aids,1.9817517721354263,Under-Five Deaths,-0.0018447191076937125,46.814542268896105
Gdp & Hiv/Aids & Schooling,0.7531655826756685,0.7925994070745963,Schooling,8.37960883120747e-05,Gdp,-0.7735371903303443,Hiv/Aids,1.8703995358611445,47.60659324759598
Adult Mortality & Bmi & Schooling,0.7522907325679001,0.7946579868991221,Adult Mortality,-0.03438997028342971,Schooling,0.058515535254881915,Bmi,1.4362018335986897,55.49670154898724
Hiv/Aids & Population & Water,0.7519928906905746,0.792513997214534,Population,-0.6660885045265342,Water,-5.548046600523695e-09,Hiv/Aids,0.31792408147349777,44.44625896880095
Fdi & Hiv/Aids & Schooling,0.751055243992633,0.7631660546680872,Fdi,0.01473422196979551,Schooling,-0.8287441777967076,Hiv/Aids,1.9946830686897894,46.64600685155842
Adult Mortality & Alcohol & Schooling,0.7496763181146673,0.7533595863648507,Adult Mortality,-0.03566094789010557,Schooling,-0.0009504216637506898,Alcohol,1.6921232318065347,54.87623617431644
Hiv/Aids & Measles & Water,0.7495682739979421,0.7914532093210537,Hiv/Aids,-0.6751222771809695,Water,-1.999728506205082e-06,Measles,0.32333031419810176,44.015497819163166
Hiv/Aids & Schooling & Total Expenditure,0.7494116789534926,0.7662245286481182,Schooling,-0.842022767379387,Hiv/Aids,1.9417425076352124,Total Expenditure,0.18074756476858098,46.29210838755231
Adult Mortality & Polio & Schooling,0.7487257390098347,0.7651340469011432,Adult Mortality,-0.03506789503232884,Schooling,0.020359002480944625,Polio,1.5812937140445975,54.42235898355164
Hiv/Aids & Military & Schooling,0.7475272904302374,0.7697938517376224,Schooling,-0.796349276394947,Military,0.20939783005823961,Hiv/Aids,2.04827224183048,45.754184095370746
Adult Mortality & Military & Schooling,0.7467298774174549,0.7592635291828371,Adult Mortality,-0.036962604520099994,Military,-0.05471914671935967,Schooling,1.5825297085965466,56.52790463027138
Hiv/Aids & Polio & Schooling,0.7452990713283676,0.7817309400948813,Schooling,-0.7972279866353337,Hiv/Aids,0.023770574925326422,Polio,1.8742057173263045,46.203240461130626
Adult Mortality & Diphtheria & Schooling,0.7448376860872701,0.7904022724455624,Adult Mortality,-0.03463205677740361,Schooling,0.03411183897119432,Diphtheria,1.615880935832448,52.69972073779935
Adult Mortality & Population & Schooling,0.7425629377951398,0.7737359113493432,Adult Mortality,-0.03517694350464268,Schooling,-1.319345411401098e-09,Population,1.6127270985402975,55.748543891409525
Adult Mortality & Schooling & Under-Five Deaths,0.7353762252131966,0.8076135646967788,Adult Mortality,-0.03446222535156748,Schooling,1.6547576301962617,Under-Five Deaths,-0.0035781410308322226,55.15847942543265
Birth Per Woman & Thinness 5-9 Years & Water,0.7246441843541946,0.6858643214910431,Birth Per Woman,-2.0789869075263407,Water,-0.3921183935538899,Thinness 5-9 Years,0.21524086900793993,59.57705678394244
Schooling & Thinness 1-19 Years & Water,0.7128596704489008,0.6393759327746837,Schooling,0.7442212132311854,Water,-0.3473598781091141,Thinness 1-19 Years,0.2824742850442152,38.53995002438167
Birth Per Woman & Gdp & Water,0.7118305388273067,0.6884611665460827,Birth Per Woman,-2.3660214732650666,Water,0.00012671124723711663,Gdp,0.2087138403535896,58.23233292030004
Measles & Thinness 5-9 Years & Water,0.7117836144088625,0.6137200259010969,Thinness 5-9 Years,2.4029077185083215e-05,Water,-0.4895038487416162,Measles,0.35088179237071265,42.628314566178446
Birth Per Woman & Percentage Expenditure & Water,0.7110801967482782,0.6898699553269731,Percentage Expenditure,-2.3401086955887003,Water,0.0008322699920302448,Birth Per Woman,0.20905729392675854,58.310865686920415
Gdp & Thinness 5-9 Years & Water,0.705674739259318,0.6994592091952344,Thinness 5-9 Years,0.00011732463533658318,Water,-0.4287718929021237,Gdp,0.32846259475361644,43.54020536896945
Gdp & Thinness 1-19 Years & Water,0.7048872086785818,0.6773159875091973,Thinness 1-19 Years,0.00010808603106977718,Water,-0.3733784657999282,Gdp,0.32949553990002683,43.232441411802434
Birth Per Woman & Thinness 1-19 Years & Water,0.7023152296427262,0.7235135750832065,Birth Per Woman,-2.1443714903818374,Water,-0.38902970689064503,Thinness 1-19 Years,0.20168688421928535,60.82105091415933
Birth Per Woman & Percentage Expenditure & Thinness 5-9 Years,0.7019739108826805,0.6468771849458108,Birth Per Woman,-4.12658775249511,Thinness 5-9 Years,0.0007831058943419238,Percentage Expenditure,-0.3874945953625207,82.98946996184412
Percentage Expenditure & Thinness 1-19 Years & Water,0.7008572308142778,0.6838233117547686,Thinness 1-19 Years,0.0008121259297423933,Water,-0.4071025046503665,Percentage Expenditure,0.34060524962343125,42.52478933328295
Birth Per Woman & Schooling & Thinness 5-9 Years,0.6998738289868078,0.6637173278840596,Birth Per Woman,-3.22653499642396,Schooling,0.8449636666712376,Thinness 5-9 Years,-0.2537841678482201,69.88987668974457
Gdp & Schooling & Water,0.6993532332025518,0.6739024967232441,Schooling,0.00010050119209562878,Water,0.793564249066845,Gdp,0.28121699920315923,35.72474736064364
Bmi & Thinness 5-9 Years & Water,0.6991482834096627,0.6554168485656856,Thinness 5-9 Years,0.04339362447355234,Water,-0.4477845704235152,Bmi,0.3234434088773233,42.99765668372025
Bmi & Gdp & Water,0.6987738666173713,0.6384813471039917,Gdp,0.07531359861060784,Water,0.00012805898426090614,Bmi,0.3231819581156998,38.95593922540115
Schooling & Thinness 5-9 Years & Water,0.6975957889634528,0.7263843822783832,Schooling,0.6951241703025435,Water,-0.36174508033339375,Thinness 5-9 Years,0.2800943761030897,39.325007021438964
Percentage Expenditure & Thinness 5-9 Years & Water,0.6971020766619572,0.7265721557629221,Thinness 5-9 Years,0.0007273090478208318,Water,-0.4436396845757183,Percentage Expenditure,0.3314621829660202,43.5072991730138
Birth Per Woman & Under-Five Deaths & Water,0.6963582533953729,0.634245915834335,Birth Per Woman,-2.4672824806738367,Water,-0.003375653621689383,Under-Five Deaths,0.21992158462132047,58.56438281494586
Military & Thinness 5-9 Years & Water,0.6940522195175268,0.6535069544595428,Thinness 5-9 Years,0.09325756383401396,Military,-0.5048369414540336,Water,0.3485398135210789,42.70900182909746
Hepatitis B & Thinness 5-9 Years & Water,0.6938105676545405,0.6591968720825965,Thinness 5-9 Years,0.0036396401085742433,Water,-0.47002828281672177,Hepatitis B,0.3509466532017324,42.228340734682334
Thinness 5-9 Years & Total Expenditure & Water,0.6935921943113927,0.6595591306741655,Thinness 5-9 Years,-0.4612936379072264,Water,0.2071089962913087,Total Expenditure,0.34501842784349807,41.839140790679025
Birth Per Woman & Schooling & Water,0.6934200749346375,0.721921377882657,Birth Per Woman,-1.658774817679663,Water,0.9047221712707625,Schooling,0.17798911203989232,48.36264023353384
Birth Per Woman & Fdi & Water,0.6929325786747573,0.6291577519392966,Birth Per Woman,-2.714905543085536,Water,0.012147883083015376,Fdi,0.20474300819312843,60.409449705082125
Adult Mortality & Bmi & Gdp,0.692892896613525,0.6323535049368918,Adult Mortality,-0.041010890110160535,Gdp,0.13613322983165116,Bmi,0.00014316267044123718,70.64570418481804
Birth Per Woman & Percentage Expenditure & Thinness 1-19 Years,0.6923765134778797,0.669888796504083,Birth Per Woman,-4.177544601354834,Thinness 1-19 Years,0.0008101930049614378,Percentage Expenditure,-0.351458325713996,82.644248392877
Percentage Expenditure & Schooling & Water,0.6917359000740987,0.6976239646234386,Percentage Expenditure,0.0006151050216228104,Water,0.9115245001488156,Schooling,0.2687822310143743,35.49127851452468
Adult Mortality & Alcohol & Bmi,0.6910583555199711,0.6169795925744432,Adult Mortality,-0.04168908617806404,Bmi,0.48090453942736866,Alcohol,0.12687390837048132,69.49593648452344
Infant Deaths & Thinness 5-9 Years & Water,0.6908925186621744,0.6717524944284845,Infant Deaths,0.0035067723527056256,Water,-0.5285856424450416,Thinness 5-9 Years,0.34889271629271823,42.88967889331178
Birth Per Woman & Gdp & Thinness 5-9 Years,0.6887043163945683,0.6968080031767818,Birth Per Woman,-4.054367537994193,Thinness 5-9 Years,0.0001248341482914251,Gdp,-0.39366421094115306,82.5792493774234
Bmi & Percentage Expenditure & Water,0.6885603598046436,0.6693791813374819,Bmi,0.06961827483843169,Water,0.0007799830949445214,Percentage Expenditure,0.32702158168540707,39.072130511507446
Infant Deaths & Schooling & Water,0.6876863363981378,0.6529070738582449,Infant Deaths,-0.003064137910011998,Water,1.0094233815453029,Schooling,0.2716850124450094,34.66112010579728
Polio & Thinness 5-9 Years & Water,0.6874852464679473,0.6755884163200676,Thinness 5-9 Years,0.007370278300295009,Water,-0.4633855287267395,Polio,0.35350458928175016,41.65520669134688
Thinness 1-19 Years & Thinness 5-9 Years & Water,0.6871607695605175,0.6722259772960391,Thinness 5-9 Years,-0.026532563708251588,Water,-0.4236023081221891,Thinness 1-19 Years,0.35488696493081195,42.096008481337485
Birth Per Woman & Bmi & Water,0.6870291022427664,0.7061043746476188,Birth Per Woman,-2.162443236022824,Water,0.06970367512289578,Bmi,0.21104061683101516,55.429324563697385
Schooling & Total Expenditure & Water,0.6869849274773023,0.6599981383549702,Schooling,1.077415887276771,Water,0.11013964627876763,Total Expenditure,0.26266701484231675,33.87623168971698
Bmi & Schooling & Water,0.6868617558331487,0.6934535297553802,Schooling,0.05531497008582118,Water,0.9400559511931255,Bmi,0.2606649014387527,34.00755034416958
Adult Mortality & Bmi & Thinness 1-19 Years,0.68626021826965,0.6122329074198563,Adult Mortality,-0.041700529539221404,Thinness 1-19 Years,0.11768008821469089,Bmi,-0.3485318818701383,73.90705698474157
Birth Per Woman & Schooling & Thinness 1-19 Years,0.6855504769006144,0.6923461713700442,Birth Per Woman,-3.2237889290146624,Schooling,0.8699197597934888,Thinness 1-19 Years,-0.2861055760229903,69.64031515726228
Birth Per Woman & Gdp & Schooling,0.6849409600335614,0.7002284882399691,Birth Per Woman,-3.2502277618438575,Schooling,0.00011068603956069537,Gdp,0.8508575586017695,67.88511155024169
Hepatitis B & Percentage Expenditure & Water,0.6847292023572225,0.6104131070231891,Hepatitis B,0.01713379507779024,Water,0.0008467327821957038,Percentage Expenditure,0.36122754058445655,37.601972987188255
Infant Deaths & Percentage Expenditure & Water,0.684065724146035,0.627716662158102,Infant Deaths,-0.005270937275274922,Water,0.0008514319522536045,Percentage Expenditure,0.3575411146515143,39.35819029156853
Military & Thinness 1-19 Years & Water,0.6840115990807978,0.6512519195109118,Thinness 1-19 Years,-0.11879116979419241,Military,-0.4551359656325869,Water,0.35409401622071035,42.344738030648784
Birth Per Woman & Percentage Expenditure & Total Expenditure,0.6837217623708428,0.6137800279533612,Percentage Expenditure,-4.52347350970449,Birth Per Woman,0.000897276150438755,Total Expenditure,0.3117128343268286,80.14647161807414
