,Training Score,Testing Score,Variable,Coefficent,Other Variable,Coefficent2,Other Variable2,Coefficent3,y intercept
Birth Per Woman & Hiv/Aids & Percentage Expenditure,0.7948546432115475,0.8078294137539659,Birth Per Woman,-3.743084101836188,Hiv/Aids,-0.6606059650413915,Percentage Expenditure,0.0008641604281877703,81.02843178061146
Adult Mortality & Hiv/Aids & Water,0.792168957116909,0.8154195442532436,Adult Mortality,-0.01888779567676562,Water,-0.42891881016608624,Hiv/Aids,0.2755004678064079,50.45150920829553
Adult Mortality & Alcohol & Water,0.7916949683434876,0.710473368014474,Adult Mortality,-0.031782526823101766,Water,0.20093557963060749,Alcohol,0.2578408097893525,52.498831217479726
Adult Mortality & Thinness 5-9 Years & Water,0.7909511344936043,0.8153377499816845,Adult Mortality,-0.02723513259630845,Water,-0.3839659448028788,Thinness 5-9 Years,0.25780476804814906,54.5005096436281
Adult Mortality & Birth Per Woman & Water,0.7906641909333938,0.8007504411990726,Adult Mortality,-0.028281348943226533,Water,-1.911383513286673,Birth Per Woman,0.1645397992168764,66.0410777209543
Adult Mortality & Birth Per Woman & Bmi,0.7878695984328438,0.7723225307519275,Adult Mortality,-0.030753492573284174,Birth Per Woman,-2.9714745361006383,Bmi,0.0623509771159591,81.0278641929847
Adult Mortality & Birth Per Woman & Gdp,0.7873294203949401,0.8110383630192037,Adult Mortality,-0.029150335775352757,Birth Per Woman,-3.315294484914246,Gdp,0.00011851740804778942,83.33891699767872
Adult Mortality & Gdp & Water,0.7865542452406954,0.789007368520629,Adult Mortality,-0.03008940138387473,Water,0.00010822691540222888,Gdp,0.2592557121364723,52.36346550151865
Adult Mortality & Birth Per Woman & Thinness 5-9 Years,0.7862378243825392,0.8049837803129033,Adult Mortality,-0.027944867283259588,Birth Per Woman,-3.3268574723770956,Thinness 5-9 Years,-0.32355418249743195,85.45069482377227
Hiv/Aids & Total Expenditure & Water,0.7851843653164393,0.731459171018686,Hiv/Aids,-0.6597916754075903,Water,0.43966231055182137,Total Expenditure,0.3164513852527627,41.72535017573067
Birth Per Woman & Hiv/Aids & Thinness 5-9 Years,0.7848844940747027,0.805957137873633,Birth Per Woman,-3.5695506602172675,Thinness 5-9 Years,-0.6417653981641285,Hiv/Aids,-0.3825865284281195,83.04715780176804
Adult Mortality & Percentage Expenditure & Water,0.7827469937356291,0.7964590016046056,Adult Mortality,-0.02839283541301352,Water,0.000701250075941943,Percentage Expenditure,0.27358150749607746,50.973360417448966
Birth Per Woman & Diphtheria & Hiv/Aids,0.7806662706215575,0.7138333667016377,Birth Per Woman,-4.00930270113584,Hiv/Aids,0.029922024155970298,Diphtheria,-0.6666688541976613,80.03999421534833
Adult Mortality & Birth Per Woman & Thinness 1-19 Years,0.7800727662320823,0.8239672920020539,Adult Mortality,-0.02947991974380572,Birth Per Woman,-3.177467769431746,Thinness 1-19 Years,-0.33594485983487593,85.39696683123356
Birth Per Woman & Hiv/Aids & Thinness 1-19 Years,0.779936051447806,0.8101635106369004,Birth Per Woman,-3.5687150458156083,Thinness 1-19 Years,-0.6786155552968567,Hiv/Aids,-0.3678656764210505,83.00680538568277
Adult Mortality & Birth Per Woman & Total Expenditure,0.7790836905483896,0.7632509528172845,Adult Mortality,-0.03098889834890642,Birth Per Woman,-3.460907735691405,Total Expenditure,0.3314407419721578,82.835604187788
Hiv/Aids & Under-Five Deaths & Water,0.777856696936954,0.7403058975070279,Hiv/Aids,-0.6684637103947595,Water,-0.004707157737707435,Under-Five Deaths,0.31757815883900486,44.60657257090499
Birth Per Woman & Hiv/Aids & Total Expenditure,0.7775636069313078,0.778873599277764,Birth Per Woman,-3.96981596972643,Hiv/Aids,-0.697645578552127,Total Expenditure,0.5099241450642004,79.31731889977982
Adult Mortality & Population & Water,0.7774384608988236,0.7381669527708608,Adult Mortality,-0.0318395794666335,Water,-5.375864518384954e-09,Population,0.2681532163417944,52.737201350248824
Birth Per Woman & Bmi & Hiv/Aids,0.7769819312425106,0.7980875901482964,Birth Per Woman,-3.442721320959191,Hiv/Aids,0.08324216249412848,Bmi,-0.664187403256178,77.80510293371633
Adult Mortality & Bmi & Water,0.7765214440094047,0.7904227461773373,Adult Mortality,-0.0305383762427004,Water,0.06804592639761566,Bmi,0.23598416023529703,52.50980064108759
Bmi & Hiv/Aids & Water,0.7765044902050997,0.7858603484563542,Hiv/Aids,0.0721191010443982,Water,-0.6367782288440441,Bmi,0.2933620294920433,43.53047282603963
Diphtheria & Hiv/Aids & Water,0.7764137195675448,0.7211329517694497,Hiv/Aids,0.0275741881510513,Water,-0.6720712106855634,Diphtheria,0.314200395649273,42.45537971816586
Adult Mortality & Military & Water,0.7763420813419261,0.7363094847744557,Adult Mortality,-0.03177884108018636,Military,-0.10271981408428663,Water,0.27711686952302506,51.986725322553696
Alcohol & Hiv/Aids & Water,0.7749317112858075,0.7563111477332818,Hiv/Aids,0.2610927478318812,Water,-0.6837582097718766,Alcohol,0.3041497138874244,44.09506384646224
Birth Per Woman & Hepatitis B & Hiv/Aids,0.7748197128322002,0.7280915638005785,Birth Per Woman,-3.969061348922928,Hiv/Aids,0.011883052742141945,Hepatitis B,-0.6644853428787637,81.40638655089565
Adult Mortality & Measles & Water,0.7746464465696589,0.7428463229221871,Adult Mortality,-0.03184781849245675,Water,-1.683605165928509e-05,Measles,0.26911050092681144,52.5836943713901
Adult Mortality & Total Expenditure & Water,0.7745281930214142,0.761407269389427,Adult Mortality,-0.030001834087826796,Water,0.23180863978950583,Total Expenditure,0.27556843867191455,50.22668751573757
Birth Per Woman & Hiv/Aids & Infant Deaths,0.7738461094204879,0.7554231526660564,Infant Deaths,-4.008253453304552,Birth Per Woman,-0.6841522529100044,Hiv/Aids,-0.005836594915790964,82.77635904957644
Adult Mortality & Birth Per Woman & Diphtheria,0.772999667430452,0.7702690903599233,Adult Mortality,-0.03110247658343298,Birth Per Woman,-3.333580714704038,Diphtheria,0.025481015198510606,82.23194435022847
Adult Mortality & Birth Per Woman & Polio,0.7728640002512808,0.760871686052744,Adult Mortality,-0.032304313232806886,Birth Per Woman,-3.3115625510810243,Polio,0.01471081021253885,83.35235788286192
Adult Mortality & Birth Per Woman & Measles,0.7727030171055206,0.7750195409976962,Adult Mortality,-0.03095819808905789,Birth Per Woman,-3.504738370187246,Measles,-3.9915875752961624e-05,85.12136313340406
Adult Mortality & Schooling & Under-Five Deaths,0.7724596003594107,0.692309299738463,Adult Mortality,-0.036759760018585684,Schooling,1.5695680665548541,Under-Five Deaths,-0.0023605303174894657,56.717568937594095
Birth Per Woman & Hiv/Aids & Under-Five Deaths,0.7708416774292182,0.7617938961262145,Birth Per Woman,-3.8772703373060504,Hiv/Aids,-0.6745703861918423,Under-Five Deaths,-0.004274837831565213,82.30951750008742
Hiv/Aids & Polio & Water,0.7705922703050675,0.7338671706927372,Hiv/Aids,-0.6407559674710257,Water,0.01845362701963872,Polio,0.32421097439064145,42.135917757373136
Adult Mortality & Polio & Water,0.7697268489559562,0.7585882367428676,Adult Mortality,-0.030658825475857354,Water,0.011772172817797423,Polio,0.2692937422417267,51.302643534914495
Adult Mortality & Hepatitis B & Schooling,0.7693806024254373,0.7028232859008939,Adult Mortality,-0.03694009408919994,Schooling,0.01705717126766219,Hepatitis B,1.5676802693180658,55.29380854228547
Birth Per Woman & Hiv/Aids & Polio,0.769356922460368,0.746423655335622,Birth Per Woman,-3.944680974236264,Hiv/Aids,-0.6566802264933744,Polio,0.014611660824507528,81.03801644123682
Adult Mortality & Fdi & Water,0.7684948537805166,0.75970008293302,Adult Mortality,-0.029650689372354253,Water,0.012474059577210138,Fdi,0.29142556629686506,50.225999155198195
Adult Mortality & Alcohol & Birth Per Woman,0.7679595294578392,0.7855414710325419,Adult Mortality,-0.03130506093932788,Birth Per Woman,0.18613660109234198,Alcohol,-3.1616528727866267,83.05363916807916
Adult Mortality & Birth Per Woman & Population,0.7679366772099651,0.7774820288366017,Adult Mortality,-0.030672859517346766,Birth Per Woman,-3.5596363115907295,Population,-5.9951565395691734e-09,85.04137668757252
Adult Mortality & Birth Per Woman & Percentage Expenditure,0.7678813567054807,0.8448014847836968,Adult Mortality,-0.028701982159485263,Birth Per Woman,-3.205242793129438,Percentage Expenditure,0.0007719326820583776,83.17792508033112
Adult Mortality & Hepatitis B & Water,0.7666377511158681,0.7663408839105584,Adult Mortality,-0.03002180234874193,Water,0.01375605359014657,Hepatitis B,0.28758873966012516,49.50589968973543
Adult Mortality & Bmi & Schooling,0.7663192457435274,0.7512315097783925,Adult Mortality,-0.034053022037069246,Schooling,0.06203387438983584,Bmi,1.4187822772828969,55.46646817181559
Adult Mortality & Under-Five Deaths & Water,0.765876216358525,0.7989902391494458,Adult Mortality,-0.029929198375039323,Water,-0.0060274331903730025,Under-Five Deaths,0.27202885610057126,52.08536027971986
Gdp & Hiv/Aids & Schooling,0.765799421530012,0.7555400754624202,Schooling,8.296016303832036e-05,Gdp,-0.8133694663729937,Hiv/Aids,1.8262727780546553,48.14199266336121
Adult Mortality & Birth Per Woman & Under-Five Deaths,0.7649594773640618,0.8061660651727881,Adult Mortality,-0.03129460708365213,Birth Per Woman,-3.360327927534688,Under-Five Deaths,-0.003791427154414841,84.72605960925563
Adult Mortality & Schooling & Thinness 5-9 Years,0.7649417320083671,0.7448808377208246,Adult Mortality,-0.03434649194059454,Schooling,1.5507307798135443,Thinness 5-9 Years,-0.2187847565995951,57.406315216173425
Adult Mortality & Birth Per Woman & Military,0.7649012759313139,0.7811237580425053,Adult Mortality,-0.031908475452923024,Military,-3.4852364775587743,Birth Per Woman,-0.009559239047849322,85.1170347895939
Alcohol & Birth Per Woman & Hiv/Aids,0.7642853645080091,0.7792539258607685,Birth Per Woman,0.22234654308418195,Hiv/Aids,-3.77638464259075,Alcohol,-0.6873739866929482,80.89838716422813
Hiv/Aids & Measles & Water,0.7641166343579361,0.7495278316749582,Hiv/Aids,-0.6874077261205881,Water,-1.3987218557212621e-05,Measles,0.315665903447449,44.62924567575269
Hiv/Aids & Military & Water,0.7639981997965928,0.7483973343169983,Hiv/Aids,-0.6437710111109367,Military,-0.04207740764166451,Water,0.3214216753070208,44.00905188172119
Hiv/Aids & Infant Deaths & Water,0.7637387928485468,0.7833266443964237,Infant Deaths,-0.6675801177620636,Water,-0.006536351085860604,Hiv/Aids,0.3098348185896775,45.237017813661495
Diphtheria & Hiv/Aids & Schooling,0.7635387744922727,0.7402139008712041,Schooling,0.03588201034402753,Hiv/Aids,-0.787713924401248,Diphtheria,1.9623192517886316,44.02546287610794
Birth Per Woman & Hiv/Aids & Measles,0.763007600826833,0.7714416978559429,Birth Per Woman,-4.116109311519401,Hiv/Aids,-0.6846189201146443,Measles,-5.121190966156219e-05,83.0132847796324
Hiv/Aids & Infant Deaths & Schooling,0.7618743964196537,0.7171620655206493,Infant Deaths,-0.7814875798423424,Schooling,-0.0017403712061251758,Hiv/Aids,1.9654857199196152,46.99149574833305
Adult Mortality & Diphtheria & Schooling,0.7617987137708416,0.7395397479837468,Adult Mortality,-0.036110464076962445,Schooling,0.03797931856757951,Diphtheria,1.5439191648307389,53.53067312648119
Adult Mortality & Percentage Expenditure & Schooling,0.7617384780755496,0.7384840243495872,Adult Mortality,-0.03516713904636902,Schooling,0.0003518402048695795,Percentage Expenditure,1.5585112981551126,56.24511561562978
Fdi & Hiv/Aids & Schooling,0.7616847006299248,0.7326810073245367,Fdi,0.017754267693625748,Schooling,-0.7724247811803119,Hiv/Aids,2.019868575804853,46.2201343839689
Adult Mortality & Schooling & Total Expenditure,0.7612341512489889,0.716727253681588,Adult Mortality,-0.035139854504922984,Schooling,1.657515067981783,Total Expenditure,-0.010359302430382933,55.1826926274539
Hepatitis B & Hiv/Aids & Water,0.7609624656278011,0.7560875929522863,Hiv/Aids,0.01294497852046336,Water,-0.6440291725310485,Hepatitis B,0.3301318465711474,42.156675608059956
Adult Mortality & Birth Per Woman & Fdi,0.760870458229919,0.7898201847356818,Adult Mortality,-0.02933548230563879,Birth Per Woman,-3.580994113229451,Fdi,0.005639204797108553,84.85023962629556
Birth Per Woman & Hiv/Aids & Population,0.7602917484707198,0.7750814530757447,Birth Per Woman,-4.135009365735559,Population,-0.684440525083379,Hiv/Aids,-5.315786662908545e-09,82.91211158388222
Hiv/Aids & Schooling & Under-Five Deaths,0.760204109601092,0.7323402801953698,Schooling,-0.7792557977233702,Hiv/Aids,2.0215034529019094,Under-Five Deaths,-0.0019461924512802439,46.35789096583527
Fdi & Hiv/Aids & Water,0.7600749133679765,0.7662460013635647,Fdi,0.016714128712962285,Water,-0.6425749795422997,Hiv/Aids,0.33317934024449947,42.901686751985
Hiv/Aids & Percentage Expenditure & Schooling,0.7594707589141243,0.7736640620046111,Schooling,-0.7966351373873012,Hiv/Aids,0.00056400143352793,Percentage Expenditure,1.8453865104692329,48.14836214088312
Hiv/Aids & Polio & Schooling,0.7591369462078605,0.7407909805007895,Schooling,-0.7886245255741191,Hiv/Aids,0.024308413006763722,Polio,1.9579249093310331,44.951448348397264
Adult Mortality & Measles & Schooling,0.7590814096677855,0.7254200129830265,Adult Mortality,-0.03583972638009128,Schooling,-8.5296194579373e-06,Measles,1.66970648541385,55.07611046178393
Adult Mortality & Gdp & Schooling,0.7589563171114915,0.7456448259303073,Adult Mortality,-0.03464216177152759,Schooling,7.118095116450857e-05,Gdp,1.5585561423427499,55.79316365774396
Birth Per Woman & Hiv/Aids & Military,0.7584775569288517,0.7763756449966879,Birth Per Woman,-4.073816186460631,Military,-0.6811519743201602,Hiv/Aids,0.20154454370635036,82.36959482786159
Adult Mortality & Fdi & Schooling,0.7583549926760822,0.7263622394093068,Adult Mortality,-0.036090212827413905,Fdi,0.008215429105801496,Schooling,1.6001171655315332,56.049861048278196
Hiv/Aids & Population & Water,0.75680610682902,0.7771030976662644,Population,-0.6602485504695904,Water,-5.6270325528946434e-09,Hiv/Aids,0.3303615228165489,43.28370721933186
Adult Mortality & Birth Per Woman & Hepatitis B,0.7567196323507992,0.8118032382039172,Adult Mortality,-0.032313022319497536,Birth Per Woman,-3.3408073278446153,Hepatitis B,0.01318546438141207,83.6920912357211
Bmi & Hiv/Aids & Schooling,0.7562210195354093,0.8005427996934419,Schooling,0.0706267398709362,Hiv/Aids,-0.7582791394339252,Bmi,1.7374323533388447,47.03563497757999
Hiv/Aids & Schooling & Thinness 5-9 Years,0.7555566446201163,0.7810748341812466,Schooling,-0.761388885753372,Thinness 5-9 Years,1.7873746610376815,Hiv/Aids,-0.24758819952896308,50.249354466653706
Hiv/Aids & Military & Schooling,0.7549007455513913,0.7508840977180141,Schooling,-0.7880153775639903,Military,0.18645769628108785,Hiv/Aids,2.0098720934316225,46.153417987291036
Birth Per Woman & Fdi & Hiv/Aids,0.7546918431177183,0.7854907469144026,Birth Per Woman,-3.9872648946694746,Fdi,0.014459188128155194,Hiv/Aids,-0.6732807608458876,82.47258627131825
Adult Mortality & Schooling & Thinness 1-19 Years,0.7534371576420595,0.7754742361432505,Adult Mortality,-0.03406781583910188,Schooling,1.4888475345134422,Thinness 1-19 Years,-0.2382376426095349,58.2145414514246
Adult Mortality & Diphtheria & Water,0.7533879608126649,0.8169627472792245,Adult Mortality,-0.030053851438662255,Water,0.029393201671377336,Diphtheria,0.26138400632799946,50.33171017244271
Hiv/Aids & Measles & Schooling,0.7522957416960618,0.7507726195339621,Schooling,-0.7872077670674208,Hiv/Aids,-1.7226731631626333e-05,Measles,1.955303137760855,47.14021960536406
Hiv/Aids & Population & Schooling,0.7513647770688276,0.7552514795419283,Schooling,-0.8224370017328353,Population,-7.602996430029812e-10,Hiv/Aids,1.990256785817,46.80742732712412
Hiv/Aids & Schooling & Thinness 1-19 Years,0.7508228880072144,0.7922136566306208,Schooling,-0.7859661383000622,Thinness 1-19 Years,1.8014440139976586,Hiv/Aids,-0.22891581914790146,50.08285940572644
Hiv/Aids & Schooling & Total Expenditure,0.7496176941018453,0.7624631919358595,Schooling,-0.7970973571139242,Hiv/Aids,1.9884288184606826,Total Expenditure,0.10490091239561569,46.25508816852927
Alcohol & Hiv/Aids & Schooling,0.7488397544687615,0.762102718535455,Schooling,-0.04162331618813639,Hiv/Aids,-0.8141878222857234,Alcohol,2.0046002491843167,46.69268257270319
Adult Mortality & Polio & Schooling,0.748005031765753,0.7667906984674,Adult Mortality,-0.034281134425879795,Schooling,0.023492481617077166,Polio,1.6351137656061692,53.321387072961016
Adult Mortality & Population & Schooling,0.7473925604748078,0.7578319487373084,Adult Mortality,-0.033717038683820796,Schooling,-3.145583102916512e-10,Population,1.6913095286620923,54.43266846320899
Adult Mortality & Military & Schooling,0.7442424035118327,0.7699432428864256,Adult Mortality,-0.035674331447936955,Military,0.01719239115909364,Schooling,1.664134551627355,55.17695987253501
Hepatitis B & Hiv/Aids & Schooling,0.7420867852542568,0.7843563124783594,Schooling,0.010876741529401714,Hiv/Aids,-0.7967558776223027,Hepatitis B,1.9650022356589139,46.139064650972564
Adult Mortality & Alcohol & Schooling,0.7400465570305556,0.781850178117757,Adult Mortality,-0.03585849572377863,Schooling,0.008872995588458622,Alcohol,1.604363505176355,55.841067251414245
Birth Per Woman & Percentage Expenditure & Water,0.7164932982835117,0.6749727759087876,Birth Per Woman,-2.4273680313692827,Water,0.0008192920149056169,Percentage Expenditure,0.20464115738738897,58.89715462056667
Birth Per Woman & Thinness 1-19 Years & Water,0.7143225496894556,0.6876549110240681,Birth Per Woman,-2.2589137877105028,Water,-0.3697189824904226,Thinness 1-19 Years,0.19994573005517802,61.37556868959295
Birth Per Woman & Thinness 5-9 Years & Water,0.7103075679740819,0.7199933524925348,Birth Per Woman,-1.9179429016316913,Water,-0.41615958721424456,Thinness 5-9 Years,0.2266994563768341,58.346531457958335
Gdp & Schooling & Water,0.7072469825042044,0.6416423887298399,Schooling,9.100848552254793e-05,Water,0.9027914284486775,Gdp,0.2761849478072171,34.84940926509509
Birth Per Woman & Bmi & Water,0.703687801318992,0.6602111157883342,Birth Per Woman,-2.208335249217303,Water,0.07682957335271517,Bmi,0.193225301893587,57.05574736674013
Bmi & Schooling & Water,0.7022323669194754,0.6492401185467407,Schooling,0.055554348891590964,Water,0.883170811540055,Bmi,0.256147931169396,35.301653315817134
Percentage Expenditure & Thinness 5-9 Years & Water,0.7021448423464088,0.7112882655640542,Thinness 5-9 Years,0.0007456614518804617,Water,-0.4532120175516865,Percentage Expenditure,0.325758544603306,43.96340235934843
Birth Per Woman & Gdp & Water,0.7010826049581074,0.7237882484160358,Birth Per Woman,-2.323829931101202,Water,0.00012975801294207336,Gdp,0.20596803565282296,58.221585923163445
Gdp & Thinness 5-9 Years & Water,0.701036878048398,0.7111645218729601,Thinness 5-9 Years,0.00010739453311805568,Water,-0.4607648222153514,Gdp,0.3203529594976126,44.48544297831632
Percentage Expenditure & Thinness 1-19 Years & Water,0.7004715183255772,0.684685817709161,Thinness 1-19 Years,0.000863233410668382,Water,-0.38154927474284916,Percentage Expenditure,0.3260954030646847,43.556069271892824
Measles & Thinness 5-9 Years & Water,0.6990333311240118,0.641899051527647,Thinness 5-9 Years,3.35613852499128e-05,Water,-0.5363569019448944,Measles,0.3527752209013035,42.63869965540904
Birth Per Woman & Percentage Expenditure & Schooling,0.6986540524658116,0.658082039264815,Birth Per Woman,-3.5037045474747712,Schooling,0.0006781163041120853,Percentage Expenditure,0.8294711010970676,69.11913891059592
Polio & Schooling & Water,0.6980830335987682,0.6320351874317913,Schooling,0.011327754310978872,Water,1.0306302759956063,Polio,0.270250867893122,33.43044426430188
Birth Per Woman & Gdp & Thinness 1-19 Years,0.6979109901780982,0.6604946902192395,Birth Per Woman,-4.123630104552723,Thinness 1-19 Years,0.00013357032862471667,Gdp,-0.3348418082806234,82.42179753065858
Gdp & Thinness 1-19 Years & Water,0.6978877856017864,0.694897632779518,Thinness 1-19 Years,0.00010617652872709299,Water,-0.42238076484784154,Gdp,0.3350285929421185,42.951305543534296
Birth Per Woman & Fdi & Water,0.697798300814793,0.6106905583328559,Birth Per Woman,-2.4563080955646224,Water,0.015239129392562403,Fdi,0.2249053597098195,57.929292577175865
Schooling & Total Expenditure & Water,0.6973976118206686,0.614522375120942,Schooling,1.0194269064654247,Water,0.18623503492329987,Total Expenditure,0.27560109226770224,32.95417308406045
Birth Per Woman & Schooling & Thinness 5-9 Years,0.6965039477390869,0.6739060843282786,Birth Per Woman,-3.194447533602132,Schooling,0.9067825217967624,Thinness 5-9 Years,-0.31566940811737304,69.2589769038763
Thinness 5-9 Years & Under-Five Deaths & Water,0.6949342082403283,0.65603538208893,Thinness 5-9 Years,-0.5508100178827529,Water,0.0014172328034288936,Under-Five Deaths,0.3443883795450446,43.516560166601074
Birth Per Woman & Gdp & Schooling,0.6945851312495808,0.6686966563840022,Birth Per Woman,-3.4241257794889304,Schooling,9.681979247434973e-05,Gdp,0.8860109228887285,67.94982526699556
Birth Per Woman & Bmi & Gdp,0.6942668416242848,0.6548024016041396,Birth Per Woman,-3.962503183002007,Gdp,0.08097474194802136,Bmi,0.00013556263928279216,77.21543561379653
Adult Mortality & Bmi & Gdp,0.6938094578211309,0.6340405489271627,Adult Mortality,-0.04033474791149088,Gdp,0.1375482821138945,Bmi,0.00016025063075801835,70.31135208339131
Adult Mortality & Alcohol & Bmi,0.6934322486802702,0.6244562487817811,Adult Mortality,-0.041745014253015224,Bmi,0.4167735376364121,Alcohol,0.13372319259594054,69.56097347110517
Military & Thinness 5-9 Years & Water,0.6933460467580601,0.6560592028038378,Thinness 5-9 Years,0.10432718942887712,Military,-0.4691498080774263,Water,0.3548373971029675,42.08246009503699
Birth Per Woman & Bmi & Schooling,0.6931589296460208,0.6514688881632492,Birth Per Woman,-3.0880595020480155,Schooling,0.060786191498613557,Bmi,0.9471683581328714,64.60425111789728
Birth Per Woman & Schooling & Water,0.6928494369043915,0.7265932957417016,Birth Per Woman,-1.7056138566987782,Water,0.7905071275890746,Schooling,0.18592064714242207,49.24268604198879
Schooling & Thinness 5-9 Years & Water,0.6925847030970989,0.7333693504707697,Schooling,0.7485200711150923,Water,-0.3536528395686893,Thinness 5-9 Years,0.26985802015980764,39.39672325135352
Birth Per Woman & Percentage Expenditure & Thinness 5-9 Years,0.6925420868937269,0.6776873816805623,Birth Per Woman,-4.196597670110901,Thinness 5-9 Years,0.0007657583212561522,Percentage Expenditure,-0.3380358222879315,82.89189159871559
Schooling & Under-Five Deaths & Water,0.6916867900797847,0.6475655111016017,Schooling,1.0462623014802126,Water,-0.0017620592286511968,Under-Five Deaths,0.27057603222624144,34.23012645726293
Diphtheria & Thinness 5-9 Years & Water,0.6915889678469506,0.6700983168225529,Thinness 5-9 Years,0.028129587999406278,Water,-0.46266871378316754,Diphtheria,0.3314120319380589,41.92626576181091
Schooling & Thinness 1-19 Years & Water,0.6907895374128836,0.7184160169516697,Schooling,0.7011115198055052,Water,-0.3295437568046059,Thinness 1-19 Years,0.2883642971370378,38.39434960282191
Polio & Thinness 5-9 Years & Water,0.6899523005172685,0.6687455409926865,Thinness 5-9 Years,0.015540397677926239,Water,-0.4902252622761258,Polio,0.34995901630043247,41.37676263405986
Fdi & Thinness 1-19 Years & Water,0.6898355467518956,0.638644484645274,Fdi,0.00964198966064642,Water,-0.4834535209033311,Thinness 1-19 Years,0.34437424310791925,43.10326164838383
Population & Schooling & Water,0.6886006600130609,0.6518861721901015,Schooling,-2.1687041149812466e-09,Water,0.9803174659731377,Population,0.2804993017475495,34.25005341201722
Measles & Thinness 1-19 Years & Water,0.6877746566372083,0.6393634399229784,Thinness 1-19 Years,4.73892341905042e-05,Water,-0.4773022347180919,Measles,0.3505337047322829,42.51167048542379
Infant Deaths & Schooling & Water,0.6870665533673219,0.6568863676003538,Infant Deaths,-0.002004201035188185,Water,1.060166793838764,Schooling,0.2667051916763892,34.395881139610985
Birth Per Woman & Infant Deaths & Water,0.6869527727295843,0.6638378405925583,Infant Deaths,-2.50372021551576,Water,-0.005090783291589284,Birth Per Woman,0.22160276711054053,58.528482917096774
Birth Per Woman & Diphtheria & Gdp,0.6866267517040491,0.6155690430975747,Birth Per Woman,-4.307520499848234,Gdp,0.025145152234466957,Diphtheria,0.0001615127331721517,79.09746506403664
Birth Per Woman & Gdp & Thinness 5-9 Years,0.6860319296686749,0.7074559855207097,Birth Per Woman,-4.0642810952108395,Thinness 5-9 Years,0.00014069333145648262,Gdp,-0.34666729741758795,82.16323721687469
Birth Per Woman & Diphtheria & Water,0.6859192984430673,0.6407015343692954,Birth Per Woman,-2.72222538617564,Water,0.02678351287735004,Diphtheria,0.20533595494686932,57.86933378201644
Birth Per Woman & Schooling & Thinness 1-19 Years,0.6858798338352655,0.6913947400980769,Birth Per Woman,-3.240322305249277,Schooling,0.8349770401972617,Thinness 1-19 Years,-0.3142402733983122,70.23192287859398
Thinness 1-19 Years & Thinness 5-9 Years & Water,0.6855654378552914,0.6783202872858398,Thinness 5-9 Years,-0.014687577262541707,Water,-0.4940375138898085,Thinness 1-19 Years,0.3499769658451631,42.78706016374795
